Date,department,gl_account,Scenario,amount
2024-01-01,Sales,Utilities,Budget,36956.71
2024-01-01,Sales,Depreciation,Budget,99547.87
2024-01-01,Marketing,Product Cost,Budget,85827.37
2024-01-01,Marketing,Freight In,Budget,20658.71
2024-01-01,Marketing,Packaging,Budget,28265.62
2024-01-01,Marketing,Salaries,Budget,18874.11
2024-01-01,Marketing,Marketing Spend,Budget,16255.64
2024-01-01,Marketing,Software & SaaS,Budget,36623.62
2024-01-01,Marketing,Office Rent,Budget,39789.3
2024-01-01,Marketing,Travel & Entertainment,Budget,27001.27
2024-01-01,Marketing,Professional Services,Budget,98667.19
2024-01-01,Marketing,Utilities,Budget,13116.79
2024-01-01,Marketing,Depreciation,Budget,116425.26
2024-01-01,Operations,Product Cost,Budget,33098.34
2024-01-01,Operations,Freight In,Budget,20055.06
2024-01-01,Operations,Packaging,Budget,27031.94
2024-01-01,Operations,Salaries,Budget,100378.09
2024-01-01,Operations,Marketing Spend,Budget,80068.62
2024-01-01,Operations,Software & SaaS,Budget,101956.4
2024-01-01,Operations,Office Rent,Budget,80408.55
2024-01-01,Operations,Travel & Entertainment,Budget,11273.83
2024-01-01,Operations,Professional Services,Budget,91070.59
2024-01-01,Operations,Utilities,Budget,32429.31
2024-01-01,Operations,Depreciation,Budget,49652.89
2024-01-01,Finance,Product Cost,Budget,18292.61
2024-01-01,Finance,Freight In,Budget,39125.62
2024-01-01,Finance,Packaging,Budget,56621.48
2024-01-01,Finance,Salaries,Budget,81938.44
2024-01-01,Finance,Marketing Spend,Budget,92308.91
2024-01-01,Finance,Software & SaaS,Budget,32018.3
2024-01-01,Finance,Office Rent,Budget,24969.81
2024-01-01,Finance,Travel & Entertainment,Budget,23191.1
2024-01-01,Finance,Professional Services,Budget,21953.46
2024-01-01,Finance,Utilities,Budget,83488.3
2024-01-01,Finance,Depreciation,Budget,88696.5
2024-01-01,HR,Product Cost,Budget,90801.41
2024-01-01,HR,Freight In,Budget,87195.41
2024-01-01,HR,Packaging,Budget,103612.04
2024-01-01,HR,Salaries,Budget,33061.96
2024-01-01,HR,Marketing Spend,Budget,119643.59
2024-01-01,HR,Software & SaaS,Budget,116834.89
2024-01-01,HR,Office Rent,Budget,23997.76
2024-01-01,HR,Travel & Entertainment,Budget,50561.84
2024-01-01,HR,Professional Services,Budget,39668.27
2024-01-01,HR,Utilities,Budget,99873.03
2024-01-01,HR,Depreciation,Budget,116423.57
2024-01-01,IT,Product Cost,Budget,31065.43
2024-01-01,IT,Freight In,Budget,71067.65
2024-01-01,IT,Packaging,Budget,100802.48
2024-01-01,IT,Salaries,Budget,86303.09
2024-01-01,IT,Marketing Spend,Budget,91049.06
2024-01-01,IT,Software & SaaS,Budget,106348.47
2024-01-01,IT,Office Rent,Budget,66965.87
2024-01-01,IT,Travel & Entertainment,Budget,111866.3
2024-01-01,IT,Professional Services,Budget,15012.83
2024-01-01,IT,Utilities,Budget,83221.8
2024-01-01,IT,Depreciation,Budget,85473.83
2024-01-01,Customer Service,Product Cost,Budget,100340.72
2024-01-01,Customer Service,Freight In,Budget,49678.34
2024-01-01,Customer Service,Packaging,Budget,100468.85
2024-01-01,Customer Service,Salaries,Budget,49394.14
2024-01-01,Customer Service,Marketing Spend,Budget,87135.51
2024-01-01,Customer Service,Software & SaaS,Budget,63066.6
2024-01-01,Customer Service,Office Rent,Budget,110072.17
2024-01-01,Customer Service,Travel & Entertainment,Budget,39099.76
2024-01-01,Customer Service,Professional Services,Budget,13731.63
2024-01-01,Customer Service,Utilities,Budget,98740.57
2024-01-01,Customer Service,Depreciation,Budget,10958.0
2024-02-01,Sales,Product Sales,Budget,155828.54
2024-02-01,Sales,Service Revenue,Budget,77709.82
2024-02-01,Sales,Shipping Revenue,Budget,35022.3
2024-02-01,Sales,Product Cost,Budget,60322.19
2024-02-01,Sales,Freight In,Budget,98255.95
2024-02-01,Sales,Packaging,Budget,75306.2
2024-02-01,Sales,Salaries,Budget,99713.22
2024-02-01,Sales,Marketing Spend,Budget,109353.35
2024-02-01,Sales,Software & SaaS,Budget,81854.71
2024-02-01,Sales,Office Rent,Budget,74109.05
2024-02-01,Sales,Travel & Entertainment,Budget,12435.32
2024-02-01,Sales,Professional Services,Budget,12679.3
2024-02-01,Sales,Utilities,Budget,49650.76
2024-02-01,Sales,Depreciation,Budget,48965.05
2024-02-01,Marketing,Product Cost,Budget,57857.03
2024-02-01,Marketing,Freight In,Budget,57755.42
2024-02-01,Marketing,Packaging,Budget,119080.65
2024-02-01,Marketing,Salaries,Budget,99568.53
2024-02-01,Marketing,Marketing Spend,Budget,79545.65
2024-02-01,Marketing,Software & SaaS,Budget,13419.03
2024-02-01,Marketing,Office Rent,Budget,53685.28
2024-02-01,Marketing,Travel & Entertainment,Budget,83527.17
2024-02-01,Marketing,Professional Services,Budget,21456.81
2024-02-01,Marketing,Utilities,Budget,32142.1
2024-02-01,Marketing,Depreciation,Budget,95123.66
2024-02-01,Operations,Product Cost,Budget,50890.63
2024-02-01,Operations,Freight In,Budget,35425.31
2024-02-01,Operations,Packaging,Budget,86179.86
2024-02-01,Operations,Salaries,Budget,37117.78
2024-02-01,Operations,Marketing Spend,Budget,65936.71
2024-02-01,Operations,Software & SaaS,Budget,114250.88
2024-02-01,Operations,Office Rent,Budget,60592.21
2024-02-01,Operations,Travel & Entertainment,Budget,27082.35
2024-02-01,Operations,Professional Services,Budget,57011.77
2024-02-01,Operations,Utilities,Budget,64931.3
2024-02-01,Operations,Depreciation,Budget,72689.97
2024-02-01,Finance,Product Cost,Budget,46973.56
2024-02-01,Finance,Freight In,Budget,76494.66
2024-02-01,Finance,Packaging,Budget,48977.86
2024-02-01,Finance,Salaries,Budget,102699.58
2024-02-01,Finance,Marketing Spend,Budget,106343.12
2024-02-01,Finance,Software & SaaS,Budget,89765.02
2024-02-01,Finance,Office Rent,Budget,64231.27
2024-02-01,Finance,Travel & Entertainment,Budget,84915.94
2024-02-01,Finance,Professional Services,Budget,98112.22
2024-02-01,Finance,Utilities,Budget,21711.74
2024-02-01,Finance,Depreciation,Budget,103500.71
2024-02-01,HR,Product Cost,Budget,40784.56
2024-02-01,HR,Freight In,Budget,33460.5
2024-02-01,HR,Packaging,Budget,53355.21
2024-02-01,HR,Salaries,Budget,24227.59
2024-02-01,HR,Marketing Spend,Budget,60783.67
2024-02-01,HR,Software & SaaS,Budget,39768.61
2024-02-01,HR,Office Rent,Budget,83294.56
2024-02-01,HR,Travel & Entertainment,Budget,40598.14
2024-02-01,HR,Professional Services,Budget,46999.21
2024-02-01,HR,Utilities,Budget,18884.58
2024-02-01,HR,Depreciation,Budget,35454.69
2024-02-01,IT,Product Cost,Budget,23504.66
2024-02-01,IT,Freight In,Budget,10720.47
2024-02-01,IT,Packaging,Budget,105639.36
2024-02-01,IT,Salaries,Budget,89030.44
2024-02-01,IT,Marketing Spend,Budget,62451.07
2024-02-01,IT,Software & SaaS,Budget,84708.8
2024-02-01,IT,Office Rent,Budget,49215.79
2024-02-01,IT,Travel & Entertainment,Budget,112526.61
2024-02-01,IT,Professional Services,Budget,114211.01
2024-02-01,IT,Utilities,Budget,112437.79
2024-02-01,IT,Depreciation,Budget,62967.11
2024-02-01,Customer Service,Product Cost,Budget,32690.58
2024-02-01,Customer Service,Freight In,Budget,86913.31
2024-02-01,Customer Service,Packaging,Budget,92720.93
2024-02-01,Customer Service,Salaries,Budget,119425.75
2024-02-01,Customer Service,Marketing Spend,Budget,90454.98
2024-02-01,Customer Service,Software & SaaS,Budget,58451.25
2024-02-01,Customer Service,Office Rent,Budget,76870.23
2024-02-01,Customer Service,Travel & Entertainment,Budget,73631.46
2024-02-01,Customer Service,Professional Services,Budget,115436.85
2024-02-01,Customer Service,Utilities,Budget,11311.15
2024-02-01,Customer Service,Depreciation,Budget,63868.88
2024-03-01,Sales,Product Sales,Budget,24387.42
2024-03-01,Sales,Service Revenue,Budget,110534.43
2024-03-01,Sales,Shipping Revenue,Budget,167211.37
2024-03-01,Sales,Product Cost,Budget,115205.46
2024-03-01,Sales,Freight In,Budget,96602.71
2024-03-01,Sales,Packaging,Budget,111908.93
2024-03-01,Sales,Salaries,Budget,106204.5
2024-03-01,Sales,Marketing Spend,Budget,109286.43
2024-03-01,Sales,Software & SaaS,Budget,22253.86
2024-03-01,Sales,Office Rent,Budget,29966.67
2024-03-01,Sales,Travel & Entertainment,Budget,71537.55
2024-03-01,Sales,Professional Services,Budget,59849.36
2024-03-01,Sales,Utilities,Budget,99089.0
2024-03-01,Sales,Depreciation,Budget,15691.36
2024-03-01,Marketing,Product Cost,Budget,102542.63
2024-03-01,Marketing,Freight In,Budget,103499.01
2024-03-01,Marketing,Packaging,Budget,21599.54
2024-03-01,Marketing,Salaries,Budget,62396.77
2024-03-01,Marketing,Marketing Spend,Budget,114115.4
2024-03-01,Marketing,Software & SaaS,Budget,91628.45
2024-03-01,Marketing,Office Rent,Budget,15683.84
2024-03-01,Marketing,Travel & Entertainment,Budget,27589.99
2024-03-01,Marketing,Professional Services,Budget,83682.58
2024-03-01,Marketing,Utilities,Budget,76719.09
2024-03-01,Marketing,Depreciation,Budget,86639.4
2024-03-01,Operations,Product Cost,Budget,55317.24
2024-03-01,Operations,Freight In,Budget,10028.46
2024-03-01,Operations,Packaging,Budget,26581.77
2024-03-01,Operations,Salaries,Budget,82072.98
2024-03-01,Operations,Marketing Spend,Budget,105855.21
2024-03-01,Operations,Software & SaaS,Budget,23336.25
2024-03-01,Operations,Office Rent,Budget,92784.3
2024-03-01,Operations,Travel & Entertainment,Budget,29798.65
2024-03-01,Operations,Professional Services,Budget,80749.85
2024-03-01,Operations,Utilities,Budget,55487.94
2024-03-01,Operations,Depreciation,Budget,35803.49
2024-03-01,Finance,Product Cost,Budget,46063.78
2024-03-01,Finance,Freight In,Budget,95774.17
2024-03-01,Finance,Packaging,Budget,89373.93
2024-03-01,Finance,Salaries,Budget,22648.66
2024-03-01,Finance,Marketing Spend,Budget,96851.59
2024-03-01,Finance,Software & SaaS,Budget,28408.49
2024-03-01,Finance,Office Rent,Budget,112954.13
2024-03-01,Finance,Travel & Entertainment,Budget,16235.58
2024-03-01,Finance,Professional Services,Budget,10332.78
2024-03-01,Finance,Utilities,Budget,113285.49
2024-03-01,Finance,Depreciation,Budget,11296.6
2024-03-01,HR,Product Cost,Budget,90766.97
2024-03-01,HR,Freight In,Budget,34313.86
2024-03-01,HR,Packaging,Budget,58807.2
2024-03-01,HR,Salaries,Budget,56551.66
2024-03-01,HR,Marketing Spend,Budget,66724.18
2024-03-01,HR,Software & SaaS,Budget,45699.61
2024-03-01,HR,Office Rent,Budget,47189.28
2024-03-01,HR,Travel & Entertainment,Budget,74647.11
2024-03-01,HR,Professional Services,Budget,20666.26
2024-03-01,HR,Utilities,Budget,42634.36
2024-03-01,HR,Depreciation,Budget,58151.19
2024-03-01,IT,Product Cost,Budget,52990.92
2024-03-01,IT,Freight In,Budget,84487.01
2024-03-01,IT,Packaging,Budget,29577.95
2024-03-01,IT,Salaries,Budget,47302.84
2024-03-01,IT,Marketing Spend,Budget,23732.4
2024-03-01,IT,Software & SaaS,Budget,24776.68
2024-03-01,IT,Office Rent,Budget,116441.09
2024-03-01,IT,Travel & Entertainment,Budget,70878.66
2024-03-01,IT,Professional Services,Budget,45634.8
2024-03-01,IT,Utilities,Budget,114987.34
2024-03-01,IT,Depreciation,Budget,54150.27
2024-03-01,Customer Service,Product Cost,Budget,106441.59
2024-03-01,Customer Service,Freight In,Budget,31271.67
2024-03-01,Customer Service,Packaging,Budget,105680.12
2024-03-01,Customer Service,Salaries,Budget,109467.7
2024-03-01,Customer Service,Marketing Spend,Budget,96252.28
2024-03-01,Customer Service,Software & SaaS,Budget,88634.81
2024-03-01,Customer Service,Office Rent,Budget,59404.57
2024-03-01,Customer Service,Travel & Entertainment,Budget,58578.18
2024-03-01,Customer Service,Professional Services,Budget,71571.86
2024-03-01,Customer Service,Utilities,Budget,56141.17
2024-03-01,Customer Service,Depreciation,Budget,101734.75
2024-04-01,Sales,Product Sales,Budget,144396.91
2024-04-01,Sales,Service Revenue,Budget,91051.91
2024-04-01,Sales,Shipping Revenue,Budget,103852.12
2024-04-01,Sales,Product Cost,Budget,19464.74
2024-04-01,Sales,Freight In,Budget,99215.1
2024-04-01,Sales,Packaging,Budget,80521.71
2024-04-01,Sales,Salaries,Budget,41866.66
2024-04-01,Sales,Marketing Spend,Budget,59235.92
2024-04-01,Sales,Software & SaaS,Budget,73697.01
2024-04-01,Sales,Office Rent,Budget,108204.43
2024-04-01,Sales,Travel & Entertainment,Budget,61998.06
2024-04-01,Sales,Professional Services,Budget,27611.84
2024-04-01,Sales,Utilities,Budget,106669.6
2024-04-01,Sales,Depreciation,Budget,91458.87
2024-04-01,Marketing,Product Cost,Budget,83699.42
2024-04-01,Marketing,Freight In,Budget,26194.18
2024-04-01,Marketing,Packaging,Budget,118039.43
2024-04-01,Marketing,Salaries,Budget,58239.38
2024-04-01,Marketing,Marketing Spend,Budget,58443.55
2024-04-01,Marketing,Software & SaaS,Budget,63072.01
2024-04-01,Marketing,Office Rent,Budget,52787.61
2024-04-01,Marketing,Travel & Entertainment,Budget,65985.69
2024-04-01,Marketing,Professional Services,Budget,53330.35
2024-04-01,Marketing,Utilities,Budget,118432.53
2024-04-01,Marketing,Depreciation,Budget,109304.32
2024-04-01,Operations,Product Cost,Budget,15519.16
2024-04-01,Operations,Freight In,Budget,95517.76
2024-04-01,Operations,Packaging,Budget,83505.33
2024-04-01,Operations,Salaries,Budget,27493.9
2024-04-01,Operations,Marketing Spend,Budget,116029.0
2024-04-01,Operations,Software & SaaS,Budget,22959.08
2024-04-01,Operations,Office Rent,Budget,108012.84
2024-04-01,Operations,Travel & Entertainment,Budget,118790.81
2024-04-01,Operations,Professional Services,Budget,37408.49
2024-04-01,Operations,Utilities,Budget,95847.13
2024-04-01,Operations,Depreciation,Budget,65654.22
2024-04-01,Finance,Product Cost,Budget,96643.88
2024-04-01,Finance,Freight In,Budget,35754.13
2024-04-01,Finance,Packaging,Budget,29979.16
2024-04-01,Finance,Salaries,Budget,51872.32
2024-04-01,Finance,Marketing Spend,Budget,69361.73
2024-04-01,Finance,Software & SaaS,Budget,10092.42
2024-04-01,Finance,Office Rent,Budget,110856.07
2024-04-01,Finance,Travel & Entertainment,Budget,33414.31
2024-04-01,Finance,Professional Services,Budget,15079.55
2024-04-01,Finance,Utilities,Budget,13390.88
2024-04-01,Finance,Depreciation,Budget,39553.45
2024-04-01,HR,Product Cost,Budget,117309.11
2024-04-01,HR,Freight In,Budget,54622.85
2024-04-01,HR,Packaging,Budget,23751.09
2024-04-01,HR,Salaries,Budget,57705.13
2024-04-01,HR,Marketing Spend,Budget,39366.44
2024-04-01,HR,Software & SaaS,Budget,76226.99
2024-04-01,HR,Office Rent,Budget,105231.71
2024-04-01,HR,Travel & Entertainment,Budget,99800.38
2024-04-01,HR,Professional Services,Budget,64816.85
2024-04-01,HR,Utilities,Budget,14837.43
2024-04-01,HR,Depreciation,Budget,113250.55
2024-04-01,IT,Product Cost,Budget,40579.61
2024-04-01,IT,Freight In,Budget,105906.75
2024-04-01,IT,Packaging,Budget,15596.99
2024-04-01,IT,Salaries,Budget,75037.84
2024-04-01,IT,Marketing Spend,Budget,82652.38
2024-04-01,IT,Software & SaaS,Budget,108091.09
2024-04-01,IT,Office Rent,Budget,52627.12
2024-04-01,IT,Travel & Entertainment,Budget,82634.93
2024-04-01,IT,Professional Services,Budget,103235.98
2024-04-01,IT,Utilities,Budget,65410.74
2024-04-01,IT,Depreciation,Budget,58032.93
2024-04-01,Customer Service,Product Cost,Budget,109719.99
2024-04-01,Customer Service,Freight In,Budget,87866.02
2024-04-01,Customer Service,Packaging,Budget,101569.4
2024-04-01,Customer Service,Salaries,Budget,38046.34
2024-04-01,Customer Service,Marketing Spend,Budget,65175.24
2024-04-01,Customer Service,Software & SaaS,Budget,67587.53
2024-04-01,Customer Service,Office Rent,Budget,69313.53
2024-04-01,Customer Service,Travel & Entertainment,Budget,17377.55
2024-04-01,Customer Service,Professional Services,Budget,65649.5
2024-04-01,Customer Service,Utilities,Budget,79054.41
2024-04-01,Customer Service,Depreciation,Budget,89837.23
2024-05-01,Sales,Product Sales,Budget,81728.74
2024-05-01,Sales,Service Revenue,Budget,41197.31
2024-05-01,Sales,Shipping Revenue,Budget,91592.3
2024-05-01,Sales,Product Cost,Budget,27713.65
2024-05-01,Sales,Freight In,Budget,34068.3
2024-05-01,Sales,Packaging,Budget,101794.77
2024-05-01,Sales,Salaries,Budget,102487.84
2024-05-01,Sales,Marketing Spend,Budget,23494.03
2024-05-01,Sales,Software & SaaS,Budget,12619.15
2024-05-01,Sales,Office Rent,Budget,100442.09
2024-05-01,Sales,Travel & Entertainment,Budget,116682.32
2024-05-01,Sales,Professional Services,Budget,10739.31
2024-05-01,Sales,Utilities,Budget,114288.28
2024-05-01,Sales,Depreciation,Budget,95862.28
2024-05-01,Marketing,Product Cost,Budget,111602.73
2024-05-01,Marketing,Freight In,Budget,49971.64
2024-05-01,Marketing,Packaging,Budget,39251.04
2024-05-01,Marketing,Salaries,Budget,61112.53
2024-05-01,Marketing,Marketing Spend,Budget,52964.66
2024-05-01,Marketing,Software & SaaS,Budget,55945.87
2024-05-01,Marketing,Office Rent,Budget,35374.06
2024-05-01,Marketing,Travel & Entertainment,Budget,20860.36
2024-05-01,Marketing,Professional Services,Budget,91244.68
2024-05-01,Marketing,Utilities,Budget,81819.87
2024-05-01,Marketing,Depreciation,Budget,96560.14
2024-05-01,Operations,Product Cost,Budget,59513.15
2024-05-01,Operations,Freight In,Budget,112543.47
2024-05-01,Operations,Packaging,Budget,89153.44
2024-05-01,Operations,Salaries,Budget,104746.05
2024-05-01,Operations,Marketing Spend,Budget,53345.38
2024-05-01,Operations,Software & SaaS,Budget,23829.45
2024-05-01,Operations,Office Rent,Budget,91113.11
2024-05-01,Operations,Travel & Entertainment,Budget,80483.67
2024-05-01,Operations,Professional Services,Budget,44193.62
2024-05-01,Operations,Utilities,Budget,111923.09
2024-05-01,Operations,Depreciation,Budget,50013.25
2024-05-01,Finance,Product Cost,Budget,78552.56
2024-05-01,Finance,Freight In,Budget,68214.17
2024-05-01,Finance,Packaging,Budget,65140.72
2024-05-01,Finance,Salaries,Budget,61482.16
2024-05-01,Finance,Marketing Spend,Budget,40346.13
2024-05-01,Finance,Software & SaaS,Budget,57423.72
2024-05-01,Finance,Office Rent,Budget,70941.16
2024-05-01,Finance,Travel & Entertainment,Budget,55556.95
2024-05-01,Finance,Professional Services,Budget,75440.3
2024-05-01,Finance,Utilities,Budget,96200.0
2024-05-01,Finance,Depreciation,Budget,67880.52
2024-05-01,HR,Product Cost,Budget,40319.22
2024-05-01,HR,Freight In,Budget,98044.7
2024-05-01,HR,Packaging,Budget,55637.41
2024-05-01,HR,Salaries,Budget,32238.62
2024-05-01,HR,Marketing Spend,Budget,27844.98
2024-05-01,HR,Software & SaaS,Budget,38263.74
2024-05-01,HR,Office Rent,Budget,19785.82
2024-05-01,HR,Travel & Entertainment,Budget,119980.71
2024-05-01,HR,Professional Services,Budget,36297.19
2024-05-01,HR,Utilities,Budget,108652.15
2024-05-01,HR,Depreciation,Budget,22324.21
2024-05-01,IT,Product Cost,Budget,38912.96
2024-05-01,IT,Freight In,Budget,48900.59
2024-05-01,IT,Packaging,Budget,45572.16
2024-05-01,IT,Salaries,Budget,45176.08
2024-05-01,IT,Marketing Spend,Budget,41850.46
2024-05-01,IT,Software & SaaS,Budget,53196.49
2024-05-01,IT,Office Rent,Budget,40412.81
2024-05-01,IT,Travel & Entertainment,Budget,60320.5
2024-05-01,IT,Professional Services,Budget,60030.5
2024-05-01,IT,Utilities,Budget,33223.3
2024-05-01,IT,Depreciation,Budget,59837.34
2024-05-01,Customer Service,Product Cost,Budget,70082.78
2024-05-01,Customer Service,Freight In,Budget,60190.42
2024-05-01,Customer Service,Packaging,Budget,82240.39
2024-05-01,Customer Service,Salaries,Budget,116576.73
2024-05-01,Customer Service,Marketing Spend,Budget,110525.41
2024-05-01,Customer Service,Software & SaaS,Budget,106444.48
2024-05-01,Customer Service,Office Rent,Budget,32366.71
2024-05-01,Customer Service,Travel & Entertainment,Budget,88325.3
2024-05-01,Customer Service,Professional Services,Budget,88164.99
2024-05-01,Customer Service,Utilities,Budget,58109.94
2024-05-01,Customer Service,Depreciation,Budget,61037.28
2024-06-01,Sales,Product Sales,Budget,30221.75
2024-06-01,Sales,Service Revenue,Budget,62325.39
2024-06-01,Sales,Shipping Revenue,Budget,27848.67
2024-06-01,Sales,Product Cost,Budget,74146.96
2024-06-01,Sales,Freight In,Budget,100445.26
2024-06-01,Sales,Packaging,Budget,24180.0
2024-06-01,Sales,Salaries,Budget,112769.87
2024-06-01,Sales,Marketing Spend,Budget,61757.96
2024-06-01,Sales,Software & SaaS,Budget,28493.27
2024-06-01,Sales,Office Rent,Budget,98187.84
2024-06-01,Sales,Travel & Entertainment,Budget,69034.83
2024-06-01,Sales,Professional Services,Budget,67773.18
2024-06-01,Sales,Utilities,Budget,22861.49
2024-06-01,Sales,Depreciation,Budget,60333.17
2024-06-01,Marketing,Product Cost,Budget,72104.83
2024-06-01,Marketing,Freight In,Budget,107509.0
2024-06-01,Marketing,Packaging,Budget,99391.82
2024-06-01,Marketing,Salaries,Budget,82047.68
2024-06-01,Marketing,Marketing Spend,Budget,103411.62
2024-06-01,Marketing,Software & SaaS,Budget,76738.93
2024-06-01,Marketing,Office Rent,Budget,96528.9
2024-06-01,Marketing,Travel & Entertainment,Budget,104166.78
2024-06-01,Marketing,Professional Services,Budget,105026.2
2024-06-01,Marketing,Utilities,Budget,30666.0
2024-06-01,Marketing,Depreciation,Budget,59961.62
2024-06-01,Operations,Product Cost,Budget,24146.67
2024-06-01,Operations,Freight In,Budget,98181.65
2024-06-01,Operations,Packaging,Budget,72934.43
2024-06-01,Operations,Salaries,Budget,108894.06
2024-06-01,Operations,Marketing Spend,Budget,52095.99
2024-06-01,Operations,Software & SaaS,Budget,99706.03
2024-06-01,Operations,Office Rent,Budget,55877.97
2024-06-01,Operations,Travel & Entertainment,Budget,13921.64
2024-06-01,Operations,Professional Services,Budget,56752.52
2024-06-01,Operations,Utilities,Budget,97118.96
2024-06-01,Operations,Depreciation,Budget,118395.22
2024-06-01,Finance,Product Cost,Budget,67411.61
2024-06-01,Finance,Freight In,Budget,90497.25
2024-06-01,Finance,Packaging,Budget,45533.59
2024-06-01,Finance,Salaries,Budget,20047.8
2024-06-01,Finance,Marketing Spend,Budget,35851.93
2024-06-01,Finance,Software & SaaS,Budget,44526.67
2024-06-01,Finance,Office Rent,Budget,75483.02
2024-06-01,Finance,Travel & Entertainment,Budget,41219.98
2024-06-01,Finance,Professional Services,Budget,108336.53
2024-06-01,Finance,Utilities,Budget,107256.0
2024-06-01,Finance,Depreciation,Budget,30858.91
2024-06-01,HR,Product Cost,Budget,15419.73
2024-06-01,HR,Freight In,Budget,11593.09
2024-06-01,HR,Packaging,Budget,76027.38
2024-06-01,HR,Salaries,Budget,37142.71
2024-06-01,HR,Marketing Spend,Budget,15951.88
2024-06-01,HR,Software & SaaS,Budget,113428.61
2024-06-01,HR,Office Rent,Budget,97033.9
2024-06-01,HR,Travel & Entertainment,Budget,39149.8
2024-06-01,HR,Professional Services,Budget,112066.0
2024-06-01,HR,Utilities,Budget,12645.34
2024-06-01,HR,Depreciation,Budget,61486.3
2024-06-01,IT,Product Cost,Budget,71298.84
2024-06-01,IT,Freight In,Budget,46140.0
2024-06-01,IT,Packaging,Budget,113257.29
2024-06-01,IT,Salaries,Budget,105683.19
2024-06-01,IT,Marketing Spend,Budget,80737.63
2024-06-01,IT,Software & SaaS,Budget,49005.89
2024-06-01,IT,Office Rent,Budget,53762.06
2024-06-01,IT,Travel & Entertainment,Budget,58819.44
2024-06-01,IT,Professional Services,Budget,34776.61
2024-06-01,IT,Utilities,Budget,71315.79
2024-06-01,IT,Depreciation,Budget,61496.8
2024-06-01,Customer Service,Product Cost,Budget,110005.11
2024-06-01,Customer Service,Freight In,Budget,21632.81
2024-06-01,Customer Service,Packaging,Budget,37176.95
2024-06-01,Customer Service,Salaries,Budget,94908.99
2024-06-01,Customer Service,Marketing Spend,Budget,24029.06
2024-06-01,Customer Service,Software & SaaS,Budget,60893.85
2024-06-01,Customer Service,Office Rent,Budget,25271.95
2024-06-01,Customer Service,Travel & Entertainment,Budget,16475.6
2024-06-01,Customer Service,Professional Services,Budget,32846.35
2024-06-01,Customer Service,Utilities,Budget,103940.89
2024-06-01,Customer Service,Depreciation,Budget,72633.34
2024-07-01,Sales,Product Sales,Budget,73470.7
2024-07-01,Sales,Service Revenue,Budget,82212.76
2024-07-01,Sales,Shipping Revenue,Budget,127292.14
2024-07-01,Sales,Product Cost,Budget,108080.25
2024-07-01,Sales,Freight In,Budget,62046.97
2024-07-01,Sales,Packaging,Budget,107302.2
2024-07-01,Sales,Salaries,Budget,101448.11
2024-07-01,Sales,Marketing Spend,Budget,76404.03
2024-07-01,Sales,Software & SaaS,Budget,59491.44
2024-07-01,Sales,Office Rent,Budget,76056.56
2024-07-01,Sales,Travel & Entertainment,Budget,58576.48
2024-07-01,Sales,Professional Services,Budget,72409.52
2024-07-01,Sales,Utilities,Budget,44656.41
2024-07-01,Sales,Depreciation,Budget,19628.75
2024-07-01,Marketing,Product Cost,Budget,29883.57
2024-07-01,Marketing,Freight In,Budget,19852.95
2024-07-01,Marketing,Packaging,Budget,30567.04
2024-07-01,Marketing,Salaries,Budget,101655.66
2024-07-01,Marketing,Marketing Spend,Budget,104201.24
2024-07-01,Marketing,Software & SaaS,Budget,45772.28
2024-07-01,Marketing,Office Rent,Budget,10424.08
2024-07-01,Marketing,Travel & Entertainment,Budget,37657.17
2024-07-01,Marketing,Professional Services,Budget,106420.76
2024-07-01,Marketing,Utilities,Budget,41911.15
2024-07-01,Marketing,Depreciation,Budget,27640.49
2024-07-01,Operations,Product Cost,Budget,98920.03
2024-07-01,Operations,Freight In,Budget,20219.52
2024-07-01,Operations,Packaging,Budget,85902.0
2024-07-01,Operations,Salaries,Budget,87829.79
2024-07-01,Operations,Marketing Spend,Budget,60972.74
2024-07-01,Operations,Software & SaaS,Budget,111183.32
2024-07-01,Operations,Office Rent,Budget,53777.08
2024-07-01,Operations,Travel & Entertainment,Budget,45105.41
2024-07-01,Operations,Professional Services,Budget,15165.31
2024-07-01,Operations,Utilities,Budget,109270.51
2024-07-01,Operations,Depreciation,Budget,111391.48
2024-07-01,Finance,Product Cost,Budget,63064.41
2024-07-01,Finance,Freight In,Budget,110760.2
2024-07-01,Finance,Packaging,Budget,92567.08
2024-07-01,Finance,Salaries,Budget,11569.12
2024-07-01,Finance,Marketing Spend,Budget,108946.36
2024-07-01,Finance,Software & SaaS,Budget,33287.7
2024-07-01,Finance,Office Rent,Budget,47631.71
2024-07-01,Finance,Travel & Entertainment,Budget,56654.14
2024-07-01,Finance,Professional Services,Budget,112501.0
2024-07-01,Finance,Utilities,Budget,41205.49
2024-07-01,Finance,Depreciation,Budget,55450.67
2024-07-01,HR,Product Cost,Budget,70801.4
2024-07-01,HR,Freight In,Budget,60877.32
2024-07-01,HR,Packaging,Budget,41822.44
2024-07-01,HR,Salaries,Budget,80149.46
2024-07-01,HR,Marketing Spend,Budget,88291.17
2024-07-01,HR,Software & SaaS,Budget,48907.78
2024-07-01,HR,Office Rent,Budget,93678.82
2024-07-01,HR,Travel & Entertainment,Budget,105024.95
2024-07-01,HR,Professional Services,Budget,100454.45
2024-07-01,HR,Utilities,Budget,42635.49
2024-07-01,HR,Depreciation,Budget,32076.56
2024-07-01,IT,Product Cost,Budget,44386.95
