shipment_id,order_id,carrier,ship_date,total_weight_lbs,billed_shipping_cost,is_bundled_shipment,tracking_number,zone,delivery_days
SHIP-000852,ORD-000881,USPS,2023-08-04,279.51,89.05,0,C279IGFFEN16,6,9
SHIP-000853,ORD-000882,USPS,2023-08-04,60.51,23.35,0,EQD6R5FL42VL,1,3
SHIP-000854,ORD-000883,FedEx,2023-08-05,186.66,92.5,0,7FZ4X264JSLQ,6,10
SHIP-000855,ORD-000884,DHL,2023-08-05,188.26,112.64,0,L9GFJ1PINIXW,5,9
SHIP-000856,ORD-000885,UPS,2023-08-05,115.24,53.9,0,748FFOYWWADS,8,7
SHIP-000857,ORD-000886,DHL,2023-08-05,133.82,82.7,0,2QL5G0TRHC76,7,4
SHIP-000858,ORD-000887,UPS,2023-08-05,164.5,73.6,1,UNOQ4GNW8Z48,5,10
SHIP-000859,ORD-000888,DHL,2023-08-06,121.77,76.07,0,6WJZEO3V598W,5,5
SHIP-000860,ORD-000889,UPS,2023-08-06,24.9,17.76,0,MQ8I3WEHGSUW,3,9
SHIP-000861,ORD-000891,DHL,2023-08-08,137.44,84.69,0,QH7131PL1TKR,5,10
SHIP-000862,ORD-000892,FedEx,2023-08-08,18.52,16.83,0,KPKWXG0ZFDKN,6,10
SHIP-000863,ORD-000893,Amazon Logistics,2023-08-08,21.35,9.84,0,6H9G9EI2LIMP,3,3
SHIP-000864,ORD-000894,UPS,2023-08-08,42.28,24.71,0,S8131YK6FA2H,1,2
SHIP-000865,ORD-000895,DHL,2023-08-08,107.64,68.3,0,3QO2CNQ8DLD7,6,9
SHIP-000866,ORD-000896,USPS,2023-08-08,160.51,53.35,1,NFCIJTET57MU,2,7
SHIP-000867,ORD-000897,FedEx,2023-08-09,166.97,83.64,0,V5NNP011E2CX,2,1
SHIP-000868,ORD-000898,DHL,2023-08-09,138.0,85.0,1,UJHBQI1YMUFX,4,9
SHIP-000869,ORD-000899,USPS,2023-08-09,100.24,35.27,1,WG5753PIXDI0,8,6
SHIP-000870,ORD-000900,UPS,2023-08-10,75.28,37.91,0,V55RCD48P6EH,7,5
SHIP-000871,ORD-000901,DHL,2023-08-11,106.7,67.79,0,5KH0405CRZET,6,5
SHIP-000872,ORD-000902,UPS,2023-08-11,74.82,37.73,0,MKRI2K5ESV2F,5,6
SHIP-000873,ORD-000903,UPS,2023-08-11,139.41,63.56,0,QU7TG2MYAXKE,1,2
SHIP-000874,ORD-000904,UPS,2023-08-12,86.58,42.43,0,VOD3RS2NU4BM,7,7
SHIP-000875,ORD-000905,USPS,2023-08-12,148.41,49.72,0,9PG2IMI74BY6,6,6
SHIP-000876,ORD-000906,FedEx,2023-08-13,304.2,145.39,0,V4GXOH4R0D3F,6,9
SHIP-000877,ORD-000907,Amazon Logistics,2023-08-13,42.28,15.07,0,RBHD3CMRYNHF,5,10
SHIP-000878,ORD-000908,USPS,2023-08-14,198.48,64.74,0,EDPLHRTC7I85,4,6
SHIP-000879,ORD-000909,USPS,2023-08-14,115.37,39.81,0,YYDCM3T19LF6,4,10
SHIP-000880,ORD-000911,FedEx,2023-08-14,60.64,35.79,0,KYHECFXW7PT0,8,9
SHIP-000881,ORD-000912,UPS,2023-08-14,29.96,19.78,0,XQLLOPEYP78B,7,7
SHIP-000882,ORD-000913,FedEx,2023-08-14,364.19,172.39,0,D7E0L4OL5KP3,4,4
SHIP-000883,ORD-000915,DHL,2023-08-15,87.65,57.31,1,6DNWTLBN4DBZ,1,4
SHIP-000884,ORD-000916,USPS,2023-08-16,45.49,18.85,0,OGY0T5FXPMDZ,1,8
SHIP-000885,ORD-000917,USPS,2023-08-16,144.6,48.58,0,IW8CYSY8L5BQ,5,6
SHIP-000886,ORD-000918,USPS,2023-08-16,390.81,122.44,0,180QKXKP43MD,4,2
SHIP-000887,ORD-000919,UPS,2023-08-16,23.1,17.04,0,HGN48IPBQMY3,7,1
SHIP-000888,ORD-000920,USPS,2023-08-16,7.7,7.51,0,C35AZNP7UYA7,3,7
SHIP-000889,ORD-000921,USPS,2023-08-16,148.63,49.79,1,BSOM4HN9R5XJ,3,5
SHIP-000890,ORD-000922,UPS,2023-08-16,106.32,50.33,1,1JUSSHU1BACX,3,1
SHIP-000891,ORD-000923,DHL,2023-08-17,143.1,87.8,0,RNH5EHYWFCDV,4,9
SHIP-000892,ORD-000924,DHL,2023-08-17,58.12,41.07,0,DVRVDLDSC0Q0,2,9
SHIP-000893,ORD-000925,USPS,2023-08-17,91.71,32.71,1,SZYLEOL2MYWG,2,7
SHIP-000894,ORD-000926,DHL,2023-08-17,127.76,79.37,0,M0RRCDW26UEL,8,7
SHIP-000895,ORD-000927,UPS,2023-08-17,303.46,129.18,0,2MW8PNDSEP5W,6,2
SHIP-000896,ORD-000928,UPS,2023-08-17,175.2,77.88,0,VQQ1JYOT59HE,6,1
SHIP-000897,ORD-000929,UPS,2023-08-18,53.68,29.27,0,KAR9OWSLK0PL,5,9
SHIP-000898,ORD-000930,Amazon Logistics,2023-08-18,246.64,66.16,1,S59H9XDELLTR,8,5
SHIP-000899,ORD-000931,UPS,2023-08-18,193.77,85.31,0,6MHCCLXNTXLP,7,4
SHIP-000900,ORD-000932,DHL,2023-08-18,278.19,162.1,0,2K5CLF0XSZ6X,5,2
SHIP-000901,ORD-000933,USPS,2023-08-18,115.11,39.73,1,NQ6V097PNPFZ,1,7
SHIP-000902,ORD-000934,USPS,2023-08-19,123.17,42.15,0,W56I9PYQLD56,5,4
SHIP-000903,ORD-000935,DHL,2023-08-19,449.78,256.48,0,601S9BAY6B0M,3,8
SHIP-000904,ORD-000936,DHL,2023-08-20,119.07,74.59,0,E5H0E8BCAOKP,6,2
SHIP-000905,ORD-000937,USPS,2023-08-20,9.43,8.03,0,SJSSZXQT9MSZ,8,10
SHIP-000906,ORD-000938,USPS,2023-08-20,81.92,29.78,0,MZRD5D7VKC5B,7,10
SHIP-000907,ORD-000939,UPS,2023-08-21,67.5,34.8,0,72WUMA4800HE,8,9
SHIP-000908,ORD-000940,Amazon Logistics,2023-08-21,13.8,7.95,0,O4TXVSFAGN3C,4,1
SHIP-000909,ORD-000941,DHL,2023-08-21,74.04,49.82,0,6JD1BPO49IM4,5,10
SHIP-000910,ORD-000942,FedEx,2023-08-22,10.04,13.02,0,PI91PY9T27YF,8,1
SHIP-000911,ORD-000943,DHL,2023-08-22,152.8,93.14,0,LSPPCZUONEW4,6,5
SHIP-000912,ORD-000944,FedEx,2023-08-22,89.81,48.91,0,OCKI4MHXSG5U,6,4
SHIP-000913,ORD-000945,FedEx,2023-08-22,14.48,15.02,0,C56B1UBB25K9,8,1
SHIP-000914,ORD-000946,FedEx,2023-08-22,136.5,69.93,0,ZGIRICKWLKWE,8,7
SHIP-000915,ORD-000947,DHL,2023-08-23,342.15,197.28,0,CR5V730KF8VD,2,8
SHIP-000916,ORD-000948,DHL,2023-08-23,109.8,69.49,1,6TEZ66190RUI,4,3
SHIP-000917,ORD-000949,USPS,2023-08-24,140.83,47.45,0,C57V3WPXWDOG,2,5
SHIP-000918,ORD-000950,DHL,2023-08-24,159.19,96.65,0,BP7TY2P47HSZ,8,8
SHIP-000919,ORD-000951,UPS,2023-08-25,114.56,53.62,1,5QGUUHY52RZR,8,1
SHIP-000920,ORD-000952,UPS,2023-08-25,37.72,22.89,1,GP510LGS48A8,4,10
SHIP-000921,ORD-000953,DHL,2023-08-26,17.15,18.53,0,S1P2K6MU0D1T,5,10
SHIP-000922,ORD-000954,DHL,2023-08-26,170.48,102.86,0,RJZZAZFN4OQX,4,8
SHIP-000923,ORD-000955,Amazon Logistics,2023-08-26,169.34,46.83,0,80RN4LZ65HUJ,7,5
SHIP-000924,ORD-000956,UPS,2023-08-26,45.28,25.91,0,6EEG9NJEPLI2,1,10
SHIP-000925,ORD-000957,UPS,2023-08-26,62.46,32.78,0,6N0XIKUXPG3J,8,7
SHIP-000926,ORD-000958,Amazon Logistics,2023-08-26,44.84,15.71,1,9FYSRCBJS4T1,5,2
SHIP-000927,ORD-000959,DHL,2023-08-27,311.05,180.18,0,XIVORI52X1WH,4,4
SHIP-000928,ORD-000960,DHL,2023-08-27,150.94,92.12,0,3THZOUTMEQUZ,2,7
SHIP-000929,ORD-000962,FedEx,2023-08-28,9.15,12.62,0,0IB3W4WITR0M,2,10
SHIP-000930,ORD-000964,USPS,2023-08-28,115.8,39.94,0,A7J6OY77G620,1,9
SHIP-000931,ORD-000965,UPS,2023-08-28,81.2,40.28,0,FZOWGDCOQ93T,7,8
SHIP-000932,ORD-000966,DHL,2023-08-29,27.34,24.14,0,IVC99BXP6S26,4,4
SHIP-000933,ORD-000967,Amazon Logistics,2023-08-29,109.28,31.82,1,HRBP9FEZIKUR,4,7
SHIP-000934,ORD-000968,FedEx,2023-08-30,109.8,57.91,0,TJVW31CFKO78,3,5
SHIP-000935,ORD-000969,Amazon Logistics,2023-08-30,146.82,41.2,0,4VM13XSBQTYK,4,9
SHIP-000936,ORD-000970,FedEx,2023-08-30,102.2,54.49,0,ZS5AU36P67U2,5,6
SHIP-000937,ORD-000971,UPS,2023-08-30,120.1,55.84,0,7CJBSQIZRJ48,6,4
SHIP-000938,ORD-000972,DHL,2023-08-30,252.02,147.71,0,4WOZRZUWQFFP,7,2
SHIP-000939,ORD-000973,USPS,2023-08-30,245.76,78.93,0,LI8ARE104RP5,8,7
SHIP-000940,ORD-000974,Amazon Logistics,2023-08-30,18.22,9.05,0,ITBLJITXYEP6,2,3
SHIP-000941,ORD-000975,FedEx,2023-08-31,189.58,93.81,0,5R5BO46Y8N5M,4,10
SHIP-000942,ORD-000976,USPS,2023-08-31,159.1,52.93,0,FFJL7MHEK99L,2,4
SHIP-000943,ORD-000977,FedEx,2023-09-01,48.8,30.46,0,1UX6OVHBTLVV,1,8
SHIP-000944,ORD-000978,USPS,2023-09-01,60.6,23.38,1,0YPNC43H6XCF,8,5
SHIP-000945,ORD-000979,FedEx,2023-09-01,34.8,24.16,1,3XC39YUV3FJE,8,9
SHIP-000946,ORD-000980,UPS,2023-09-01,20.4,15.96,0,15OS8I2GKMCM,6,7
SHIP-000947,ORD-000981,UPS,2023-09-02,68.35,35.14,0,UGDDXBZT0TPJ,2,9
SHIP-000948,ORD-000982,UPS,2023-09-02,374.14,157.46,0,JA5T7P9QWGR4,1,6
SHIP-000949,ORD-000983,Amazon Logistics,2023-09-02,90.61,27.15,0,QTBOFA204OAX,5,5
SHIP-000950,ORD-000984,DHL,2023-09-02,55.44,39.59,0,5M4E622HMPW4,7,1
SHIP-000951,ORD-000985,UPS,2023-09-02,86.85,42.54,0,3BMASMNQLTU3,8,10
SHIP-000952,ORD-000986,DHL,2023-09-03,46.2,34.51,0,IDVRIFUVZLFY,7,1
SHIP-000953,ORD-000987,Amazon Logistics,2023-09-04,137.01,38.75,0,AQ6JC15GYICC,1,3
SHIP-000954,ORD-000988,DHL,2023-09-04,211.91,125.65,0,OYIQ97DH4IW9,4,2
SHIP-000955,ORD-000989,FedEx,2023-09-04,150.37,76.17,0,NFR72HN20GPW,6,7
SHIP-000956,ORD-000990,UPS,2023-09-04,295.4,125.96,0,86O1BXMTBZ6U,6,4
SHIP-000957,ORD-000991,UPS,2023-09-04,27.32,18.73,0,L35BDLHTY2LT,1,8
SHIP-000958,ORD-000992,FedEx,2023-09-04,81.66,45.25,0,8ZJ772595EY4,2,5
SHIP-000959,ORD-000993,DHL,2023-09-05,14.72,17.2,0,O5XMDDA47OFO,7,9
SHIP-000960,ORD-000994,DHL,2023-09-05,36.6,29.23,0,K2YI5YH7RPV6,1,3
SHIP-000961,ORD-000995,Amazon Logistics,2023-09-05,224.46,60.62,0,J72I2DPGPJ4W,2,9
SHIP-000962,ORD-000996,DHL,2023-09-05,199.52,118.84,0,DNFSOZTCNHDM,4,2
SHIP-000963,ORD-000997,DHL,2023-09-06,216.24,128.03,0,HP386FSRKQ32,8,3
SHIP-000964,ORD-000998,USPS,2023-09-06,150.06,50.22,0,IW3D1CZ5U5MT,5,4
SHIP-000965,ORD-000999,USPS,2023-09-06,30.8,14.44,1,W1ZYKSLJ5HRU,7,2
SHIP-000966,ORD-001000,Amazon Logistics,2023-09-07,318.21,84.05,0,MMRU4NSIKFES,6,5
SHIP-000967,ORD-001001,FedEx,2023-09-07,49.71,30.87,0,C6XKNE8ITA84,2,8
SHIP-000968,ORD-001002,DHL,2023-09-07,81.66,54.01,1,3YJ6KL9R84A3,7,10
SHIP-000969,ORD-001003,DHL,2023-09-07,36.36,29.1,1,PYN89MRGP8J0,2,4
SHIP-000970,ORD-001004,UPS,2023-09-08,89.77,43.71,0,WSAAENXXKMLM,5,10
SHIP-000971,ORD-001006,Amazon Logistics,2023-09-09,336.53,88.63,0,XL1T4NB5GO04,1,9
SHIP-000972,ORD-001007,USPS,2023-09-09,80.32,29.3,0,6SC3LFQGH53V,8,1
SHIP-000973,ORD-001008,USPS,2023-09-09,68.35,25.7,0,0NJAAAYJZEVB,2,9
SHIP-000974,ORD-001009,USPS,2023-09-09,152.8,51.04,0,HBR3I93QF2HP,6,1
SHIP-000975,ORD-001010,UPS,2023-09-10,82.45,40.78,0,H7NBVJIH4F1X,6,5
SHIP-000976,ORD-001011,Amazon Logistics,2023-09-10,110.55,32.14,0,B2158U514DYM,7,5
SHIP-000977,ORD-001012,USPS,2023-09-10,164.67,54.6,1,CNCAUZFJALJZ,2,7
SHIP-000978,ORD-001013,FedEx,2023-09-10,299.78,143.4,0,2V4ZPPZ99FMK,3,7
SHIP-000979,ORD-001015,Amazon Logistics,2023-09-11,85.24,25.81,1,OTXXGSH4VWTV,5,6
SHIP-000980,ORD-001016,UPS,2023-09-11,55.8,30.12,0,UGLXKRGJQMND,6,7
SHIP-000981,ORD-001017,UPS,2023-09-11,110.4,51.96,0,GRP1CCAGWIX7,8,6
SHIP-000982,ORD-001018,DHL,2023-09-11,350.47,201.86,0,XYJCKS3MY11Q,4,10
SHIP-000983,ORD-001019,DHL,2023-09-11,99.15,63.63,0,SHYNNKB47Y7M,2,6
SHIP-000984,ORD-001020,FedEx,2023-09-12,12.75,14.24,1,H92P47PTUUZ9,5,8
SHIP-000985,ORD-001021,DHL,2023-09-12,23.2,21.86,1,M2ODTXC23F6Z,4,10
SHIP-000986,ORD-001022,UPS,2023-09-13,2.51,8.8,0,NG4PSEFMJJEF,4,3
SHIP-000987,ORD-001023,UPS,2023-09-13,217.77,94.91,0,9EKL6DXJEWR5,8,9
SHIP-000988,ORD-001024,DHL,2023-09-13,90.3,58.77,0,B3CEMVHPKHGY,4,6
SHIP-000989,ORD-001025,Amazon Logistics,2023-09-14,54.66,18.16,0,JVBGN0ZD54PU,4,3
SHIP-000990,ORD-001026,DHL,2023-09-14,149.18,91.15,0,TMME870P2WAG,4,6
SHIP-000991,ORD-001027,Amazon Logistics,2023-09-14,419.85,109.46,0,AYIW1TS9VNRU,8,10
SHIP-000992,ORD-001028,USPS,2023-09-14,99.6,35.08,0,UVHSDUX5WK86,8,5
SHIP-000993,ORD-001029,FedEx,2023-09-14,142.34,72.55,0,G8DZAFDMR6SO,4,8
SHIP-000994,ORD-001030,USPS,2023-09-14,171.5,56.65,0,HFRE1VO8S37N,5,4
SHIP-000995,ORD-001031,UPS,2023-09-15,143.95,65.38,1,N6CYO51KW4HW,7,6
SHIP-000996,ORD-001032,USPS,2023-09-15,150.85,50.45,0,KHAMRX7Y91QU,1,9
SHIP-000997,ORD-001033,FedEx,2023-09-15,59.92,35.46,0,TULNQGLSH6GJ,5,6
SHIP-000998,ORD-001034,DHL,2023-09-16,264.29,154.46,0,DM57PPX116DB,5,1
SHIP-000999,ORD-001035,FedEx,2023-09-16,136.94,70.12,0,5Z0WEE80KMCM,2,4
SHIP-001000,ORD-001036,Amazon Logistics,2023-09-16,30.32,12.08,0,RJFVOHOCG2KE,5,4
SHIP-001001,ORD-001037,DHL,2023-09-16,97.6,62.78,0,0GMV0AKJTDKW,3,6
SHIP-001002,ORD-001039,FedEx,2023-09-16,140.63,71.78,0,7Z32OX1G28P4,1,10
SHIP-001003,ORD-001040,UPS,2023-09-16,134.36,61.54,1,XDF21O752TVR,3,1
SHIP-001004,ORD-001041,USPS,2023-09-17,179.67,59.1,0,4VAPI5D3LCQX,4,2
SHIP-001005,ORD-001043,UPS,2023-09-17,182.8,80.92,0,E46IVAOLXQRM,8,3
SHIP-001006,ORD-001044,UPS,2023-09-18,6.66,10.46,0,HDEYLIAH5MN6,7,5
SHIP-001007,ORD-001045,UPS,2023-09-18,28.4,19.16,0,J6G6CDDOIKT2,5,3
SHIP-001008,ORD-001046,DHL,2023-09-19,17.15,18.53,1,XHN5A5W9XXLU,4,2
SHIP-001009,ORD-001047,DHL,2023-09-19,276.82,161.35,0,NM4ZPDOP6HD7,6,3
SHIP-001010,ORD-001048,UPS,2023-09-19,73.0,37.0,0,1EFLHLX03V1U,5,10
SHIP-001011,ORD-001049,USPS,2023-09-20,38.37,16.71,0,MPLIXMEVAYK8,5,2
SHIP-001012,ORD-001050,Amazon Logistics,2023-09-20,197.44,53.86,1,780CKFJQH5QM,2,7
SHIP-001013,ORD-001051,UPS,2023-09-21,4.14,9.46,0,RAGJEDAMNVO3,7,5
SHIP-001014,ORD-001052,UPS,2023-09-21,186.8,82.52,0,70G58JLKNPX1,7,8
SHIP-001015,ORD-001053,DHL,2023-09-21,200.88,119.58,0,OW7NSZA2YHEW,3,2
SHIP-001016,ORD-001054,DHL,2023-09-21,124.2,77.41,0,AXP4EUC4KDTE,8,6
SHIP-001017,ORD-001055,DHL,2023-09-22,339.61,195.89,0,EOBHK89FBP54,8,10
SHIP-001018,ORD-001056,Amazon Logistics,2023-09-22,156.75,43.69,0,OLDA6NYNG5FM,8,9
SHIP-001019,ORD-001057,DHL,2023-09-22,286.43,166.64,0,6S2BUG35I080,2,2
SHIP-001020,ORD-001058,DHL,2023-09-22,24.4,22.52,0,EH3X65W8W3Z3,3,10
SHIP-001021,ORD-001059,UPS,2023-09-22,115.8,54.12,0,9BFH2I0FITYC,2,4
SHIP-001022,ORD-001060,USPS,2023-09-22,299.52,95.06,0,9U1Q2TXVP9OP,3,4
SHIP-001023,ORD-001061,UPS,2023-09-22,254.0,109.4,0,WZGVN54ODJJS,6,8
SHIP-001024,ORD-001062,UPS,2023-09-22,6.94,10.58,0,AO3NCY9UKUWV,8,3
SHIP-001025,ORD-001063,Amazon Logistics,2023-09-22,169.14,46.78,1,4SCAAJ7HEKDZ,2,2
SHIP-001026,ORD-001064,Amazon Logistics,2023-09-22,240.49,64.62,0,WVIHW991K8BK,4,3
SHIP-001027,ORD-001065,DHL,2023-09-22,68.04,46.52,0,3VU58FS9X1E2,2,7
SHIP-001028,ORD-001066,UPS,2023-09-23,263.2,113.08,0,983JC019E6XI,4,9
SHIP-001029,ORD-001067,USPS,2023-09-23,21.14,11.54,1,R90RXCIOFO0V,2,6
SHIP-001030,ORD-001068,FedEx,2023-09-23,186.24,92.31,1,72HM2IRC2O2K,7,7
SHIP-001031,ORD-001069,USPS,2023-09-24,121.17,41.55,0,JR3G6C6153X7,6,2
SHIP-001032,ORD-001070,USPS,2023-09-24,36.56,16.17,0,TS63BKBG0IM2,7,9
SHIP-001033,ORD-001071,DHL,2023-09-24,232.2,136.81,0,VDJBEFIP3O3O,3,8
SHIP-001034,ORD-001072,DHL,2023-09-25,24.24,22.43,1,UGTWU5SYQDCW,4,5
SHIP-001035,ORD-001073,FedEx,2023-09-25,169.07,84.58,0,60MDX1ZR99TG,3,2
SHIP-001036,ORD-001074,DHL,2023-09-26,203.2,120.86,0,ZZ4GW43KIJKN,8,9
SHIP-001037,ORD-001075,DHL,2023-09-27,159.14,96.63,0,K2UHU4AADQS0,4,4
SHIP-001038,ORD-001076,DHL,2023-09-27,109.8,69.49,0,AJWDDWHPOORN,2,7
SHIP-001039,ORD-001077,DHL,2023-09-27,166.9,100.9,0,O04LYYEXBVRT,2,9
SHIP-001040,ORD-001078,UPS,2023-09-27,149.2,67.48,1,OOF2JJLP4L1G,4,10
SHIP-001041,ORD-001079,UPS,2023-09-28,101.27,48.31,0,H8FZUO88V78R,3,4
SHIP-001042,ORD-001080,USPS,2023-09-28,131.92,44.78,1,WCC2P37IPDTN,4,6
SHIP-001043,ORD-001081,DHL,2023-09-28,76.74,51.31,0,JZ1B2R27YD6F,7,6
SHIP-001044,ORD-001082,UPS,2023-09-29,32.41,20.76,0,M4YDPOPDQ2EC,2,3
SHIP-001045,ORD-001083,Amazon Logistics,2023-09-29,198.71,54.18,1,RDYAMSU1URVG,7,3
SHIP-001046,ORD-001084,UPS,2023-09-29,46.56,26.42,0,5EQCBZ45G5VW,5,9
SHIP-001047,ORD-001085,DHL,2023-09-29,144.12,88.37,1,SCP1YS813H8F,8,9
SHIP-001048,ORD-001086,Amazon Logistics,2023-10-01,150.92,42.23,0,E5YAZHUUHUKB,8,7
SHIP-001049,ORD-001087,DHL,2023-10-01,39.16,30.64,0,L06U3DK5P0FM,8,1
SHIP-001050,ORD-001088,DHL,2023-10-01,122.5,76.47,0,3VVVF70UJGVC,2,9
SHIP-001051,ORD-001089,Amazon Logistics,2023-10-01,31.3,12.32,0,1PJ1GEV8CZNQ,8,2
SHIP-001052,ORD-001090,UPS,2023-10-02,121.05,56.22,0,ZLVZYZ72YWMJ,8,9
SHIP-001053,ORD-001091,FedEx,2023-10-02,84.63,46.58,0,DWDELFQ3BBT9,6,6
SHIP-001054,ORD-001092,FedEx,2023-10-03,14.19,14.89,1,PJ4TT8559T3N,6,1
SHIP-001055,ORD-001093,USPS,2023-10-03,82.66,30.0,1,5EUSC74C5AI4,5,4
SHIP-001056,ORD-001094,UPS,2023-10-04,298.1,127.04,0,5GX77LKGRP02,8,3
SHIP-001057,ORD-001095,DHL,2023-10-05,126.7,78.78,0,XRIBXAL1LXK6,3,2
SHIP-001058,ORD-001096,Amazon Logistics,2023-10-06,56.03,18.51,0,7B6L8NPR2XC6,1,10
SHIP-001059,ORD-001097,USPS,2023-10-06,83.49,30.25,0,ZZV7W23436OP,8,1
SHIP-001060,ORD-001098,Amazon Logistics,2023-10-06,387.58,101.39,0,NDBZM0FROC90,1,3
SHIP-001061,ORD-001099,UPS,2023-10-06,269.71,115.68,0,M149MA21KCP4,7,4
SHIP-001062,ORD-001100,DHL,2023-10-07,267.22,156.07,1,606RP26GFQTG,4,10
SHIP-001063,ORD-001101,UPS,2023-10-07,232.8,100.92,0,LQEIRO08XGYH,5,9
SHIP-001064,ORD-001102,DHL,2023-10-07,68.04,46.52,0,G1IQ76PR77NT,4,3
SHIP-001065,ORD-001103,FedEx,2023-10-08,58.4,34.78,0,8KKP9V905PRW,5,7
SHIP-001066,ORD-001104,Amazon Logistics,2023-10-08,31.82,12.46,0,TYPN3N1UJQIN,3,10
SHIP-001067,ORD-001105,DHL,2023-10-08,264.54,154.6,0,8DMGS9HDTROJ,2,5
SHIP-001068,ORD-001106,Amazon Logistics,2023-10-09,363.02,95.25,0,6XPQOHQZ89GS,8,3
SHIP-001069,ORD-001107,Amazon Logistics,2023-10-09,87.28,26.32,0,5885YSSNY20G,1,6
SHIP-001070,ORD-001108,UPS,2023-10-10,59.05,31.42,0,B3LTKG3OJODZ,6,2
SHIP-001071,ORD-001109,DHL,2023-10-11,52.53,37.99,0,DC6YISWS4WT3,7,9
SHIP-001072,ORD-001110,USPS,2023-10-11,191.13,62.54,0,27J432DA1MIO,1,2
SHIP-001073,ORD-001111,Amazon Logistics,2023-10-11,139.49,39.37,0,3MYFNCE98NFX,6,8
SHIP-001074,ORD-001112,USPS,2023-10-11,140.07,47.22,0,88HLNIA3F5ZC,2,9
SHIP-001075,ORD-001113,USPS,2023-10-12,132.02,44.81,1,F0VBZ9J9L4MY,4,5
SHIP-001076,ORD-001114,UPS,2023-10-12,202.77,88.91,0,HUIVG9ZC2WOU,5,10
SHIP-001077,ORD-001115,DHL,2023-10-12,125.42,78.08,0,MSAJV3RE9QLJ,6,7
SHIP-001078,ORD-001116,UPS,2023-10-12,123.03,57.01,1,DXQWJK4SMTWB,1,7
SHIP-001079,ORD-001117,UPS,2023-10-13,98.74,47.3,0,3UQHBP7PO9ST,8,3
SHIP-001080,ORD-001118,UPS,2023-10-13,236.84,102.54,0,JK68C0Y2YB8Q,4,10
SHIP-001081,ORD-001119,FedEx,2023-10-14,309.32,147.69,0,VDCEG1MDEYMH,5,1
SHIP-001082,ORD-001120,UPS,2023-10-14,21.34,16.34,0,4ZYFIA14QRCB,1,4
SHIP-001083,ORD-001121,FedEx,2023-10-14,80.11,44.55,0,8PRK5SKFQJTP,4,2
SHIP-001084,ORD-001122,Amazon Logistics,2023-10-15,54.09,18.02,0,39F9TXMJQP6I,6,9
SHIP-001085,ORD-001123,UPS,2023-10-15,141.72,64.49,0,GW5JM8PFJDEX,2,3
SHIP-001086,ORD-001124,USPS,2023-10-15,154.06,51.42,0,97SS0GHRED71,8,1
SHIP-001087,ORD-001125,DHL,2023-10-16,139.68,85.92,0,QCRWY9XX4K63,5,8
SHIP-001088,ORD-001126,UPS,2023-10-16,310.34,131.94,0,VPD4N1924HYE,3,7
SHIP-001089,ORD-001127,FedEx,2023-10-17,314.24,149.91,0,L0PI88TNHDAU,4,6
SHIP-001090,ORD-001128,DHL,2023-10-17,186.4,111.62,0,MZEGG2M4RCFL,2,1
SHIP-001091,ORD-001129,DHL,2023-10-17,288.1,167.56,0,TPF48TRPO01W,8,1
SHIP-001092,ORD-001130,USPS,2023-10-18,50.87,20.46,0,WLZA0WUOWJ09,4,6
SHIP-001093,ORD-001131,DHL,2023-10-18,121.96,76.18,0,GLACCE7SABAT,3,3
SHIP-001094,ORD-001132,UPS,2023-10-18,49.36,27.54,1,BI0BVUM9BUBP,2,8
SHIP-001095,ORD-001133,USPS,2023-10-18,104.4,36.52,1,45K5G336WDER,1,7
SHIP-001096,ORD-001134,Amazon Logistics,2023-10-18,76.62,23.66,0,COT0NZ2G8HPI,6,1
SHIP-001097,ORD-001135,UPS,2023-10-18,213.19,93.08,0,K5A38EQ4CYYF,5,2
SHIP-001098,ORD-001136,UPS,2023-10-19,250.29,107.92,0,7VJ10PKTNOWX,5,7
SHIP-001099,ORD-001137,DHL,2023-10-19,326.42,188.63,0,7KZKA744D18J,8,9
SHIP-001100,ORD-001138,FedEx,2023-10-19,221.24,108.06,0,0ARSG8F47YYI,7,3
SHIP-001101,ORD-001139,Amazon Logistics,2023-10-19,317.72,83.93,0,F9ZJBMERNTP3,2,1
SHIP-001102,ORD-001140,Amazon Logistics,2023-10-19,142.15,40.04,0,BAMD9TNXJVIH,4,5
SHIP-001103,ORD-001141,USPS,2023-10-19,256.72,82.22,0,UKE8XO7I88MM,1,1
SHIP-001104,ORD-001142,FedEx,2023-10-19,139.52,71.28,0,N1QDYD7I0EGB,5,5
SHIP-001105,ORD-001143,USPS,2023-10-20,190.38,62.31,0,TWAYWDSZ6KD7,3,10
SHIP-001106,ORD-001144,USPS,2023-10-20,204.45,66.53,0,809QC588I4RB,1,7
SHIP-001107,ORD-001145,FedEx,2023-10-20,158.94,80.02,0,OM23RGUCBFNX,8,8
SHIP-001108,ORD-001146,FedEx,2023-10-21,18.98,17.04,0,47VZ0PAEP3A8,7,7
SHIP-001109,ORD-001147,DHL,2023-10-21,201.18,119.75,0,D34GU5Z9LPHU,4,1
SHIP-001110,ORD-001148,Amazon Logistics,2023-10-21,12.15,7.54,0,L9YH8U9EWOUS,7,2
SHIP-001111,ORD-001149,USPS,2023-10-21,123.03,42.11,0,LOPJLJVNKYGO,3,6
SHIP-001112,ORD-001150,UPS,2023-10-21,353.13,149.05,0,TIA2MCZTQO9I,5,10
SHIP-001113,ORD-001151,DHL,2023-10-22,292.69,170.08,1,4BS4KUT7646P,3,8
