order_id,customer_id,order_date,due_date,payment_date,status,carrier,shipping_cost,total_weight_lbs,subtotal,taxable_amount,tax_rate,sales_tax,invoice_total,state,payment_terms
ORD-000921,CUST-00034,2023-08-16,2023-09-15,,Pending,USPS,49.79,148.63,5222.04,3305.09,0.0725,239.62,5511.45,CA,Net 30
ORD-000922,CUST-00116,2023-08-16,2023-10-15,2023-09-22,Paid,UPS,50.33,106.32,5571.0,5571.0,0.065,362.12,5983.45,AR,Net 60
ORD-000923,CUST-00100,2023-08-17,2023-08-17,2023-08-18,Paid,DHL,87.8,143.1,2026.76,2026.76,0.0625,126.67,2241.23,IL,Due on Receipt
ORD-000924,CUST-00375,2023-08-17,2023-10-16,,Overdue,DHL,41.07,58.12,478.2,478.2,0.0625,29.89,549.16,IL,Net 60
ORD-000925,CUST-00332,2023-08-17,2023-09-16,2023-08-29,Paid,USPS,32.71,91.71,964.79,964.79,0.065,62.71,1060.21,AR,Net 30
ORD-000926,CUST-00202,2023-08-17,2023-10-16,2023-09-24,Paid,DHL,79.37,127.76,5426.47,5426.47,0.04,217.06,5722.9,GA,Net 60
ORD-000927,CUST-00313,2023-08-17,2023-08-17,2023-09-06,Paid,UPS,129.18,303.46,5743.96,3707.62,0.0475,176.11,6049.25,NC,Due on Receipt
ORD-000928,CUST-00244,2023-08-17,2023-08-17,2023-09-13,Paid,UPS,77.88,175.2,637.3,637.3,0.0,0.0,715.18,AK,Due on Receipt
ORD-000929,CUST-00411,2023-08-18,2023-08-18,2023-08-20,Paid,UPS,29.27,53.68,574.6,574.6,0.04,22.98,626.85,HI,Due on Receipt
ORD-000930,CUST-00362,2023-08-18,2023-08-18,2023-08-29,Paid,Amazon Logistics,66.16,246.64,4585.35,4585.35,0.06,275.12,4926.63,VT,Due on Receipt
ORD-000931,CUST-00487,2023-08-18,2023-09-17,,Pending,UPS,85.31,193.77,2703.6,2703.6,0.0625,168.97,2957.88,TX,Net 30
ORD-000932,CUST-00277,2023-08-18,2023-10-17,2023-09-11,Paid,DHL,162.1,278.19,4538.28,4538.28,0.04,181.53,4881.91,GA,Net 60
ORD-000933,CUST-00051,2023-08-18,2023-08-18,2023-09-17,Paid,USPS,39.73,115.11,1225.35,1225.35,0.055,67.39,1332.47,NE,Due on Receipt
ORD-000934,CUST-00301,2023-08-19,2023-09-18,2023-08-27,Paid,USPS,42.15,123.17,971.53,971.53,0.06,58.29,1071.97,KY,Net 30
ORD-000935,CUST-00189,2023-08-19,2023-10-18,2023-09-03,Paid,DHL,256.48,449.78,7221.21,5798.37,0.04,231.93,7709.62,GA,Net 60
ORD-000936,CUST-00418,2023-08-20,2023-08-20,2023-09-15,Paid,DHL,74.59,119.07,128.1,128.1,0.07,8.97,211.66,MS,Due on Receipt
ORD-000937,CUST-00436,2023-08-20,2023-08-20,2023-08-28,Paid,USPS,8.03,9.43,268.28,268.28,0.0,0.0,276.31,AK,Due on Receipt
ORD-000938,CUST-00061,2023-08-20,2023-08-20,,Overdue,USPS,29.78,81.92,473.15,473.15,0.0725,34.3,537.23,CA,Due on Receipt
ORD-000939,CUST-00254,2023-08-21,2023-08-21,2023-10-02,Paid,UPS,34.8,67.5,2789.44,2789.44,0.07,195.26,3019.5,RI,Due on Receipt
ORD-000940,CUST-00271,2023-08-21,2023-08-21,2023-08-31,Paid,Amazon Logistics,7.95,13.8,455.89,455.89,0.04,18.24,482.08,AL,Due on Receipt
ORD-000941,CUST-00080,2023-08-21,2023-08-21,,Overdue,DHL,49.82,74.04,877.86,877.86,0.06,52.67,980.35,MI,Due on Receipt
ORD-000942,CUST-00468,2023-08-22,2023-08-22,2023-08-30,Paid,FedEx,13.02,10.04,423.28,423.28,0.04,16.93,453.23,GA,Due on Receipt
ORD-000943,CUST-00415,2023-08-22,2023-08-22,2023-10-06,Paid,DHL,93.14,152.8,1337.4,1337.4,0.06,80.24,1510.78,PA,Due on Receipt
ORD-000944,CUST-00406,2023-08-22,2023-08-22,2023-09-25,Paid,FedEx,48.91,89.81,949.48,0.0,0.0,0.0,998.39,MT,Due on Receipt
ORD-000945,CUST-00005,2023-08-22,2023-08-22,2023-09-04,Paid,FedEx,15.02,14.48,315.28,315.28,0.0,0.0,330.3,NH,Due on Receipt
ORD-000946,CUST-00039,2023-08-22,2023-10-21,2023-09-25,Paid,FedEx,69.93,136.5,460.32,271.68,0.065,17.66,547.91,KS,Net 60
ORD-000947,CUST-00167,2023-08-23,2023-08-23,2023-10-03,Paid,DHL,197.28,342.15,3725.48,3725.48,0.05,186.27,4109.03,ND,Due on Receipt
ORD-000948,CUST-00277,2023-08-23,2023-10-22,2023-10-02,Paid,DHL,69.49,109.8,1087.92,1087.92,0.04,43.52,1200.93,GA,Net 60
ORD-000949,CUST-00427,2023-08-24,2023-08-24,2023-09-03,Paid,USPS,47.45,140.83,2802.26,2802.26,0.07,196.16,3045.87,IN,Due on Receipt
ORD-000950,CUST-00419,2023-08-24,2023-08-24,2023-10-02,Paid,DHL,96.65,159.19,4346.28,952.38,0.06,57.14,4500.07,VT,Due on Receipt
ORD-000951,CUST-00471,2023-08-25,2023-10-24,2023-10-09,Paid,UPS,53.62,114.56,661.36,661.36,0.04225,27.94,742.92,MO,Net 60
ORD-000952,CUST-00488,2023-08-25,2023-08-25,2023-09-22,Paid,UPS,22.89,37.72,1073.12,1073.12,0.0625,67.07,1163.08,TX,Due on Receipt
ORD-000953,CUST-00395,2023-08-26,2023-08-26,2023-09-26,Paid,DHL,18.53,17.15,257.0,257.0,0.0625,16.06,291.59,TX,Due on Receipt
ORD-000954,CUST-00136,2023-08-26,2023-08-26,2023-08-29,Paid,DHL,102.86,170.48,2371.44,2371.44,0.066,156.52,2630.82,NJ,Due on Receipt
ORD-000955,CUST-00351,2023-08-26,2023-08-26,2023-09-06,Paid,Amazon Logistics,46.83,169.34,1366.8,1366.8,0.06,82.01,1495.64,FL,Due on Receipt
ORD-000956,CUST-00296,2023-08-26,2023-08-26,2023-09-03,Paid,UPS,25.91,45.28,130.88,130.88,0.06,7.85,164.64,KY,Due on Receipt
ORD-000957,CUST-00074,2023-08-26,2023-08-26,2023-09-10,Paid,UPS,32.78,62.46,1997.01,1997.01,0.06,119.82,2149.61,IA,Due on Receipt
ORD-000958,CUST-00248,2023-08-26,2023-08-26,2023-09-27,Paid,Amazon Logistics,15.71,44.84,1897.5,1897.5,0.0725,137.57,2050.78,CA,Due on Receipt
ORD-000959,CUST-00033,2023-08-27,2023-08-27,,Pending,DHL,180.18,311.05,6601.23,6601.23,0.06,396.07,7177.48,PA,Due on Receipt
ORD-000960,CUST-00446,2023-08-27,2023-08-27,2023-09-06,Paid,DHL,92.12,150.94,1675.34,1675.34,0.065,108.9,1876.36,WA,Due on Receipt
ORD-000961,CUST-00221,2023-08-28,2023-08-28,,Cancelled,UPS,101.9,235.25,4937.08,1882.57,0.0725,136.49,5175.47,CA,Due on Receipt
ORD-000962,CUST-00018,2023-08-28,2023-08-28,2023-09-20,Paid,FedEx,12.62,9.15,547.38,547.38,0.04,21.9,581.9,GA,Due on Receipt
ORD-000963,CUST-00128,2023-08-28,2023-08-28,,Cancelled,Amazon Logistics,50.63,184.52,4070.74,4070.74,0.0485,197.43,4318.8,UT,Due on Receipt
ORD-000964,CUST-00050,2023-08-28,2023-08-28,2023-09-19,Paid,USPS,39.94,115.8,2815.8,2815.8,0.0625,175.99,3031.73,TX,Due on Receipt
ORD-000965,CUST-00143,2023-08-28,2023-08-28,2023-09-13,Paid,UPS,40.28,81.2,1398.25,1398.25,0.0625,87.39,1525.92,IL,Due on Receipt
ORD-000966,CUST-00227,2023-08-29,2023-10-28,,Overdue,DHL,24.14,27.34,185.26,185.26,0.06,11.12,220.52,FL,Net 60
ORD-000967,CUST-00108,2023-08-29,2023-10-28,2023-09-16,Paid,Amazon Logistics,31.82,109.28,2715.12,0.0,0.06,0.0,2746.94,WV,Net 60
ORD-000968,CUST-00463,2023-08-30,2023-08-30,2023-09-14,Paid,FedEx,57.91,109.8,1087.92,1087.92,0.04225,45.96,1191.79,MO,Due on Receipt
ORD-000969,CUST-00466,2023-08-30,2023-08-30,,Pending,Amazon Logistics,41.2,146.82,2604.96,2604.96,0.065,169.32,2815.48,KS,Due on Receipt
ORD-000970,CUST-00236,2023-08-30,2023-10-29,,Overdue,FedEx,54.49,102.2,1911.63,1911.63,0.0475,90.8,2056.92,NC,Net 60
ORD-000971,CUST-00047,2023-08-30,2023-08-30,2023-10-12,Paid,UPS,55.84,120.1,1246.85,1246.85,0.0475,59.23,1361.92,NC,Due on Receipt
ORD-000972,CUST-00342,2023-08-30,2023-08-30,2023-09-04,Paid,DHL,147.71,252.02,3790.4,3790.4,0.04,151.62,4089.73,NY,Due on Receipt
ORD-000973,CUST-00143,2023-08-30,2023-08-30,2023-09-16,Paid,USPS,78.93,245.76,3319.86,3319.86,0.0625,207.49,3606.28,IL,Due on Receipt
ORD-000974,CUST-00465,2023-08-30,2023-08-30,2023-09-23,Paid,Amazon Logistics,9.05,18.22,269.82,269.82,0.04,10.79,289.66,GA,Due on Receipt
ORD-000975,CUST-00466,2023-08-31,2023-08-31,2023-10-14,Paid,FedEx,93.81,189.58,2227.02,870.62,0.065,56.59,2377.42,KS,Due on Receipt
ORD-000976,CUST-00486,2023-08-31,2023-08-31,2023-10-13,Paid,USPS,52.93,159.1,815.7,815.7,0.0475,38.75,907.38,NC,Due on Receipt
ORD-000977,CUST-00433,2023-09-01,2023-09-01,2023-10-09,Paid,FedEx,30.46,48.8,1132.28,1132.28,0.065,73.6,1236.34,WA,Due on Receipt
ORD-000978,CUST-00094,2023-09-01,2023-09-01,2023-10-02,Paid,USPS,23.38,60.6,376.95,376.95,0.065,24.5,424.83,WA,Due on Receipt
ORD-000979,CUST-00342,2023-09-01,2023-09-01,2023-09-29,Paid,FedEx,24.16,34.8,599.25,599.25,0.04,23.97,647.38,NY,Due on Receipt
ORD-000980,CUST-00278,2023-09-01,2023-09-01,2023-09-08,Paid,UPS,15.96,20.4,3067.12,0.0,0.0625,0.0,3083.08,IL,Due on Receipt
ORD-000981,CUST-00219,2023-09-02,2023-09-02,2023-09-07,Paid,UPS,35.14,68.35,463.15,463.15,0.0725,33.58,531.87,CA,Due on Receipt
ORD-000982,CUST-00223,2023-09-02,2023-09-02,2023-10-02,Paid,UPS,157.46,374.14,3744.99,3744.99,0.0445,166.65,4069.1,LA,Due on Receipt
ORD-000983,CUST-00114,2023-09-02,2023-09-02,2023-10-06,Paid,Amazon Logistics,27.15,90.61,447.73,447.73,0.065,29.1,503.98,WA,Due on Receipt
ORD-000984,CUST-00172,2023-09-02,2023-09-02,2023-10-03,Paid,DHL,39.59,55.44,121.04,121.04,0.0445,5.39,166.02,LA,Due on Receipt
ORD-000985,CUST-00171,2023-09-02,2023-09-02,2023-10-01,Paid,UPS,42.54,86.85,1776.63,1776.63,0.0575,102.16,1921.33,OH,Due on Receipt
ORD-000986,CUST-00105,2023-09-03,2023-09-03,2023-10-18,Paid,DHL,34.51,46.2,1828.5,1828.5,0.055,100.57,1963.58,NE,Due on Receipt
ORD-000987,CUST-00283,2023-09-04,2023-09-04,,Pending,Amazon Logistics,38.75,137.01,2107.15,2107.15,0.06,126.43,2272.33,MD,Due on Receipt
ORD-000988,CUST-00376,2023-09-04,2023-09-04,2023-09-17,Paid,DHL,125.65,211.91,3342.16,2393.6,0.065,155.58,3623.39,WA,Due on Receipt
ORD-000989,CUST-00156,2023-09-04,2023-09-04,2023-09-24,Paid,FedEx,76.17,150.37,3255.27,3255.27,0.0635,206.71,3538.15,CT,Due on Receipt
ORD-000990,CUST-00371,2023-09-04,2023-09-04,2023-09-16,Paid,UPS,125.96,295.4,4346.16,4346.16,0.04225,183.63,4655.75,MO,Due on Receipt
ORD-000991,CUST-00385,2023-09-04,2023-09-04,2023-10-12,Paid,UPS,18.73,27.32,678.78,0.0,0.055,0.0,697.51,ME,Due on Receipt
ORD-000992,CUST-00104,2023-09-04,2023-09-04,2023-10-06,Paid,FedEx,45.25,81.66,188.64,0.0,0.0475,0.0,233.89,NC,Due on Receipt
ORD-000993,CUST-00343,2023-09-05,2023-09-05,2023-09-24,Paid,DHL,17.2,14.72,1897.12,0.0,0.04,0.0,1914.32,NY,Due on Receipt
ORD-000994,CUST-00014,2023-09-05,2023-09-05,2023-10-02,Paid,DHL,29.23,36.6,849.21,849.21,0.06,50.95,929.39,MD,Due on Receipt
ORD-000995,CUST-00149,2023-09-05,2023-09-05,2023-10-18,Paid,Amazon Logistics,60.62,224.46,3052.17,3052.17,0.0,0.0,3112.79,DE,Due on Receipt
ORD-000996,CUST-00325,2023-09-05,2023-09-05,2023-10-13,Paid,DHL,118.84,199.52,2713.04,2713.04,0.0625,169.56,3001.44,IL,Due on Receipt
ORD-000997,CUST-00260,2023-09-06,2023-09-06,,Pending,DHL,128.03,216.24,4979.49,4979.49,0.065,323.67,5431.19,KS,Due on Receipt
ORD-000998,CUST-00367,2023-09-06,2023-09-06,2023-09-22,Paid,USPS,50.22,150.06,3582.82,2737.54,0.04225,115.66,3748.7,MO,Due on Receipt
ORD-000999,CUST-00398,2023-09-06,2023-09-06,2023-09-09,Paid,USPS,14.44,30.8,1219.0,1219.0,0.04,48.76,1282.2,AL,Due on Receipt
ORD-001000,CUST-00306,2023-09-07,2023-09-07,2023-10-06,Paid,Amazon Logistics,84.05,318.21,8309.42,6555.12,0.0625,409.69,8803.16,TX,Due on Receipt
ORD-001001,CUST-00177,2023-09-07,2023-09-07,2023-10-14,Paid,FedEx,30.87,49.71,1198.23,1198.23,0.0475,56.92,1286.02,NC,Due on Receipt
ORD-001002,CUST-00433,2023-09-07,2023-09-07,2023-10-15,Paid,DHL,54.01,81.66,188.64,0.0,0.065,0.0,242.65,WA,Due on Receipt
ORD-001003,CUST-00289,2023-09-07,2023-09-07,2023-09-15,Paid,DHL,29.1,36.36,2400.0,2400.0,0.0625,150.0,2579.1,MA,Due on Receipt
ORD-001004,CUST-00388,2023-09-08,2023-09-08,2023-09-28,Paid,UPS,43.71,89.77,2733.89,2733.89,0.07,191.37,2968.97,RI,Due on Receipt
ORD-001005,CUST-00139,2023-09-09,2023-09-09,,Cancelled,UPS,158.28,376.2,9861.26,6410.75,0.0635,407.08,10426.62,CT,Due on Receipt
ORD-001006,CUST-00211,2023-09-09,2023-09-09,,Overdue,Amazon Logistics,88.63,336.53,6066.65,6066.65,0.06,364.0,6519.28,PA,Due on Receipt
ORD-001007,CUST-00330,2023-09-09,2023-09-09,2023-09-26,Paid,USPS,29.3,80.32,2823.13,2823.13,0.0575,162.33,3014.76,OH,Due on Receipt
ORD-001008,CUST-00145,2023-09-09,2023-09-09,2023-09-14,Paid,USPS,25.7,68.35,463.15,463.15,0.0625,28.95,517.8,TX,Due on Receipt
ORD-001009,CUST-00432,2023-09-09,2023-11-08,2023-10-17,Paid,USPS,51.04,152.8,1337.4,1337.4,0.0625,83.59,1472.03,TX,Net 60
ORD-001010,CUST-00485,2023-09-10,2023-09-10,2023-09-28,Paid,UPS,40.78,82.45,874.55,874.55,0.04,34.98,950.31,GA,Due on Receipt
ORD-001011,CUST-00229,2023-09-10,2023-09-10,2023-10-07,Paid,Amazon Logistics,32.14,110.55,293.25,293.25,0.05,14.66,340.05,WI,Due on Receipt
ORD-001012,CUST-00438,2023-09-10,2023-10-10,2023-09-25,Paid,USPS,54.6,164.67,3254.07,3254.07,0.06,195.24,3503.91,ID,Net 30
ORD-001013,CUST-00044,2023-09-10,2023-09-10,2023-10-11,Paid,FedEx,143.4,299.78,3018.45,3018.45,0.06,181.11,3342.96,ID,Due on Receipt
ORD-001014,CUST-00160,2023-09-10,2023-09-10,,Cancelled,UPS,65.33,143.82,5004.63,5004.63,0.0575,287.77,5357.73,OH,Due on Receipt
ORD-001015,CUST-00326,2023-09-11,2023-09-11,,Overdue,Amazon Logistics,25.81,85.24,1185.72,1185.72,0.0575,68.18,1279.71,OH,Due on Receipt
ORD-001016,CUST-00260,2023-09-11,2023-09-11,2023-10-10,Paid,UPS,30.12,55.8,1932.7,1932.7,0.065,125.63,2088.45,KS,Due on Receipt
ORD-001017,CUST-00209,2023-09-11,2023-09-11,2023-09-14,Paid,UPS,51.96,110.4,3647.12,3647.12,0.0725,264.42,3963.5,CA,Due on Receipt
ORD-001018,CUST-00157,2023-09-11,2023-09-11,2023-10-22,Paid,DHL,201.86,350.47,3511.7,3511.7,0.0,0.0,3713.56,NH,Due on Receipt
ORD-001019,CUST-00262,2023-09-11,2023-09-11,2023-09-20,Paid,DHL,63.63,99.15,574.33,574.33,0.0685,39.34,677.3,NV,Due on Receipt
ORD-001020,CUST-00228,2023-09-12,2023-09-12,2023-10-19,Paid,FedEx,14.24,12.75,1916.95,0.0,0.0625,0.0,1931.19,IL,Due on Receipt
ORD-001021,CUST-00308,2023-09-12,2023-09-12,,Overdue,DHL,21.86,23.2,399.5,399.5,0.04225,16.88,438.24,MO,Due on Receipt
ORD-001022,CUST-00134,2023-09-13,2023-09-13,2023-09-15,Paid,UPS,8.8,2.51,105.82,105.82,0.05125,5.42,120.04,NM,Due on Receipt
ORD-001023,CUST-00298,2023-09-13,2023-09-13,,Overdue,UPS,94.91,217.77,2518.98,2518.98,0.0,0.0,2613.89,MT,Due on Receipt
ORD-001024,CUST-00464,2023-09-13,2023-09-13,2023-10-17,Paid,DHL,58.77,90.3,2320.56,2320.56,0.065,150.84,2530.17,KS,Due on Receipt
ORD-001025,CUST-00437,2023-09-14,2023-09-14,2023-10-25,Paid,Amazon Logistics,18.16,54.66,809.46,809.46,0.04,32.38,860.0,NY,Due on Receipt
ORD-001026,CUST-00399,2023-09-14,2023-11-13,,Pending,DHL,91.15,149.18,1907.56,1907.56,0.05,95.38,2094.09,WI,Net 60
ORD-001027,CUST-00415,2023-09-14,2023-09-14,2023-09-27,Paid,Amazon Logistics,109.46,419.85,5338.22,5338.22,0.06,320.29,5767.97,PA,Due on Receipt
ORD-001028,CUST-00401,2023-09-14,2023-09-14,2023-09-20,Paid,USPS,35.08,99.6,1076.84,1076.84,0.0635,68.38,1180.3,CT,Due on Receipt
ORD-001029,CUST-00320,2023-09-14,2023-09-14,2023-09-28,Paid,FedEx,72.55,142.34,2093.86,2093.86,0.04,83.75,2250.16,GA,Due on Receipt
ORD-001030,CUST-00342,2023-09-14,2023-09-14,,Overdue,USPS,56.65,171.5,2707.81,2707.81,0.04,108.31,2872.77,NY,Due on Receipt
ORD-001031,CUST-00131,2023-09-15,2023-09-15,,Pending,UPS,65.38,143.95,1374.32,1238.68,0.0685,84.85,1524.55,NV,Due on Receipt
ORD-001032,CUST-00261,2023-09-15,2023-10-15,2023-09-29,Paid,USPS,50.45,150.85,2377.06,2377.06,0.0,0.0,2427.51,OR,Net 30
ORD-001033,CUST-00053,2023-09-15,2023-09-15,2023-10-23,Paid,FedEx,35.46,59.92,1797.28,1797.28,0.029,52.12,1884.86,CO,Due on Receipt
ORD-001034,CUST-00243,2023-09-16,2023-11-15,2023-09-18,Paid,DHL,154.46,264.29,2984.07,2984.07,0.06,179.04,3317.57,FL,Net 60
ORD-001035,CUST-00288,2023-09-16,2023-11-15,2023-10-11,Paid,FedEx,70.12,136.94,3549.45,3549.45,0.04,141.98,3761.55,GA,Net 60
ORD-001036,CUST-00286,2023-09-16,2023-09-16,,Pending,Amazon Logistics,12.08,30.32,373.36,373.36,0.0575,21.47,406.91,OH,Due on Receipt
ORD-001037,CUST-00064,2023-09-16,2023-09-16,2023-10-03,Paid,DHL,62.78,97.6,2264.56,2264.56,0.04,90.58,2417.92,HI,Due on Receipt
ORD-001038,CUST-00208,2023-09-16,2023-09-16,,Cancelled,UPS,23.4,39.0,2684.28,2684.28,0.0485,130.19,2837.87,UT,Due on Receipt
ORD-001039,CUST-00226,2023-09-16,2023-09-16,2023-09-27,Paid,FedEx,71.78,140.63,2006.06,2006.06,0.065,130.39,2208.23,WA,Due on Receipt
ORD-001040,CUST-00298,2023-09-16,2023-09-16,2023-10-12,Paid,UPS,61.54,134.36,2696.86,2696.86,0.0,0.0,2758.4,MT,Due on Receipt
ORD-001041,CUST-00199,2023-09-17,2023-11-16,2023-09-26,Paid,USPS,59.1,179.67,2206.42,2206.42,0.0625,137.9,2403.42,IL,Net 60
ORD-001042,CUST-00270,2023-09-17,2023-09-17,,Cancelled,Amazon Logistics,8.19,14.75,1113.23,729.84,0.04,29.19,1150.61,GA,Due on Receipt
ORD-001043,CUST-00371,2023-09-17,2023-09-17,2023-09-24,Paid,UPS,80.92,182.8,905.6,905.6,0.04225,38.26,1024.78,MO,Due on Receipt
ORD-001044,CUST-00296,2023-09-18,2023-09-18,2023-10-03,Paid,UPS,10.46,6.66,485.42,485.42,0.06,29.13,525.01,KY,Due on Receipt
ORD-001045,CUST-00458,2023-09-18,2023-10-18,2023-10-31,Paid,UPS,19.16,28.4,1504.26,1504.26,0.065,97.78,1621.2,WA,Net 30
ORD-001046,CUST-00337,2023-09-19,2023-10-19,2023-10-18,Paid,DHL,18.53,17.15,257.0,257.0,0.06,15.42,290.95,IA,Net 30
ORD-001047,CUST-00131,2023-09-19,2023-09-19,2023-10-10,Paid,DHL,161.35,276.82,4772.76,1378.86,0.0685,94.45,5028.56,NV,Due on Receipt
ORD-001048,CUST-00242,2023-09-19,2023-10-19,,Overdue,UPS,37.0,73.0,1365.45,1365.45,0.0625,85.34,1487.79,IL,Net 30
ORD-001049,CUST-00009,2023-09-20,2023-09-20,2023-10-05,Paid,USPS,16.71,38.37,408.45,408.45,0.0625,25.53,450.69,IL,Due on Receipt
ORD-001050,CUST-00020,2023-09-20,2023-09-20,2023-10-01,Paid,Amazon Logistics,53.86,197.44,2340.96,2340.96,0.0575,134.61,2529.43,OH,Due on Receipt
ORD-001051,CUST-00374,2023-09-21,2023-09-21,2023-09-24,Paid,UPS,9.46,4.14,429.09,429.09,0.07,30.04,468.59,MS,Due on Receipt
ORD-001052,CUST-00002,2023-09-21,2023-09-21,2023-09-27,Paid,UPS,82.52,186.8,837.05,837.05,0.04,33.48,953.05,NY,Due on Receipt
ORD-001053,CUST-00315,2023-09-21,2023-09-21,2023-10-20,Paid,DHL,119.58,200.88,3791.94,3791.94,0.04,151.68,4063.2,NY,Due on Receipt
ORD-001054,CUST-00183,2023-09-21,2023-10-21,,Overdue,DHL,77.41,124.2,4103.01,4103.01,0.05,205.15,4385.57,WI,Net 30
ORD-001055,CUST-00296,2023-09-22,2023-09-22,2023-09-29,Paid,DHL,195.89,339.61,6345.3,6345.3,0.06,380.72,6921.91,KY,Due on Receipt
ORD-001056,CUST-00432,2023-09-22,2023-11-21,2023-09-26,Paid,Amazon Logistics,43.69,156.75,1970.87,1970.87,0.0625,123.18,2137.74,TX,Net 60
ORD-001057,CUST-00230,2023-09-22,2023-09-22,2023-10-02,Paid,DHL,166.64,286.43,5215.76,5215.76,0.065,339.02,5721.42,WA,Due on Receipt
ORD-001058,CUST-00091,2023-09-22,2023-09-22,2023-10-04,Paid,DHL,22.52,24.4,566.14,566.14,0.04,22.65,611.31,GA,Due on Receipt
ORD-001059,CUST-00385,2023-09-22,2023-09-22,2023-11-06,Paid,UPS,54.12,115.8,2815.8,2815.8,0.055,154.87,3024.79,ME,Due on Receipt
ORD-001060,CUST-00494,2023-09-22,2023-10-22,2023-10-02,Paid,USPS,95.06,299.52,5616.43,5616.43,0.0575,322.94,6034.43,OH,Net 30
ORD-001061,CUST-00232,2023-09-22,2023-09-22,2023-09-27,Paid,UPS,109.4,254.0,4564.2,4564.2,0.04,182.57,4856.17,NY,Due on Receipt
ORD-001062,CUST-00373,2023-09-22,2023-09-22,2023-09-30,Paid,UPS,10.58,6.94,221.89,221.89,0.0475,10.54,243.01,NC,Due on Receipt
ORD-001063,CUST-00020,2023-09-22,2023-09-22,2023-11-06,Paid,Amazon Logistics,46.78,169.14,2684.56,2684.56,0.0575,154.36,2885.7,OH,Due on Receipt
ORD-001064,CUST-00360,2023-09-22,2023-09-22,2023-09-26,Paid,Amazon Logistics,64.62,240.49,6586.74,6586.74,0.0,0.0,6651.36,NH,Due on Receipt
ORD-001065,CUST-00317,2023-09-22,2023-09-22,2023-10-31,Paid,DHL,46.52,68.04,73.2,73.2,0.0475,3.48,123.2,NC,Due on Receipt
ORD-001066,CUST-00173,2023-09-23,2023-09-23,2023-10-10,Paid,UPS,113.08,263.2,1664.0,1664.0,0.0575,95.68,1872.76,OH,Due on Receipt
ORD-001067,CUST-00288,2023-09-23,2023-11-22,2023-10-25,Paid,USPS,11.54,21.14,191.16,191.16,0.04,7.65,210.35,GA,Net 60
ORD-001068,CUST-00493,2023-09-23,2023-09-23,2023-10-18,Paid,FedEx,92.31,186.24,2036.96,2036.96,0.0,0.0,2129.27,OR,Due on Receipt
ORD-001069,CUST-00379,2023-09-24,2023-09-24,2023-09-26,Paid,USPS,41.55,121.17,447.63,447.63,0.04,17.91,507.09,HI,Due on Receipt
ORD-001070,CUST-00470,2023-09-24,2023-10-24,,Overdue,USPS,16.17,36.56,181.12,181.12,0.04,7.24,204.53,AL,Net 30
ORD-001071,CUST-00445,2023-09-24,2023-09-24,2023-11-05,Paid,DHL,136.81,232.2,4088.9,4088.9,0.045,184.0,4409.71,OK,Due on Receipt
ORD-001072,CUST-00335,2023-09-25,2023-09-25,,Overdue,DHL,22.43,24.24,1600.0,1600.0,0.065,104.0,1726.43,WA,Due on Receipt
ORD-001073,CUST-00192,2023-09-25,2023-11-24,2023-10-15,Paid,FedEx,84.58,169.07,2791.68,2791.68,0.0575,160.52,3036.78,OH,Net 60
ORD-001074,CUST-00252,2023-09-26,2023-09-26,,Overdue,DHL,120.86,203.2,4614.08,4614.08,0.065,299.92,5034.86,WA,Due on Receipt
ORD-001075,CUST-00149,2023-09-27,2023-09-27,2023-10-15,Paid,DHL,96.63,159.14,2198.8,2198.8,0.0,0.0,2295.43,DE,Due on Receipt
ORD-001076,CUST-00123,2023-09-27,2023-09-27,2023-11-06,Paid,DHL,69.49,109.8,1087.92,1087.92,0.065,70.71,1228.12,WA,Due on Receipt
ORD-001077,CUST-00108,2023-09-27,2023-11-26,2023-10-18,Paid,DHL,100.9,166.9,1525.12,168.72,0.06,10.12,1636.14,WV,Net 60
ORD-001078,CUST-00166,2023-09-27,2023-09-27,2023-11-11,Paid,UPS,67.48,149.2,2471.9,2471.9,0.0625,154.49,2693.87,IL,Due on Receipt
ORD-001079,CUST-00279,2023-09-28,2023-09-28,2023-11-06,Paid,UPS,48.31,101.27,2249.29,2249.29,0.04,89.97,2387.57,GA,Due on Receipt
ORD-001080,CUST-00157,2023-09-28,2023-09-28,2023-10-30,Paid,USPS,44.78,131.92,1399.28,1399.28,0.0,0.0,1444.06,NH,Due on Receipt
ORD-001081,CUST-00138,2023-09-28,2023-09-28,2023-11-04,Paid,DHL,51.31,76.74,816.9,816.9,0.0635,51.87,920.08,CT,Due on Receipt
ORD-001082,CUST-00141,2023-09-29,2023-09-29,2023-10-22,Paid,UPS,20.76,32.41,184.52,184.52,0.06,11.07,216.35,PA,Due on Receipt
ORD-001083,CUST-00297,2023-09-29,2023-09-29,2023-11-05,Paid,Amazon Logistics,54.18,198.71,2994.46,2994.46,0.04,119.78,3168.42,WY,Due on Receipt
ORD-001084,CUST-00395,2023-09-29,2023-09-29,2023-10-20,Paid,UPS,26.42,46.56,509.24,509.24,0.0625,31.83,567.49,TX,Due on Receipt
ORD-001085,CUST-00483,2023-09-29,2023-09-29,2023-10-20,Paid,DHL,88.37,144.12,1496.22,1496.22,0.0575,86.03,1670.62,OH,Due on Receipt
ORD-001086,CUST-00004,2023-10-01,2023-10-01,2023-11-12,Paid,Amazon Logistics,42.23,150.92,974.71,974.71,0.06,58.48,1075.42,MI,Due on Receipt
