item_id,order_id,product_id,quantity,unit_price,unit_cost,line_total,is_taxable
ITEM-001333,ORD-000650,PRD-0060,9,63.73,29.25,573.57,1
ITEM-001334,ORD-000650,PRD-0074,2,281.58,183.0,563.16,1
ITEM-001335,ORD-000650,PRD-0029,4,304.75,164.23,1219.0,1
ITEM-001336,ORD-000650,PRD-0001,6,16.36,9.88,98.16,1
ITEM-001337,ORD-000651,PRD-0015,10,82.67,30.8,826.7,1
ITEM-001338,ORD-000651,PRD-0035,8,170.14,70.36,1361.12,1
ITEM-001339,ORD-000652,PRD-0068,1,66.43,33.98,66.43,1
ITEM-001340,ORD-000652,PRD-0031,9,135.64,66.17,1220.76,0
ITEM-001341,ORD-000653,PRD-0009,9,300.4,108.18,2703.6,1
ITEM-001342,ORD-000653,PRD-0011,1,257.74,110.18,257.74,1
ITEM-001343,ORD-000653,PRD-0055,2,143.03,90.89,286.06,1
ITEM-001344,ORD-000653,PRD-0070,9,443.08,174.59,3987.72,1
ITEM-001345,ORD-000654,PRD-0051,3,274.88,145.41,824.64,1
ITEM-001346,ORD-000655,PRD-0037,6,369.76,191.8,2218.56,1
ITEM-001347,ORD-000655,PRD-0047,9,386.76,155.63,3480.84,1
ITEM-001348,ORD-000656,PRD-0074,9,281.58,183.0,2534.22,1
ITEM-001349,ORD-000656,PRD-0075,6,251.02,119.58,1506.12,1
ITEM-001350,ORD-000657,PRD-0034,1,250.82,118.1,250.82,1
ITEM-001351,ORD-000658,PRD-0067,8,287.56,173.49,2300.48,1
ITEM-001352,ORD-000658,PRD-0017,2,339.58,185.04,679.16,1
ITEM-001353,ORD-000659,PRD-0049,10,181.32,99.28,1813.2,1
ITEM-001354,ORD-000660,PRD-0041,3,10.66,6.15,31.98,1
ITEM-001355,ORD-000660,PRD-0055,9,143.03,90.89,1287.27,1
ITEM-001356,ORD-000661,PRD-0029,7,304.75,164.23,2133.25,1
ITEM-001357,ORD-000662,PRD-0054,7,15.13,7.76,105.91,1
ITEM-001358,ORD-000662,PRD-0062,10,81.57,40.39,815.7,1
ITEM-001359,ORD-000662,PRD-0080,8,386.83,172.73,3094.64,1
ITEM-001360,ORD-000663,PRD-0080,4,386.83,172.73,1547.32,1
ITEM-001361,ORD-000663,PRD-0066,2,227.48,102.18,454.96,1
ITEM-001362,ORD-000664,PRD-0022,6,269.21,94.37,1615.26,1
ITEM-001363,ORD-000664,PRD-0051,7,274.88,145.41,1924.16,1
ITEM-001364,ORD-000665,PRD-0032,3,237.14,135.77,711.42,0
ITEM-001365,ORD-000665,PRD-0080,8,386.83,172.73,3094.64,1
ITEM-001366,ORD-000666,PRD-0006,9,257.0,129.8,2313.0,1
ITEM-001367,ORD-000666,PRD-0058,9,188.66,92.85,1697.94,1
ITEM-001368,ORD-000666,PRD-0067,4,287.56,173.49,1150.24,1
ITEM-001369,ORD-000667,PRD-0024,8,186.68,112.88,1493.44,1
ITEM-001370,ORD-000667,PRD-0080,10,386.83,172.73,3868.3,1
ITEM-001371,ORD-000667,PRD-0049,7,181.32,99.28,1269.24,1
ITEM-001372,ORD-000668,PRD-0060,7,63.73,29.25,446.11,1
ITEM-001373,ORD-000668,PRD-0059,5,339.39,187.07,1696.95,0
ITEM-001374,ORD-000668,PRD-0041,10,10.66,6.15,106.6,1
ITEM-001375,ORD-000668,PRD-0005,7,133.48,76.14,934.36,1
ITEM-001376,ORD-000669,PRD-0061,10,472.66,192.57,4726.6,1
ITEM-001377,ORD-000670,PRD-0030,3,232.59,82.94,697.77,1
ITEM-001378,ORD-000670,PRD-0071,2,296.43,140.08,592.86,1
ITEM-001379,ORD-000671,PRD-0060,7,63.73,29.25,446.11,1
ITEM-001380,ORD-000672,PRD-0017,4,339.58,185.04,1358.32,1
ITEM-001381,ORD-000673,PRD-0012,1,283.07,189.66,283.07,1
ITEM-001382,ORD-000673,PRD-0019,9,224.66,145.09,2021.94,1
ITEM-001383,ORD-000674,PRD-0071,9,296.43,140.08,2667.87,1
ITEM-001384,ORD-000674,PRD-0070,4,443.08,174.59,1772.32,1
ITEM-001385,ORD-000675,PRD-0058,5,188.66,92.85,943.3,1
ITEM-001386,ORD-000676,PRD-0034,9,250.82,118.1,2257.38,1
ITEM-001387,ORD-000676,PRD-0075,8,251.02,119.58,2008.16,1
ITEM-001388,ORD-000676,PRD-0012,10,283.07,189.66,2830.7,1
ITEM-001389,ORD-000676,PRD-0016,10,383.39,136.31,3833.9,0
ITEM-001390,ORD-000676,PRD-0028,2,254.62,148.63,509.24,1
ITEM-001391,ORD-000677,PRD-0075,5,251.02,119.58,1255.1,1
ITEM-001392,ORD-000678,PRD-0076,4,174.91,62.57,699.64,1
ITEM-001393,ORD-000679,PRD-0035,3,170.14,70.36,510.42,1
ITEM-001394,ORD-000679,PRD-0036,4,202.23,127.8,808.92,1
ITEM-001395,ORD-000679,PRD-0050,7,26.36,10.6,184.52,1
ITEM-001396,ORD-000679,PRD-0073,2,268.28,160.25,536.56,1
ITEM-001397,ORD-000679,PRD-0069,4,30.75,13.51,123.0,1
ITEM-001398,ORD-000680,PRD-0018,6,83.41,46.68,500.46,1
ITEM-001399,ORD-000680,PRD-0019,3,224.66,145.09,673.98,1
ITEM-001400,ORD-000680,PRD-0046,4,291.65,193.12,1166.6,1
ITEM-001401,ORD-000680,PRD-0001,1,16.36,9.88,16.36,1
ITEM-001402,ORD-000681,PRD-0040,6,31.44,17.52,188.64,0
ITEM-001403,ORD-000682,PRD-0052,5,189.21,97.29,946.05,1
ITEM-001404,ORD-000683,PRD-0018,10,83.41,46.68,834.1,1
ITEM-001405,ORD-000684,PRD-0021,4,229.81,118.82,919.24,1
ITEM-001406,ORD-000685,PRD-0022,7,269.21,94.37,1884.47,1
ITEM-001407,ORD-000685,PRD-0001,7,16.36,9.88,114.52,1
ITEM-001408,ORD-000685,PRD-0053,2,241.86,153.63,483.72,1
ITEM-001409,ORD-000686,PRD-0049,2,181.32,99.28,362.64,1
ITEM-001410,ORD-000686,PRD-0045,9,52.93,34.71,476.37,1
ITEM-001411,ORD-000686,PRD-0010,3,485.42,190.99,1456.26,1
ITEM-001412,ORD-000686,PRD-0004,5,315.28,125.61,1576.4,1
ITEM-001413,ORD-000687,PRD-0018,1,83.41,46.68,83.41,1
ITEM-001414,ORD-000687,PRD-0025,9,84.36,58.95,759.24,1
ITEM-001415,ORD-000687,PRD-0051,9,274.88,145.41,2473.92,1
ITEM-001416,ORD-000688,PRD-0037,2,369.76,191.8,739.52,1
ITEM-001417,ORD-000688,PRD-0022,5,269.21,94.37,1346.05,1
ITEM-001418,ORD-000689,PRD-0016,2,383.39,136.31,766.78,0
ITEM-001419,ORD-000689,PRD-0038,4,277.68,124.47,1110.72,1
ITEM-001420,ORD-000690,PRD-0054,7,15.13,7.76,105.91,1
ITEM-001421,ORD-000691,PRD-0022,10,269.21,94.37,2692.1,1
ITEM-001422,ORD-000691,PRD-0065,4,400.0,194.76,1600.0,1
ITEM-001423,ORD-000692,PRD-0073,8,268.28,160.25,2146.24,1
ITEM-001424,ORD-000692,PRD-0042,5,18.3,10.66,91.5,1
ITEM-001425,ORD-000693,PRD-0053,2,241.86,153.63,483.72,1
ITEM-001426,ORD-000693,PRD-0079,6,447.38,183.13,2684.28,1
ITEM-001427,ORD-000694,PRD-0017,1,339.58,185.04,339.58,1
ITEM-001428,ORD-000695,PRD-0037,3,369.76,191.8,1109.28,1
ITEM-001429,ORD-000695,PRD-0006,1,257.0,129.8,257.0,1
ITEM-001430,ORD-000695,PRD-0013,8,90.56,46.3,724.48,1
ITEM-001431,ORD-000696,PRD-0069,1,30.75,13.51,30.75,1
ITEM-001432,ORD-000697,PRD-0022,1,269.21,94.37,269.21,1
ITEM-001433,ORD-000698,PRD-0034,7,250.82,118.1,1755.74,1
ITEM-001434,ORD-000698,PRD-0011,4,257.74,110.18,1030.96,1
ITEM-001435,ORD-000698,PRD-0064,7,134.91,85.58,944.37,1
ITEM-001436,ORD-000699,PRD-0013,3,90.56,46.3,271.68,1
ITEM-001437,ORD-000699,PRD-0017,2,339.58,185.04,679.16,1
ITEM-001438,ORD-000699,PRD-0029,9,304.75,164.23,2742.75,1
ITEM-001439,ORD-000700,PRD-0065,7,400.0,194.76,2800.0,1
ITEM-001440,ORD-000700,PRD-0051,8,274.88,145.41,2199.04,1
ITEM-001441,ORD-000701,PRD-0061,10,472.66,192.57,4726.6,1
ITEM-001442,ORD-000701,PRD-0048,5,249.37,165.35,1246.85,1
ITEM-001443,ORD-000702,PRD-0068,3,66.43,33.98,199.29,1
ITEM-001444,ORD-000702,PRD-0012,1,283.07,189.66,283.07,1
ITEM-001445,ORD-000703,PRD-0071,5,296.43,140.08,1482.15,1
ITEM-001446,ORD-000703,PRD-0037,9,369.76,191.8,3327.84,1
ITEM-001447,ORD-000704,PRD-0033,1,95.58,62.65,95.58,1
ITEM-001448,ORD-000704,PRD-0043,6,199.75,130.34,1198.5,1
ITEM-001449,ORD-000705,PRD-0064,5,134.91,85.58,674.55,1
ITEM-001450,ORD-000705,PRD-0062,6,81.57,40.39,489.42,1
ITEM-001451,ORD-000705,PRD-0057,7,133.74,64.55,936.18,1
ITEM-001452,ORD-000706,PRD-0054,1,15.13,7.76,15.13,1
ITEM-001453,ORD-000707,PRD-0058,6,188.66,92.85,1131.96,1
ITEM-001454,ORD-000708,PRD-0021,1,229.81,118.82,229.81,1
ITEM-001455,ORD-000708,PRD-0018,7,83.41,46.68,583.87,1
ITEM-001456,ORD-000708,PRD-0010,3,485.42,190.99,1456.26,1
ITEM-001457,ORD-000709,PRD-0078,7,119.55,65.24,836.85,1
ITEM-001458,ORD-000709,PRD-0069,3,30.75,13.51,92.25,1
ITEM-001459,ORD-000710,PRD-0075,5,251.02,119.58,1255.1,1
ITEM-001460,ORD-000711,PRD-0041,10,10.66,6.15,106.6,1
ITEM-001461,ORD-000712,PRD-0001,7,16.36,9.88,114.52,1
ITEM-001462,ORD-000713,PRD-0039,3,221.89,106.65,665.67,1
ITEM-001463,ORD-000714,PRD-0006,8,257.0,129.8,2056.0,1
ITEM-001464,ORD-000714,PRD-0063,7,455.89,189.31,3191.23,1
ITEM-001465,ORD-000714,PRD-0013,8,90.56,46.3,724.48,1
ITEM-001466,ORD-000715,PRD-0047,6,386.76,155.63,2320.56,1
ITEM-001467,ORD-000716,PRD-0043,3,199.75,130.34,599.25,1
ITEM-001468,ORD-000717,PRD-0035,9,170.14,70.36,1531.26,1
ITEM-001469,ORD-000717,PRD-0032,5,237.14,135.77,1185.7,0
ITEM-001470,ORD-000717,PRD-0009,9,300.4,108.18,2703.6,1
ITEM-001471,ORD-000717,PRD-0016,9,383.39,136.31,3450.51,0
ITEM-001472,ORD-000718,PRD-0027,9,58.65,25.04,527.85,1
ITEM-001473,ORD-000719,PRD-0052,7,189.21,97.29,1324.47,1
ITEM-001474,ORD-000719,PRD-0058,8,188.66,92.85,1509.28,1
ITEM-001475,ORD-000720,PRD-0065,3,400.0,194.76,1200.0,1
ITEM-001476,ORD-000720,PRD-0028,10,254.62,148.63,2546.2,1
ITEM-001477,ORD-000720,PRD-0056,10,182.46,64.25,1824.6,1
ITEM-001478,ORD-000720,PRD-0043,6,199.75,130.34,1198.5,1
ITEM-001479,ORD-000721,PRD-0048,3,249.37,165.35,748.11,1
ITEM-001480,ORD-000722,PRD-0017,7,339.58,185.04,2377.06,1
ITEM-001481,ORD-000722,PRD-0077,2,329.79,160.78,659.58,1
ITEM-001482,ORD-000722,PRD-0051,3,274.88,145.41,824.64,1
ITEM-001483,ORD-000722,PRD-0076,2,174.91,62.57,349.82,1
ITEM-001484,ORD-000723,PRD-0009,8,300.4,108.18,2403.2,1
ITEM-001485,ORD-000724,PRD-0052,7,189.21,97.29,1324.47,1
ITEM-001486,ORD-000724,PRD-0056,9,182.46,64.25,1642.14,1
ITEM-001487,ORD-000725,PRD-0073,3,268.28,160.25,804.84,1
ITEM-001488,ORD-000725,PRD-0059,6,339.39,187.07,2036.34,0
ITEM-001489,ORD-000725,PRD-0066,5,227.48,102.18,1137.4,1
ITEM-001490,ORD-000725,PRD-0015,9,82.67,30.8,744.03,1
ITEM-001491,ORD-000725,PRD-0030,3,232.59,82.94,697.77,1
ITEM-001492,ORD-000726,PRD-0077,4,329.79,160.78,1319.16,1
ITEM-001493,ORD-000726,PRD-0013,9,90.56,46.3,815.04,1
ITEM-001494,ORD-000727,PRD-0011,5,257.74,110.18,1288.7,1
ITEM-001495,ORD-000727,PRD-0067,1,287.56,173.49,287.56,1
ITEM-001496,ORD-000727,PRD-0080,1,386.83,172.73,386.83,1
ITEM-001497,ORD-000728,PRD-0028,5,254.62,148.63,1273.1,1
ITEM-001498,ORD-000728,PRD-0065,8,400.0,194.76,3200.0,1
ITEM-001499,ORD-000729,PRD-0054,2,15.13,7.76,30.26,1
ITEM-001500,ORD-000729,PRD-0075,2,251.02,119.58,502.04,1
ITEM-001501,ORD-000729,PRD-0018,3,83.41,46.68,250.23,1
ITEM-001502,ORD-000730,PRD-0072,8,339.13,128.08,2713.04,1
ITEM-001503,ORD-000730,PRD-0030,5,232.59,82.94,1162.95,1
ITEM-001504,ORD-000730,PRD-0037,9,369.76,191.8,3327.84,1
ITEM-001505,ORD-000731,PRD-0066,2,227.48,102.18,454.96,1
ITEM-001506,ORD-000731,PRD-0004,8,315.28,125.61,2522.24,1
ITEM-001507,ORD-000732,PRD-0008,5,136.15,47.77,680.75,1
ITEM-001508,ORD-000733,PRD-0034,9,250.82,118.1,2257.38,1
ITEM-001509,ORD-000734,PRD-0043,8,199.75,130.34,1598.0,1
ITEM-001510,ORD-000734,PRD-0007,6,141.01,66.36,846.06,1
ITEM-001511,ORD-000734,PRD-0016,1,383.39,136.31,383.39,0
ITEM-001512,ORD-000735,PRD-0015,10,82.67,30.8,826.7,1
ITEM-001513,ORD-000735,PRD-0022,7,269.21,94.37,1884.47,1
ITEM-001514,ORD-000735,PRD-0013,4,90.56,46.3,362.24,1
ITEM-001515,ORD-000736,PRD-0057,1,133.74,64.55,133.74,1
ITEM-001516,ORD-000736,PRD-0054,7,15.13,7.76,105.91,1
ITEM-001517,ORD-000737,PRD-0056,3,182.46,64.25,547.38,1
ITEM-001518,ORD-000737,PRD-0058,5,188.66,92.85,943.3,1
ITEM-001519,ORD-000738,PRD-0002,5,92.63,43.77,463.15,1
ITEM-001520,ORD-000739,PRD-0012,2,283.07,189.66,566.14,1
ITEM-001521,ORD-000739,PRD-0068,9,66.43,33.98,597.87,1
ITEM-001522,ORD-000739,PRD-0003,2,105.82,70.64,211.64,1
ITEM-001523,ORD-000739,PRD-0055,7,143.03,90.89,1001.21,1
ITEM-001524,ORD-000740,PRD-0013,2,90.56,46.3,181.12,1
ITEM-001525,ORD-000741,PRD-0016,5,383.39,136.31,1916.95,0
ITEM-001526,ORD-000742,PRD-0043,9,199.75,130.34,1797.75,1
ITEM-001527,ORD-000742,PRD-0061,4,472.66,192.57,1890.64,1
ITEM-001528,ORD-000743,PRD-0031,10,135.64,66.17,1356.4,0
ITEM-001529,ORD-000743,PRD-0044,4,30.25,20.97,121.0,1
ITEM-001530,ORD-000744,PRD-0054,6,15.13,7.76,90.78,1
ITEM-001531,ORD-000744,PRD-0017,4,339.58,185.04,1358.32,1
ITEM-001532,ORD-000745,PRD-0049,9,181.32,99.28,1631.88,1
ITEM-001533,ORD-000745,PRD-0038,9,277.68,124.47,2499.12,1
ITEM-001534,ORD-000746,PRD-0044,10,30.25,20.97,302.5,1
ITEM-001535,ORD-000746,PRD-0042,10,18.3,10.66,183.0,1
ITEM-001536,ORD-000746,PRD-0018,10,83.41,46.68,834.1,1
ITEM-001537,ORD-000747,PRD-0064,3,134.91,85.58,404.73,1
ITEM-001538,ORD-000747,PRD-0047,10,386.76,155.63,3867.6,1
ITEM-001539,ORD-000748,PRD-0056,8,182.46,64.25,1459.68,1
ITEM-001540,ORD-000748,PRD-0043,10,199.75,130.34,1997.5,1
ITEM-001541,ORD-000748,PRD-0007,3,141.01,66.36,423.03,1
ITEM-001542,ORD-000748,PRD-0029,8,304.75,164.23,2438.0,1
ITEM-001543,ORD-000748,PRD-0003,2,105.82,70.64,211.64,1
ITEM-001544,ORD-000749,PRD-0022,4,269.21,94.37,1076.84,1
ITEM-001545,ORD-000750,PRD-0072,9,339.13,128.08,3052.17,1
ITEM-001546,ORD-000750,PRD-0042,7,18.3,10.66,128.1,1
ITEM-001547,ORD-000750,PRD-0021,5,229.81,118.82,1149.05,1
ITEM-001548,ORD-000750,PRD-0024,3,186.68,112.88,560.04,1
ITEM-001549,ORD-000750,PRD-0017,5,339.58,185.04,1697.9,1
ITEM-001550,ORD-000751,PRD-0018,4,83.41,46.68,333.64,1
ITEM-001551,ORD-000751,PRD-0079,10,447.38,183.13,4473.8,1
ITEM-001552,ORD-000751,PRD-0071,8,296.43,140.08,2371.44,1
ITEM-001553,ORD-000752,PRD-0021,2,229.81,118.82,459.62,1
ITEM-001554,ORD-000753,PRD-0053,8,241.86,153.63,1934.88,1
ITEM-001555,ORD-000753,PRD-0030,1,232.59,82.94,232.59,1
ITEM-001556,ORD-000754,PRD-0006,10,257.0,129.8,2570.0,1
ITEM-001557,ORD-000755,PRD-0005,9,133.48,76.14,1201.32,1
ITEM-001558,ORD-000755,PRD-0008,1,136.15,47.77,136.15,1
ITEM-001559,ORD-000756,PRD-0014,3,193.27,119.72,579.81,1
ITEM-001560,ORD-000757,PRD-0001,4,16.36,9.88,65.44,1
ITEM-001561,ORD-000758,PRD-0046,7,291.65,193.12,2041.55,1
ITEM-001562,ORD-000758,PRD-0050,8,26.36,10.6,210.88,1
ITEM-001563,ORD-000759,PRD-0072,9,339.13,128.08,3052.17,1
ITEM-001564,ORD-000759,PRD-0028,10,254.62,148.63,2546.2,1
ITEM-001565,ORD-000759,PRD-0013,9,90.56,46.3,815.04,1
ITEM-001566,ORD-000759,PRD-0015,8,82.67,30.8,661.36,1
ITEM-001567,ORD-000760,PRD-0029,5,304.75,164.23,1523.75,1
ITEM-001568,ORD-000761,PRD-0035,1,170.14,70.36,170.14,1
ITEM-001569,ORD-000762,PRD-0046,4,291.65,193.12,1166.6,1
ITEM-001570,ORD-000763,PRD-0042,8,18.3,10.66,146.4,1
ITEM-001571,ORD-000763,PRD-0036,5,202.23,127.8,1011.15,1
ITEM-001572,ORD-000763,PRD-0014,7,193.27,119.72,1352.89,1
ITEM-001573,ORD-000764,PRD-0034,10,250.82,118.1,2508.2,1
ITEM-001574,ORD-000765,PRD-0022,1,269.21,94.37,269.21,1
ITEM-001575,ORD-000766,PRD-0055,5,143.03,90.89,715.15,1
ITEM-001576,ORD-000767,PRD-0030,8,232.59,82.94,1860.72,1
ITEM-001577,ORD-000767,PRD-0076,2,174.91,62.57,349.82,1
ITEM-001578,ORD-000768,PRD-0071,7,296.43,140.08,2075.01,1
ITEM-001579,ORD-000768,PRD-0019,7,224.66,145.09,1572.62,1
ITEM-001580,ORD-000769,PRD-0050,1,26.36,10.6,26.36,1
ITEM-001581,ORD-000770,PRD-0053,2,241.86,153.63,483.72,1
ITEM-001582,ORD-000771,PRD-0010,4,485.42,190.99,1941.68,1
ITEM-001583,ORD-000771,PRD-0068,5,66.43,33.98,332.15,1
ITEM-001584,ORD-000771,PRD-0041,1,10.66,6.15,10.66,1
ITEM-001585,ORD-000771,PRD-0044,8,30.25,20.97,242.0,1
ITEM-001586,ORD-000772,PRD-0034,10,250.82,118.1,2508.2,1
ITEM-001587,ORD-000772,PRD-0077,5,329.79,160.78,1648.95,1
ITEM-001588,ORD-000773,PRD-0034,6,250.82,118.1,1504.92,1
ITEM-001589,ORD-000773,PRD-0068,9,66.43,33.98,597.87,1
ITEM-001590,ORD-000774,PRD-0065,9,400.0,194.76,3600.0,1
ITEM-001591,ORD-000775,PRD-0004,10,315.28,125.61,3152.8,1
ITEM-001592,ORD-000775,PRD-0028,7,254.62,148.63,1782.34,1
ITEM-001593,ORD-000776,PRD-0036,9,202.23,127.8,1820.07,1
ITEM-001594,ORD-000776,PRD-0045,4,52.93,34.71,211.72,1
ITEM-001595,ORD-000776,PRD-0015,9,82.67,30.8,744.03,1
ITEM-001596,ORD-000777,PRD-0002,10,92.63,43.77,926.3,1
ITEM-001597,ORD-000777,PRD-0010,2,485.42,190.99,970.84,1
ITEM-001598,ORD-000777,PRD-0011,8,257.74,110.18,2061.92,1
ITEM-001599,ORD-000777,PRD-0057,9,133.74,64.55,1203.66,1
ITEM-001600,ORD-000778,PRD-0078,1,119.55,65.24,119.55,1
ITEM-001601,ORD-000779,PRD-0009,2,300.4,108.18,600.8,1
ITEM-001602,ORD-000780,PRD-0058,10,188.66,92.85,1886.6,1
ITEM-001603,ORD-000781,PRD-0001,3,16.36,9.88,49.08,1
ITEM-001604,ORD-000781,PRD-0069,7,30.75,13.51,215.25,1
ITEM-001605,ORD-000781,PRD-0041,6,10.66,6.15,63.96,1
ITEM-001606,ORD-000781,PRD-0035,8,170.14,70.36,1361.12,1
ITEM-001607,ORD-000782,PRD-0073,3,268.28,160.25,804.84,1
ITEM-001608,ORD-000782,PRD-0016,7,383.39,136.31,2683.73,0
ITEM-001609,ORD-000782,PRD-0057,1,133.74,64.55,133.74,1
ITEM-001610,ORD-000783,PRD-0010,10,485.42,190.99,4854.2,1
ITEM-001611,ORD-000784,PRD-0007,6,141.01,66.36,846.06,1
ITEM-001612,ORD-000784,PRD-0017,6,339.58,185.04,2037.48,1
ITEM-001613,ORD-000784,PRD-0041,9,10.66,6.15,95.94,1
ITEM-001614,ORD-000785,PRD-0017,8,339.58,185.04,2716.64,1
ITEM-001615,ORD-000786,PRD-0073,3,268.28,160.25,804.84,1
ITEM-001616,ORD-000787,PRD-0013,2,90.56,46.3,181.12,1
ITEM-001617,ORD-000788,PRD-0026,9,273.09,111.39,2457.81,1
ITEM-001618,ORD-000788,PRD-0025,3,84.36,58.95,253.08,1
ITEM-001619,ORD-000788,PRD-0016,5,383.39,136.31,1916.95,0
ITEM-001620,ORD-000789,PRD-0038,3,277.68,124.47,833.04,1
ITEM-001621,ORD-000789,PRD-0076,7,174.91,62.57,1224.37,1
ITEM-001622,ORD-000790,PRD-0068,8,66.43,33.98,531.44,1
ITEM-001623,ORD-000790,PRD-0004,6,315.28,125.61,1891.68,1
ITEM-001624,ORD-000791,PRD-0061,5,472.66,192.57,2363.3,1
ITEM-001625,ORD-000792,PRD-0017,9,339.58,185.04,3056.22,1
ITEM-001626,ORD-000793,PRD-0018,1,83.41,46.68,83.41,1
ITEM-001627,ORD-000794,PRD-0074,10,281.58,183.0,2815.8,1
ITEM-001628,ORD-000795,PRD-0007,1,141.01,66.36,141.01,1
ITEM-001629,ORD-000796,PRD-0007,2,141.01,66.36,282.02,1
ITEM-001630,ORD-000796,PRD-0034,7,250.82,118.1,1755.74,1
ITEM-001631,ORD-000796,PRD-0044,4,30.25,20.97,121.0,1
ITEM-001632,ORD-000797,PRD-0005,3,133.48,76.14,400.44,1
ITEM-001633,ORD-000798,PRD-0073,3,268.28,160.25,804.84,1
ITEM-001634,ORD-000798,PRD-0057,9,133.74,64.55,1203.66,1
ITEM-001635,ORD-000798,PRD-0009,3,300.4,108.18,901.2,1
ITEM-001636,ORD-000798,PRD-0024,9,186.68,112.88,1680.12,1
ITEM-001637,ORD-000799,PRD-0028,5,254.62,148.63,1273.1,1
ITEM-001638,ORD-000799,PRD-0008,1,136.15,47.77,136.15,1
ITEM-001639,ORD-000799,PRD-0011,1,257.74,110.18,257.74,1
ITEM-001640,ORD-000799,PRD-0010,2,485.42,190.99,970.84,1
ITEM-001641,ORD-000800,PRD-0033,9,95.58,62.65,860.22,1
ITEM-001642,ORD-000800,PRD-0035,3,170.14,70.36,510.42,1
ITEM-001643,ORD-000800,PRD-0043,3,199.75,130.34,599.25,1
ITEM-001644,ORD-000800,PRD-0080,5,386.83,172.73,1934.15,1
ITEM-001645,ORD-000801,PRD-0073,2,268.28,160.25,536.56,1
ITEM-001646,ORD-000801,PRD-0014,7,193.27,119.72,1352.89,1
ITEM-001647,ORD-000801,PRD-0015,9,82.67,30.8,744.03,1
ITEM-001648,ORD-000801,PRD-0036,6,202.23,127.8,1213.38,1
ITEM-001649,ORD-000801,PRD-0042,1,18.3,10.66,18.3,1
ITEM-001650,ORD-000802,PRD-0071,9,296.43,140.08,2667.87,1
ITEM-001651,ORD-000803,PRD-0073,1,268.28,160.25,268.28,1
ITEM-001652,ORD-000803,PRD-0078,10,119.55,65.24,1195.5,1
ITEM-001653,ORD-000804,PRD-0076,2,174.91,62.57,349.82,1
ITEM-001654,ORD-000805,PRD-0010,1,485.42,190.99,485.42,1
ITEM-001655,ORD-000806,PRD-0029,8,304.75,164.23,2438.0,1
ITEM-001656,ORD-000806,PRD-0048,1,249.37,165.35,249.37,1
ITEM-001657,ORD-000806,PRD-0068,10,66.43,33.98,664.3,1
ITEM-001658,ORD-000806,PRD-0025,3,84.36,58.95,253.08,1
ITEM-001659,ORD-000807,PRD-0054,7,15.13,7.76,105.91,1
ITEM-001660,ORD-000807,PRD-0059,10,339.39,187.07,3393.9,0
ITEM-001661,ORD-000808,PRD-0036,2,202.23,127.8,404.46,1
ITEM-001662,ORD-000808,PRD-0051,9,274.88,145.41,2473.92,1
ITEM-001663,ORD-000809,PRD-0043,5,199.75,130.34,998.75,1
ITEM-001664,ORD-000810,PRD-0037,7,369.76,191.8,2588.32,1
ITEM-001665,ORD-000810,PRD-0040,10,31.44,17.52,314.4,0
ITEM-001666,ORD-000811,PRD-0055,6,143.03,90.89,858.18,1
ITEM-001667,ORD-000811,PRD-0004,3,315.28,125.61,945.84,1
ITEM-001668,ORD-000811,PRD-0042,10,18.3,10.66,183.0,1
ITEM-001669,ORD-000811,PRD-0002,5,92.63,43.77,463.15,1
ITEM-001670,ORD-000812,PRD-0059,2,339.39,187.07,678.78,0
ITEM-001671,ORD-000812,PRD-0040,10,31.44,17.52,314.4,0
ITEM-001672,ORD-000813,PRD-0020,5,286.25,192.35,1431.25,1
ITEM-001673,ORD-000814,PRD-0042,2,18.3,10.66,36.6,1
ITEM-001674,ORD-000814,PRD-0052,1,189.21,97.29,189.21,1
ITEM-001675,ORD-000814,PRD-0049,5,181.32,99.28,906.6,1
ITEM-001676,ORD-000814,PRD-0065,6,400.0,194.76,2400.0,1
ITEM-001677,ORD-000815,PRD-0018,10,83.41,46.68,834.1,1
ITEM-001678,ORD-000815,PRD-0007,7,141.01,66.36,987.07,1
ITEM-001679,ORD-000816,PRD-0073,4,268.28,160.25,1073.12,1
ITEM-001680,ORD-000816,PRD-0008,6,136.15,47.77,816.9,1
ITEM-001681,ORD-000816,PRD-0034,8,250.82,118.1,2006.56,1
ITEM-001682,ORD-000816,PRD-0064,5,134.91,85.58,674.55,1
ITEM-001683,ORD-000817,PRD-0065,7,400.0,194.76,2800.0,1
ITEM-001684,ORD-000817,PRD-0075,9,251.02,119.58,2259.18,1
ITEM-001685,ORD-000817,PRD-0035,1,170.14,70.36,170.14,1
ITEM-001686,ORD-000817,PRD-0041,7,10.66,6.15,74.62,1
ITEM-001687,ORD-000818,PRD-0078,8,119.55,65.24,956.4,1
ITEM-001688,ORD-000818,PRD-0070,4,443.08,174.59,1772.32,1
ITEM-001689,ORD-000818,PRD-0066,10,227.48,102.18,2274.8,1
ITEM-001690,ORD-000819,PRD-0033,5,95.58,62.65,477.9,1
ITEM-001691,ORD-000819,PRD-0047,9,386.76,155.63,3480.84,1
ITEM-001692,ORD-000819,PRD-0011,9,257.74,110.18,2319.66,1
ITEM-001693,ORD-000819,PRD-0024,4,186.68,112.88,746.72,1
ITEM-001694,ORD-000819,PRD-0027,9,58.65,25.04,527.85,1
ITEM-001695,ORD-000820,PRD-0044,4,30.25,20.97,121.0,1
