year,month,department,gl_category,gl_account,amount
2023,7,Customer Service,OpEx,Marketing Spend,69657.8
2023,7,Customer Service,OpEx,Software & SaaS,63552.43
2023,7,Customer Service,OpEx,Office Rent,123349.5
2023,7,Customer Service,OpEx,Travel & Entertainment,124741.38
2023,7,Customer Service,OpEx,Professional Services,45581.9
2023,7,Customer Service,OpEx,Utilities,54684.95
2023,7,Customer Service,OpEx,Depreciation,85288.8
2023,8,Sales,Revenue,Product Sales,27892.93
2023,8,Sales,Revenue,Service Revenue,12759.28
2023,8,Sales,Revenue,Shipping Revenue,38946.46
2023,8,Sales,COGS,Product Cost,107218.6
2023,8,Sales,COGS,Freight In,63781.05
2023,8,Sales,COGS,Packaging,84258.3
2023,8,Sales,OpEx,Salaries,19579.43
2023,8,Sales,OpEx,Marketing Spend,65834.56
2023,8,Sales,OpEx,Software & SaaS,55980.75
2023,8,Sales,OpEx,Office Rent,27881.52
2023,8,Sales,OpEx,Travel & Entertainment,95549.72
2023,8,Sales,OpEx,Professional Services,31961.54
2023,8,Sales,OpEx,Utilities,45790.13
2023,8,Sales,OpEx,Depreciation,110047.91
2023,8,Marketing,COGS,Product Cost,56545.79
2023,8,Marketing,COGS,Freight In,43886.31
2023,8,Marketing,COGS,Packaging,49641.62
2023,8,Marketing,OpEx,Salaries,27525.45
2023,8,Marketing,OpEx,Marketing Spend,117255.73
2023,8,Marketing,OpEx,Software & SaaS,38912.56
2023,8,Marketing,OpEx,Office Rent,23666.69
2023,8,Marketing,OpEx,Travel & Entertainment,64385.19
2023,8,Marketing,OpEx,Professional Services,69628.91
2023,8,Marketing,OpEx,Utilities,50695.97
2023,8,Marketing,OpEx,Depreciation,63620.9
2023,8,Operations,COGS,Product Cost,25483.86
2023,8,Operations,COGS,Freight In,20819.18
2023,8,Operations,COGS,Packaging,62935.29
2023,8,Operations,OpEx,Salaries,130269.0
2023,8,Operations,OpEx,Marketing Spend,66980.68
2023,8,Operations,OpEx,Software & SaaS,105396.34
2023,8,Operations,OpEx,Office Rent,58296.62
2023,8,Operations,OpEx,Travel & Entertainment,76630.35
2023,8,Operations,OpEx,Professional Services,129180.24
2023,8,Operations,OpEx,Utilities,65548.42
2023,8,Operations,OpEx,Depreciation,86017.12
2023,8,Finance,COGS,Product Cost,35895.17
2023,8,Finance,COGS,Freight In,22275.28
2023,8,Finance,COGS,Packaging,40765.6
2023,8,Finance,OpEx,Salaries,49746.78
2023,8,Finance,OpEx,Marketing Spend,71893.98
2023,8,Finance,OpEx,Software & SaaS,44412.9
2023,8,Finance,OpEx,Office Rent,90023.54
2023,8,Finance,OpEx,Travel & Entertainment,101527.71
2023,8,Finance,OpEx,Professional Services,80578.11
2023,8,Finance,OpEx,Utilities,80182.27
2023,8,Finance,OpEx,Depreciation,88924.36
2023,8,HR,COGS,Product Cost,57108.45
2023,8,HR,COGS,Freight In,66965.19
2023,8,HR,COGS,Packaging,34010.22
2023,8,HR,OpEx,Salaries,21911.8
2023,8,HR,OpEx,Marketing Spend,124715.43
2023,8,HR,OpEx,Software & SaaS,136546.94
2023,8,HR,OpEx,Office Rent,65353.5
2023,8,HR,OpEx,Travel & Entertainment,61610.93
2023,8,HR,OpEx,Professional Services,42607.53
2023,8,HR,OpEx,Utilities,74508.59
2023,8,HR,OpEx,Depreciation,81235.29
2023,8,IT,COGS,Product Cost,71708.56
2023,8,IT,COGS,Freight In,26546.09
2023,8,IT,COGS,Packaging,93580.02
2023,8,IT,OpEx,Salaries,75069.69
2023,8,IT,OpEx,Marketing Spend,88986.23
2023,8,IT,OpEx,Software & SaaS,89102.34
2023,8,IT,OpEx,Office Rent,120148.0
2023,8,IT,OpEx,Travel & Entertainment,78308.7
2023,8,IT,OpEx,Professional Services,83474.6
2023,8,IT,OpEx,Utilities,123224.12
2023,8,IT,OpEx,Depreciation,29193.07
2023,8,Customer Service,COGS,Product Cost,111738.11
2023,8,Customer Service,COGS,Freight In,37060.35
2023,8,Customer Service,COGS,Packaging,102746.48
2023,8,Customer Service,OpEx,Salaries,44883.93
2023,8,Customer Service,OpEx,Marketing Spend,67422.01
2023,8,Customer Service,OpEx,Software & SaaS,46877.58
2023,8,Customer Service,OpEx,Office Rent,97275.9
2023,8,Customer Service,OpEx,Travel & Entertainment,41722.45
2023,8,Customer Service,OpEx,Professional Services,25017.28
2023,8,Customer Service,OpEx,Utilities,65210.55
2023,8,Customer Service,OpEx,Depreciation,93079.32
2023,9,Sales,Revenue,Product Sales,41483.5
2023,9,Sales,Revenue,Service Revenue,51030.33
2023,9,Sales,Revenue,Shipping Revenue,56205.37
2023,9,Sales,COGS,Product Cost,135993.78
2023,9,Sales,COGS,Freight In,96671.09
2023,9,Sales,COGS,Packaging,36641.74
2023,9,Sales,OpEx,Salaries,77126.89
2023,9,Sales,OpEx,Marketing Spend,87672.25
2023,9,Sales,OpEx,Software & SaaS,12277.63
2023,9,Sales,OpEx,Office Rent,19172.87
2023,9,Sales,OpEx,Travel & Entertainment,75231.24
2023,9,Sales,OpEx,Professional Services,63379.14
2023,9,Sales,OpEx,Utilities,128850.31
2023,9,Sales,OpEx,Depreciation,131418.21
2023,9,Marketing,COGS,Product Cost,42682.59
2023,9,Marketing,COGS,Freight In,73459.73
2023,9,Marketing,COGS,Packaging,18012.12
2023,9,Marketing,OpEx,Salaries,115978.08
2023,9,Marketing,OpEx,Marketing Spend,97446.82
2023,9,Marketing,OpEx,Software & SaaS,84496.32
2023,9,Marketing,OpEx,Office Rent,19408.26
2023,9,Marketing,OpEx,Travel & Entertainment,22629.59
2023,9,Marketing,OpEx,Professional Services,78712.08
2023,9,Marketing,OpEx,Utilities,35721.62
2023,9,Marketing,OpEx,Depreciation,30594.54
2023,9,Operations,COGS,Product Cost,62345.44
2023,9,Operations,COGS,Freight In,42677.27
2023,9,Operations,COGS,Packaging,76523.35
2023,9,Operations,OpEx,Salaries,69683.9
2023,9,Operations,OpEx,Marketing Spend,109366.92
2023,9,Operations,OpEx,Software & SaaS,35167.25
2023,9,Operations,OpEx,Office Rent,83785.16
2023,9,Operations,OpEx,Travel & Entertainment,57572.88
2023,9,Operations,OpEx,Professional Services,24262.59
2023,9,Operations,OpEx,Utilities,131598.01
2023,9,Operations,OpEx,Depreciation,21013.05
2023,9,Finance,COGS,Product Cost,103581.76
2023,9,Finance,COGS,Freight In,70546.33
2023,9,Finance,COGS,Packaging,85138.54
2023,9,Finance,OpEx,Salaries,94198.29
2023,9,Finance,OpEx,Marketing Spend,80674.23
2023,9,Finance,OpEx,Software & SaaS,34311.66
2023,9,Finance,OpEx,Office Rent,65911.45
2023,9,Finance,OpEx,Travel & Entertainment,118336.32
2023,9,Finance,OpEx,Professional Services,68324.54
2023,9,Finance,OpEx,Utilities,43478.09
2023,9,Finance,OpEx,Depreciation,101523.25
2023,9,HR,COGS,Product Cost,19046.83
2023,9,HR,COGS,Freight In,9008.78
2023,9,HR,COGS,Packaging,122912.0
2023,9,HR,OpEx,Salaries,84419.67
2023,9,HR,OpEx,Marketing Spend,65067.17
2023,9,HR,OpEx,Software & SaaS,27613.21
2023,9,HR,OpEx,Office Rent,48103.57
2023,9,HR,OpEx,Travel & Entertainment,128598.83
2023,9,HR,OpEx,Professional Services,81607.33
2023,9,HR,OpEx,Utilities,71460.21
2023,9,HR,OpEx,Depreciation,28839.64
2023,9,IT,COGS,Product Cost,61481.78
2023,9,IT,COGS,Freight In,47220.29
2023,9,IT,COGS,Packaging,80523.66
2023,9,IT,OpEx,Salaries,51091.13
2023,9,IT,OpEx,Marketing Spend,35585.93
2023,9,IT,OpEx,Software & SaaS,70263.64
2023,9,IT,OpEx,Office Rent,121271.39
2023,9,IT,OpEx,Travel & Entertainment,36216.87
2023,9,IT,OpEx,Professional Services,101873.62
2023,9,IT,OpEx,Utilities,64901.57
2023,9,IT,OpEx,Depreciation,68657.14
2023,9,Customer Service,COGS,Product Cost,91461.44
2023,9,Customer Service,COGS,Freight In,147676.0
2023,9,Customer Service,COGS,Packaging,26931.75
2023,9,Customer Service,OpEx,Salaries,24633.29
2023,9,Customer Service,OpEx,Marketing Spend,91322.25
2023,9,Customer Service,OpEx,Software & SaaS,15799.88
2023,9,Customer Service,OpEx,Office Rent,21247.23
2023,9,Customer Service,OpEx,Travel & Entertainment,64878.4
2023,9,Customer Service,OpEx,Professional Services,113239.06
2023,9,Customer Service,OpEx,Utilities,31712.58
2023,9,Customer Service,OpEx,Depreciation,42157.18
2023,10,Sales,Revenue,Product Sales,11825.15
2023,10,Sales,Revenue,Service Revenue,155278.87
2023,10,Sales,Revenue,Shipping Revenue,132263.9
2023,10,Sales,COGS,Product Cost,115339.49
2023,10,Sales,COGS,Freight In,17260.54
2023,10,Sales,COGS,Packaging,77104.01
2023,10,Sales,OpEx,Salaries,23085.66
2023,10,Sales,OpEx,Marketing Spend,116205.6
2023,10,Sales,OpEx,Software & SaaS,34393.08
2023,10,Sales,OpEx,Office Rent,65687.12
2023,10,Sales,OpEx,Travel & Entertainment,100816.78
2023,10,Sales,OpEx,Professional Services,15219.23
2023,10,Sales,OpEx,Utilities,88195.62
2023,10,Sales,OpEx,Depreciation,88686.04
2023,10,Marketing,COGS,Product Cost,88142.56
2023,10,Marketing,COGS,Freight In,74933.82
2023,10,Marketing,COGS,Packaging,109208.43
2023,10,Marketing,OpEx,Salaries,54074.51
2023,10,Marketing,OpEx,Marketing Spend,16367.55
2023,10,Marketing,OpEx,Software & SaaS,126563.44
2023,10,Marketing,OpEx,Office Rent,54672.53
2023,10,Marketing,OpEx,Travel & Entertainment,15699.88
2023,10,Marketing,OpEx,Professional Services,27601.3
2023,10,Marketing,OpEx,Utilities,69346.3
2023,10,Marketing,OpEx,Depreciation,113215.86
2023,10,Operations,COGS,Product Cost,103502.64
2023,10,Operations,COGS,Freight In,20010.65
2023,10,Operations,COGS,Packaging,113467.66
2023,10,Operations,OpEx,Salaries,90553.42
2023,10,Operations,OpEx,Marketing Spend,102871.13
2023,10,Operations,OpEx,Software & SaaS,75324.0
2023,10,Operations,OpEx,Office Rent,42272.89
2023,10,Operations,OpEx,Travel & Entertainment,57642.56
2023,10,Operations,OpEx,Professional Services,67627.1
2023,10,Operations,OpEx,Utilities,126685.37
2023,10,Operations,OpEx,Depreciation,28874.73
2023,10,Finance,COGS,Product Cost,119248.47
2023,10,Finance,COGS,Freight In,102093.99
2023,10,Finance,COGS,Packaging,93897.37
2023,10,Finance,OpEx,Salaries,39837.51
2023,10,Finance,OpEx,Marketing Spend,60197.21
2023,10,Finance,OpEx,Software & SaaS,81792.13
2023,10,Finance,OpEx,Office Rent,58678.72
2023,10,Finance,OpEx,Travel & Entertainment,46037.97
2023,10,Finance,OpEx,Professional Services,73287.36
2023,10,Finance,OpEx,Utilities,106562.67
2023,10,Finance,OpEx,Depreciation,46076.76
2023,10,HR,COGS,Product Cost,121466.38
2023,10,HR,COGS,Freight In,12664.57
2023,10,HR,COGS,Packaging,101991.48
2023,10,HR,OpEx,Salaries,126907.77
2023,10,HR,OpEx,Marketing Spend,36629.19
2023,10,HR,OpEx,Software & SaaS,80838.64
2023,10,HR,OpEx,Office Rent,14873.76
2023,10,HR,OpEx,Travel & Entertainment,60337.08
2023,10,HR,OpEx,Professional Services,25576.5
2023,10,HR,OpEx,Utilities,28305.88
2023,10,HR,OpEx,Depreciation,98663.58
2023,10,IT,COGS,Product Cost,56099.3
2023,10,IT,COGS,Freight In,147540.65
2023,10,IT,COGS,Packaging,10526.03
2023,10,IT,OpEx,Salaries,11222.59
2023,10,IT,OpEx,Marketing Spend,133959.79
2023,10,IT,OpEx,Software & SaaS,79265.72
2023,10,IT,OpEx,Office Rent,89097.65
2023,10,IT,OpEx,Travel & Entertainment,62144.86
2023,10,IT,OpEx,Professional Services,61795.44
2023,10,IT,OpEx,Utilities,86303.73
2023,10,IT,OpEx,Depreciation,85758.74
2023,10,Customer Service,COGS,Product Cost,131427.08
2023,10,Customer Service,COGS,Freight In,106043.56
2023,10,Customer Service,COGS,Packaging,90355.39
2023,10,Customer Service,OpEx,Salaries,80176.38
2023,10,Customer Service,OpEx,Marketing Spend,35583.12
2023,10,Customer Service,OpEx,Software & SaaS,115807.64
2023,10,Customer Service,OpEx,Office Rent,41776.13
2023,10,Customer Service,OpEx,Travel & Entertainment,91220.4
2023,10,Customer Service,OpEx,Professional Services,13075.65
2023,10,Customer Service,OpEx,Utilities,16228.1
2023,10,Customer Service,OpEx,Depreciation,66133.68
2023,11,Sales,Revenue,Product Sales,93019.15
2023,11,Sales,Revenue,Service Revenue,143196.4
2023,11,Sales,Revenue,Shipping Revenue,28577.33
2023,11,Sales,COGS,Product Cost,61799.7
2023,11,Sales,COGS,Freight In,104115.29
2023,11,Sales,COGS,Packaging,98044.37
2023,11,Sales,OpEx,Salaries,52039.14
2023,11,Sales,OpEx,Marketing Spend,93771.17
2023,11,Sales,OpEx,Software & SaaS,38137.35
2023,11,Sales,OpEx,Office Rent,15540.34
2023,11,Sales,OpEx,Travel & Entertainment,129349.18
2023,11,Sales,OpEx,Professional Services,23368.4
2023,11,Sales,OpEx,Utilities,62691.74
2023,11,Sales,OpEx,Depreciation,118594.01
2023,11,Marketing,COGS,Product Cost,75503.73
2023,11,Marketing,COGS,Freight In,16059.88
2023,11,Marketing,COGS,Packaging,125594.06
2023,11,Marketing,OpEx,Salaries,31436.16
2023,11,Marketing,OpEx,Marketing Spend,60363.86
2023,11,Marketing,OpEx,Software & SaaS,15590.31
2023,11,Marketing,OpEx,Office Rent,100750.18
2023,11,Marketing,OpEx,Travel & Entertainment,88348.32
2023,11,Marketing,OpEx,Professional Services,88718.62
2023,11,Marketing,OpEx,Utilities,115527.6
2023,11,Marketing,OpEx,Depreciation,108371.01
2023,11,Operations,COGS,Product Cost,39002.76
2023,11,Operations,COGS,Freight In,83444.56
2023,11,Operations,COGS,Packaging,31539.16
2023,11,Operations,OpEx,Salaries,113181.94
2023,11,Operations,OpEx,Marketing Spend,95566.96
2023,11,Operations,OpEx,Software & SaaS,83033.21
2023,11,Operations,OpEx,Office Rent,51432.07
2023,11,Operations,OpEx,Travel & Entertainment,40664.54
2023,11,Operations,OpEx,Professional Services,17410.38
2023,11,Operations,OpEx,Utilities,67562.41
2023,11,Operations,OpEx,Depreciation,96548.98
2023,11,Finance,COGS,Product Cost,65863.18
2023,11,Finance,COGS,Freight In,101878.6
2023,11,Finance,COGS,Packaging,45230.78
2023,11,Finance,OpEx,Salaries,15095.2
2023,11,Finance,OpEx,Marketing Spend,70585.75
2023,11,Finance,OpEx,Software & SaaS,13472.13
2023,11,Finance,OpEx,Office Rent,52526.19
2023,11,Finance,OpEx,Travel & Entertainment,97979.59
2023,11,Finance,OpEx,Professional Services,95197.09
2023,11,Finance,OpEx,Utilities,60990.57
2023,11,Finance,OpEx,Depreciation,71101.92
2023,11,HR,COGS,Product Cost,16079.07
2023,11,HR,COGS,Freight In,82868.78
2023,11,HR,COGS,Packaging,18339.16
2023,11,HR,OpEx,Salaries,61796.57
2023,11,HR,OpEx,Marketing Spend,86120.63
2023,11,HR,OpEx,Software & SaaS,86686.67
2023,11,HR,OpEx,Office Rent,77891.13
2023,11,HR,OpEx,Travel & Entertainment,89033.84
2023,11,HR,OpEx,Professional Services,102504.5
2023,11,HR,OpEx,Utilities,44480.51
2023,11,HR,OpEx,Depreciation,76020.56
2023,11,IT,COGS,Product Cost,84111.61
2023,11,IT,COGS,Freight In,19888.24
2023,11,IT,COGS,Packaging,59276.38
2023,11,IT,OpEx,Salaries,91866.73
2023,11,IT,OpEx,Marketing Spend,44347.67
2023,11,IT,OpEx,Software & SaaS,67291.2
2023,11,IT,OpEx,Office Rent,22275.19
2023,11,IT,OpEx,Travel & Entertainment,53060.53
2023,11,IT,OpEx,Professional Services,62632.11
2023,11,IT,OpEx,Utilities,101954.36
2023,11,IT,OpEx,Depreciation,132788.11
2023,11,Customer Service,COGS,Product Cost,21768.55
2023,11,Customer Service,COGS,Freight In,114508.68
2023,11,Customer Service,COGS,Packaging,116350.01
2023,11,Customer Service,OpEx,Salaries,20414.4
2023,11,Customer Service,OpEx,Marketing Spend,59365.42
2023,11,Customer Service,OpEx,Software & SaaS,102323.89
2023,11,Customer Service,OpEx,Office Rent,86729.54
2023,11,Customer Service,OpEx,Travel & Entertainment,119115.66
2023,11,Customer Service,OpEx,Professional Services,107113.27
2023,11,Customer Service,OpEx,Utilities,102660.17
2023,11,Customer Service,OpEx,Depreciation,62191.15
2023,12,Sales,Revenue,Product Sales,56359.13
2023,12,Sales,Revenue,Service Revenue,87808.78
2023,12,Sales,Revenue,Shipping Revenue,28471.27
2023,12,Sales,COGS,Product Cost,64270.04
2023,12,Sales,COGS,Freight In,105176.91
2023,12,Sales,COGS,Packaging,65398.37
2023,12,Sales,OpEx,Salaries,25604.45
2023,12,Sales,OpEx,Marketing Spend,51027.38
2023,12,Sales,OpEx,Software & SaaS,52926.11
2023,12,Sales,OpEx,Office Rent,51082.64
2023,12,Sales,OpEx,Travel & Entertainment,56708.09
2023,12,Sales,OpEx,Professional Services,110335.81
2023,12,Sales,OpEx,Utilities,113685.17
2023,12,Sales,OpEx,Depreciation,29419.58
2023,12,Marketing,COGS,Product Cost,78823.54
2023,12,Marketing,COGS,Freight In,80317.08
2023,12,Marketing,COGS,Packaging,94691.13
2023,12,Marketing,OpEx,Salaries,73679.77
2023,12,Marketing,OpEx,Marketing Spend,91361.13
2023,12,Marketing,OpEx,Software & SaaS,49131.01
2023,12,Marketing,OpEx,Office Rent,42797.15
2023,12,Marketing,OpEx,Travel & Entertainment,32942.44
2023,12,Marketing,OpEx,Professional Services,98426.12
2023,12,Marketing,OpEx,Utilities,50257.17
2023,12,Marketing,OpEx,Depreciation,72709.57
2023,12,Operations,COGS,Product Cost,127844.09
2023,12,Operations,COGS,Freight In,87158.25
2023,12,Operations,COGS,Packaging,74308.86
2023,12,Operations,OpEx,Salaries,79312.49
2023,12,Operations,OpEx,Marketing Spend,13216.11
2023,12,Operations,OpEx,Software & SaaS,78939.83
2023,12,Operations,OpEx,Office Rent,87295.82
2023,12,Operations,OpEx,Travel & Entertainment,133049.48
2023,12,Operations,OpEx,Professional Services,96690.12
2023,12,Operations,OpEx,Utilities,49376.03
2023,12,Operations,OpEx,Depreciation,72672.5
2023,12,Finance,COGS,Product Cost,81770.5
2023,12,Finance,COGS,Freight In,81385.87
2023,12,Finance,COGS,Packaging,42253.78
2023,12,Finance,OpEx,Salaries,41864.62
2023,12,Finance,OpEx,Marketing Spend,76335.84
2023,12,Finance,OpEx,Software & SaaS,113408.59
2023,12,Finance,OpEx,Office Rent,97122.72
2023,12,Finance,OpEx,Travel & Entertainment,67042.96
2023,12,Finance,OpEx,Professional Services,67755.08
2023,12,Finance,OpEx,Utilities,124469.05
2023,12,Finance,OpEx,Depreciation,116014.79
2023,12,HR,COGS,Product Cost,93604.66
2023,12,HR,COGS,Freight In,99238.98
2023,12,HR,COGS,Packaging,126624.88
2023,12,HR,OpEx,Salaries,51869.27
2023,12,HR,OpEx,Marketing Spend,101297.48
2023,12,HR,OpEx,Software & SaaS,14119.7
2023,12,HR,OpEx,Office Rent,50403.19
2023,12,HR,OpEx,Travel & Entertainment,14970.43
2023,12,HR,OpEx,Professional Services,28567.51
2023,12,HR,OpEx,Utilities,82705.18
2023,12,HR,OpEx,Depreciation,71260.76
2023,12,IT,COGS,Product Cost,100145.64
2023,12,IT,COGS,Freight In,92125.68
2023,12,IT,COGS,Packaging,81146.54
2023,12,IT,OpEx,Salaries,58029.2
2023,12,IT,OpEx,Marketing Spend,61718.06
2023,12,IT,OpEx,Software & SaaS,49372.8
2023,12,IT,OpEx,Office Rent,22235.41
2023,12,IT,OpEx,Travel & Entertainment,124005.14
2023,12,IT,OpEx,Professional Services,15141.78
2023,12,IT,OpEx,Utilities,71157.14
2023,12,IT,OpEx,Depreciation,18277.99
2023,12,Customer Service,COGS,Product Cost,23115.04
2023,12,Customer Service,COGS,Freight In,86455.04
2023,12,Customer Service,COGS,Packaging,27504.05
2023,12,Customer Service,OpEx,Salaries,14084.0
2023,12,Customer Service,OpEx,Marketing Spend,48813.67
2023,12,Customer Service,OpEx,Software & SaaS,12016.73
2023,12,Customer Service,OpEx,Office Rent,42528.09
2023,12,Customer Service,OpEx,Travel & Entertainment,58725.76
2023,12,Customer Service,OpEx,Professional Services,142176.03
2023,12,Customer Service,OpEx,Utilities,75334.13
2023,12,Customer Service,OpEx,Depreciation,109730.48
2024,1,Sales,Revenue,Product Sales,155726.73
2024,1,Sales,Revenue,Service Revenue,29037.97
2024,1,Sales,Revenue,Shipping Revenue,66984.38
2024,1,Sales,COGS,Product Cost,98213.49
2024,1,Sales,COGS,Freight In,85483.36
2024,1,Sales,COGS,Packaging,119224.74
2024,1,Sales,OpEx,Salaries,45641.97
2024,1,Sales,OpEx,Marketing Spend,27975.35
2024,1,Sales,OpEx,Software & SaaS,42609.39
2024,1,Sales,OpEx,Office Rent,26344.03
2024,1,Sales,OpEx,Travel & Entertainment,26169.31
2024,1,Sales,OpEx,Professional Services,70502.45
2024,1,Sales,OpEx,Utilities,33680.77
2024,1,Sales,OpEx,Depreciation,120955.35
2024,1,Marketing,COGS,Product Cost,100161.9
2024,1,Marketing,COGS,Freight In,23844.57
2024,1,Marketing,COGS,Packaging,27283.15
2024,1,Marketing,OpEx,Salaries,22037.33
2024,1,Marketing,OpEx,Marketing Spend,14802.04
2024,1,Marketing,OpEx,Software & SaaS,41806.53
2024,1,Marketing,OpEx,Office Rent,44881.41
2024,1,Marketing,OpEx,Travel & Entertainment,32394.36
2024,1,Marketing,OpEx,Professional Services,99757.29
2024,1,Marketing,OpEx,Utilities,15289.36
2024,1,Marketing,OpEx,Depreciation,129228.73
2024,1,Operations,COGS,Product Cost,28535.16
2024,1,Operations,COGS,Freight In,21904.77
2024,1,Operations,COGS,Packaging,23127.51
2024,1,Operations,OpEx,Salaries,91948.89
2024,1,Operations,OpEx,Marketing Spend,68145.94
2024,1,Operations,OpEx,Software & SaaS,122902.4
2024,1,Operations,OpEx,Office Rent,65331.59
2024,1,Operations,OpEx,Travel & Entertainment,9538.87
2024,1,Operations,OpEx,Professional Services,99478.85
2024,1,Operations,OpEx,Utilities,37385.37
2024,1,Operations,OpEx,Depreciation,42595.61
2024,1,Finance,COGS,Product Cost,20189.62
2024,1,Finance,COGS,Freight In,42687.15
2024,1,Finance,COGS,Packaging,68928.42
2024,1,Finance,OpEx,Salaries,100440.49
2024,1,Finance,OpEx,Marketing Spend,89031.19
2024,1,Finance,OpEx,Software & SaaS,29440.23
2024,1,Finance,OpEx,Office Rent,28683.56
2024,1,Finance,OpEx,Travel & Entertainment,27241.05
2024,1,Finance,OpEx,Professional Services,24334.07
2024,1,Finance,OpEx,Utilities,90127.98
2024,1,Finance,OpEx,Depreciation,83373.59
2024,1,HR,COGS,Product Cost,89520.13
2024,1,HR,COGS,Freight In,90706.97
2024,1,HR,COGS,Packaging,98250.4
2024,1,HR,OpEx,Salaries,37804.2
2024,1,HR,OpEx,Marketing Spend,112767.51
2024,1,HR,OpEx,Software & SaaS,114575.8
2024,1,HR,OpEx,Office Rent,26122.04
2024,1,HR,OpEx,Travel & Entertainment,52596.24
2024,1,HR,OpEx,Professional Services,42659.99
2024,1,HR,OpEx,Utilities,109421.78
2024,1,HR,OpEx,Depreciation,102724.89
2024,1,IT,COGS,Product Cost,27576.29
2024,1,IT,COGS,Freight In,75823.7
2024,1,IT,COGS,Packaging,103829.5
2024,1,IT,OpEx,Salaries,105898.45
2024,1,IT,OpEx,Marketing Spend,98593.53
2024,1,IT,OpEx,Software & SaaS,93281.19
2024,1,IT,OpEx,Office Rent,63699.84
2024,1,IT,OpEx,Travel & Entertainment,114453.41
2024,1,IT,OpEx,Professional Services,15368.39
2024,1,IT,OpEx,Utilities,69874.14
2024,1,IT,OpEx,Depreciation,102677.88
2024,1,Customer Service,COGS,Product Cost,116769.79
2024,1,Customer Service,COGS,Freight In,57366.72
2024,1,Customer Service,COGS,Packaging,121610.61
2024,1,Customer Service,OpEx,Salaries,45750.06
2024,1,Customer Service,OpEx,Marketing Spend,89013.57
2024,1,Customer Service,OpEx,Software & SaaS,58549.35
2024,1,Customer Service,OpEx,Office Rent,116068.04
2024,1,Customer Service,OpEx,Travel & Entertainment,41613.3
2024,1,Customer Service,OpEx,Professional Services,13624.69
2024,1,Customer Service,OpEx,Utilities,81161.19
2024,1,Customer Service,OpEx,Depreciation,11568.74
2024,2,Sales,Revenue,Product Sales,189451.32
2024,2,Sales,Revenue,Service Revenue,81272.93
2024,2,Sales,Revenue,Shipping Revenue,39707.3
2024,2,Sales,COGS,Product Cost,70142.78
2024,2,Sales,COGS,Freight In,100572.59
2024,2,Sales,COGS,Packaging,86852.21
2024,2,Sales,OpEx,Salaries,105009.23
2024,2,Sales,OpEx,Marketing Spend,130065.38
2024,2,Sales,OpEx,Software & SaaS,79475.0
2024,2,Sales,OpEx,Office Rent,63946.56
2024,2,Sales,OpEx,Travel & Entertainment,14684.87
2024,2,Sales,OpEx,Professional Services,11040.15
2024,2,Sales,OpEx,Utilities,57814.43
2024,2,Sales,OpEx,Depreciation,43537.37
2024,2,Marketing,COGS,Product Cost,48696.0
2024,2,Marketing,COGS,Freight In,61109.69
2024,2,Marketing,COGS,Packaging,141050.49
2024,2,Marketing,OpEx,Salaries,85987.48
2024,2,Marketing,OpEx,Marketing Spend,72688.22
2024,2,Marketing,OpEx,Software & SaaS,14138.96
2024,2,Marketing,OpEx,Office Rent,46235.6
2024,2,Marketing,OpEx,Travel & Entertainment,100377.95
2024,2,Marketing,OpEx,Professional Services,21770.42
2024,2,Marketing,OpEx,Utilities,35630.71
2024,2,Marketing,OpEx,Depreciation,85413.72
2024,2,Operations,COGS,Product Cost,55577.05
2024,2,Operations,COGS,Freight In,39186.73
2024,2,Operations,COGS,Packaging,91610.89
2024,2,Operations,OpEx,Salaries,40294.31
2024,2,Operations,OpEx,Marketing Spend,68509.8
2024,2,Operations,OpEx,Software & SaaS,139617.31
2024,2,Operations,OpEx,Office Rent,64103.12
2024,2,Operations,OpEx,Travel & Entertainment,32934.61
2024,2,Operations,OpEx,Professional Services,65783.67
2024,2,Operations,OpEx,Utilities,78543.97
2024,2,Operations,OpEx,Depreciation,81896.8
2024,2,Finance,COGS,Product Cost,54456.32
2024,2,Finance,COGS,Freight In,86959.55
2024,2,Finance,COGS,Packaging,52917.18
2024,2,Finance,OpEx,Salaries,116037.24
2024,2,Finance,OpEx,Marketing Spend,93367.7
2024,2,Finance,OpEx,Software & SaaS,101124.02
2024,2,Finance,OpEx,Office Rent,76649.54
2024,2,Finance,OpEx,Travel & Entertainment,100916.25
2024,2,Finance,OpEx,Professional Services,97891.66
2024,2,Finance,OpEx,Utilities,19602.7
2024,2,Finance,OpEx,Depreciation,126198.29
2024,2,HR,COGS,Product Cost,33062.04
2024,2,HR,COGS,Freight In,41298.48
2024,2,HR,COGS,Packaging,58666.57
2024,2,HR,OpEx,Salaries,23606.35
2024,2,HR,OpEx,Marketing Spend,73740.01
2024,2,HR,OpEx,Software & SaaS,32358.91
2024,2,HR,OpEx,Office Rent,103312.1
2024,2,HR,OpEx,Travel & Entertainment,49341.23
2024,2,HR,OpEx,Professional Services,45352.47
2024,2,HR,OpEx,Utilities,19802.26
2024,2,HR,OpEx,Depreciation,29631.43
2024,2,IT,COGS,Product Cost,18971.99
2024,2,IT,COGS,Freight In,9231.78
2024,2,IT,COGS,Packaging,90751.14
2024,2,IT,OpEx,Salaries,77712.08
2024,2,IT,OpEx,Marketing Spend,68223.56
2024,2,IT,OpEx,Software & SaaS,80670.69
2024,2,IT,OpEx,Office Rent,56938.42
2024,2,IT,OpEx,Travel & Entertainment,139508.94
