entry_id,date,account_code,account_name,debit,credit,reference,description
JE-0002118,2023-05-18,5000,Cost of Goods Sold,1558.08,0.0,ORD-000555,Order COGS
JE-0002119,2023-05-18,4100,Shipping Revenue,0.0,19.74,ORD-000555,Shipping charged to customer
JE-0002120,2023-05-18,2100,Sales Tax Payable,0.0,192.0,ORD-000555,Sales tax collected
JE-0002121,2023-05-18,4000,Product Sales,0.0,1165.08,ORD-000556,Order revenue
JE-0002122,2023-05-18,5000,Cost of Goods Sold,639.54,0.0,ORD-000556,Order COGS
JE-0002123,2023-05-18,4100,Shipping Revenue,0.0,33.42,ORD-000556,Shipping charged to customer
JE-0002124,2023-05-18,2100,Sales Tax Payable,0.0,75.73,ORD-000556,Sales tax collected
JE-0002125,2023-05-18,4000,Product Sales,0.0,1828.5,ORD-000557,Order revenue
JE-0002126,2023-05-18,5000,Cost of Goods Sold,985.38,0.0,ORD-000557,Order COGS
JE-0002127,2023-05-18,4100,Shipping Revenue,0.0,34.51,ORD-000557,Shipping charged to customer
JE-0002128,2023-05-18,2100,Sales Tax Payable,0.0,86.85,ORD-000557,Sales tax collected
JE-0002129,2023-05-18,4000,Product Sales,0.0,637.3,ORD-000558,Order revenue
JE-0002130,2023-05-18,5000,Cost of Goods Sold,292.5,0.0,ORD-000558,Order COGS
JE-0002131,2023-05-18,4100,Shipping Revenue,0.0,57.76,ORD-000558,Shipping charged to customer
JE-0002132,2023-05-18,2100,Sales Tax Payable,0.0,33.78,ORD-000558,Sales tax collected
JE-0002133,2023-05-19,4000,Product Sales,0.0,1079.28,ORD-000559,Order revenue
JE-0002134,2023-05-19,5000,Cost of Goods Sold,684.64,0.0,ORD-000559,Order COGS
JE-0002135,2023-05-19,4100,Shipping Revenue,0.0,27.06,ORD-000559,Shipping charged to customer
JE-0002136,2023-05-19,2100,Sales Tax Payable,0.0,51.27,ORD-000559,Sales tax collected
JE-0002137,2023-05-19,4000,Product Sales,0.0,31.44,ORD-000560,Order revenue
JE-0002138,2023-05-19,5000,Cost of Goods Sold,17.52,0.0,ORD-000560,Order COGS
JE-0002139,2023-05-19,4100,Shipping Revenue,0.0,7.9,ORD-000560,Shipping charged to customer
JE-0002140,2023-05-19,4000,Product Sales,0.0,5364.74,ORD-000561,Order revenue
JE-0002141,2023-05-19,5000,Cost of Goods Sold,2969.79,0.0,ORD-000561,Order COGS
JE-0002142,2023-05-19,4100,Shipping Revenue,0.0,124.11,ORD-000561,Shipping charged to customer
JE-0002143,2023-05-19,2100,Sales Tax Payable,0.0,214.59,ORD-000561,Sales tax collected
JE-0002144,2023-05-19,4000,Product Sales,0.0,5127.93,ORD-000562,Order revenue
JE-0002145,2023-05-19,5000,Cost of Goods Sold,2568.71,0.0,ORD-000562,Order COGS
JE-0002146,2023-05-19,4100,Shipping Revenue,0.0,144.27,ORD-000562,Shipping charged to customer
JE-0002147,2023-05-19,2100,Sales Tax Payable,0.0,205.12,ORD-000562,Sales tax collected
JE-0002148,2023-05-20,4000,Product Sales,0.0,2926.2,ORD-000563,Order revenue
JE-0002149,2023-05-20,5000,Cost of Goods Sold,1421.9,0.0,ORD-000563,Order COGS
JE-0002150,2023-05-20,4100,Shipping Revenue,0.0,79.24,ORD-000563,Shipping charged to customer
JE-0002151,2023-05-20,2100,Sales Tax Payable,0.0,190.2,ORD-000563,Sales tax collected
JE-0002152,2023-05-20,4000,Product Sales,0.0,6491.1,ORD-000564,Order revenue
JE-0002153,2023-05-20,5000,Cost of Goods Sold,2877.01,0.0,ORD-000564,Order COGS
JE-0002154,2023-05-20,4100,Shipping Revenue,0.0,149.07,ORD-000564,Shipping charged to customer
JE-0002155,2023-05-20,2100,Sales Tax Payable,0.0,470.6,ORD-000564,Sales tax collected
JE-0002156,2023-05-20,4000,Product Sales,0.0,1319.68,ORD-000565,Order revenue
JE-0002157,2023-05-20,5000,Cost of Goods Sold,703.7,0.0,ORD-000565,Order COGS
JE-0002158,2023-05-20,4100,Shipping Revenue,0.0,38.03,ORD-000565,Shipping charged to customer
JE-0002159,2023-05-20,2100,Sales Tax Payable,0.0,75.88,ORD-000565,Sales tax collected
JE-0002160,2023-05-20,4000,Product Sales,0.0,2776.8,ORD-000566,Order revenue
JE-0002161,2023-05-20,5000,Cost of Goods Sold,1244.7,0.0,ORD-000566,Order COGS
JE-0002162,2023-05-20,4100,Shipping Revenue,0.0,43.21,ORD-000566,Shipping charged to customer
JE-0002163,2023-05-20,2100,Sales Tax Payable,0.0,166.61,ORD-000566,Sales tax collected
JE-0002164,2023-05-20,4000,Product Sales,0.0,6071.79,ORD-000567,Order revenue
JE-0002165,2023-05-20,5000,Cost of Goods Sold,2830.49,0.0,ORD-000567,Order COGS
JE-0002166,2023-05-20,4100,Shipping Revenue,0.0,108.61,ORD-000567,Shipping charged to customer
JE-0002167,2023-05-20,2100,Sales Tax Payable,0.0,425.03,ORD-000567,Sales tax collected
JE-0002168,2023-05-20,4000,Product Sales,0.0,2868.27,ORD-000568,Order revenue
JE-0002169,2023-05-20,5000,Cost of Goods Sold,1621.11,0.0,ORD-000568,Order COGS
JE-0002170,2023-05-20,4100,Shipping Revenue,0.0,78.04,ORD-000568,Shipping charged to customer
JE-0002171,2023-05-20,2100,Sales Tax Payable,0.0,93.03,ORD-000568,Sales tax collected
JE-0002172,2023-05-20,4000,Product Sales,0.0,1346.05,ORD-000569,Order revenue
JE-0002173,2023-05-20,5000,Cost of Goods Sold,471.85,0.0,ORD-000569,Order COGS
JE-0002174,2023-05-20,4100,Shipping Revenue,0.0,64.53,ORD-000569,Shipping charged to customer
JE-0002175,2023-05-20,2100,Sales Tax Payable,0.0,84.13,ORD-000569,Sales tax collected
JE-0002176,2023-05-20,4000,Product Sales,0.0,6127.2,ORD-000570,Order revenue
JE-0002177,2023-05-20,5000,Cost of Goods Sold,2495.85,0.0,ORD-000570,Order COGS
JE-0002178,2023-05-20,4100,Shipping Revenue,0.0,91.96,ORD-000570,Shipping charged to customer
JE-0002179,2023-05-20,2100,Sales Tax Payable,0.0,149.06,ORD-000570,Sales tax collected
JE-0002180,2023-05-20,4000,Product Sales,0.0,1467.28,ORD-000571,Order revenue
JE-0002181,2023-05-20,5000,Cost of Goods Sold,762.96,0.0,ORD-000571,Order COGS
JE-0002182,2023-05-20,4100,Shipping Revenue,0.0,22.63,ORD-000571,Shipping charged to customer
JE-0002183,2023-05-20,4000,Product Sales,0.0,4431.32,ORD-000572,Order revenue
JE-0002184,2023-05-20,5000,Cost of Goods Sold,2342.02,0.0,ORD-000572,Order COGS
JE-0002185,2023-05-20,4100,Shipping Revenue,0.0,94.77,ORD-000572,Shipping charged to customer
JE-0002186,2023-05-20,2100,Sales Tax Payable,0.0,265.88,ORD-000572,Sales tax collected
JE-0002187,2023-05-21,4000,Product Sales,0.0,813.84,ORD-000573,Order revenue
JE-0002188,2023-05-21,5000,Cost of Goods Sold,397.02,0.0,ORD-000573,Order COGS
JE-0002189,2023-05-21,4100,Shipping Revenue,0.0,51.44,ORD-000573,Shipping charged to customer
JE-0002190,2023-05-21,4000,Product Sales,0.0,4964.74,ORD-000574,Order revenue
JE-0002191,2023-05-21,5000,Cost of Goods Sold,1885.92,0.0,ORD-000574,Order COGS
JE-0002192,2023-05-21,4100,Shipping Revenue,0.0,47.5,ORD-000574,Shipping charged to customer
JE-0002193,2023-05-21,2100,Sales Tax Payable,0.0,56.8,ORD-000574,Sales tax collected
JE-0002194,2023-05-21,4000,Product Sales,0.0,2992.4,ORD-000575,Order revenue
JE-0002195,2023-05-21,5000,Cost of Goods Sold,1620.5,0.0,ORD-000575,Order COGS
JE-0002196,2023-05-21,4100,Shipping Revenue,0.0,58.86,ORD-000575,Shipping charged to customer
JE-0002197,2023-05-21,2100,Sales Tax Payable,0.0,119.7,ORD-000575,Sales tax collected
JE-0002198,2023-05-21,4000,Product Sales,0.0,18.3,ORD-000576,Order revenue
JE-0002199,2023-05-21,5000,Cost of Goods Sold,10.66,0.0,ORD-000576,Order COGS
JE-0002200,2023-05-21,4100,Shipping Revenue,0.0,16.15,ORD-000576,Shipping charged to customer
JE-0002201,2023-05-21,2100,Sales Tax Payable,0.0,0.73,ORD-000576,Sales tax collected
JE-0002202,2023-05-21,4000,Product Sales,0.0,7850.55,ORD-000577,Order revenue
JE-0002203,2023-05-21,5000,Cost of Goods Sold,3635.33,0.0,ORD-000577,Order COGS
JE-0002204,2023-05-21,4100,Shipping Revenue,0.0,151.63,ORD-000577,Shipping charged to customer
JE-0002205,2023-05-21,2100,Sales Tax Payable,0.0,314.02,ORD-000577,Sales tax collected
JE-0002206,2023-05-22,4000,Product Sales,0.0,1081.71,ORD-000578,Order revenue
JE-0002207,2023-05-22,5000,Cost of Goods Sold,702.21,0.0,ORD-000578,Order COGS
JE-0002208,2023-05-22,4100,Shipping Revenue,0.0,48.61,ORD-000578,Shipping charged to customer
JE-0002209,2023-05-22,2100,Sales Tax Payable,0.0,70.31,ORD-000578,Sales tax collected
JE-0002210,2023-05-22,4000,Product Sales,0.0,516.74,ORD-000579,Order revenue
JE-0002211,2023-05-22,5000,Cost of Goods Sold,299.04,0.0,ORD-000579,Order COGS
JE-0002212,2023-05-22,4100,Shipping Revenue,0.0,17.59,ORD-000579,Shipping charged to customer
JE-0002213,2023-05-22,4000,Product Sales,0.0,1757.14,ORD-000580,Order revenue
JE-0002214,2023-05-22,5000,Cost of Goods Sold,837.06,0.0,ORD-000580,Order COGS
JE-0002215,2023-05-22,4100,Shipping Revenue,0.0,42.11,ORD-000580,Shipping charged to customer
JE-0002216,2023-05-22,2100,Sales Tax Payable,0.0,111.58,ORD-000580,Sales tax collected
JE-0002217,2023-05-22,4000,Product Sales,0.0,3642.12,ORD-000581,Order revenue
JE-0002218,2023-05-22,5000,Cost of Goods Sold,2043.4,0.0,ORD-000581,Order COGS
JE-0002219,2023-05-22,4100,Shipping Revenue,0.0,220.69,ORD-000581,Shipping charged to customer
JE-0002220,2023-05-22,2100,Sales Tax Payable,0.0,83.31,ORD-000581,Sales tax collected
JE-0002221,2023-05-22,4000,Product Sales,0.0,105.44,ORD-000582,Order revenue
JE-0002222,2023-05-22,5000,Cost of Goods Sold,42.4,0.0,ORD-000582,Order COGS
JE-0002223,2023-05-22,4100,Shipping Revenue,0.0,10.76,ORD-000582,Shipping charged to customer
JE-0002224,2023-05-22,2100,Sales Tax Payable,0.0,6.85,ORD-000582,Sales tax collected
JE-0002225,2023-05-22,4000,Product Sales,0.0,3081.33,ORD-000583,Order revenue
JE-0002226,2023-05-22,5000,Cost of Goods Sold,1660.53,0.0,ORD-000583,Order COGS
JE-0002227,2023-05-22,4100,Shipping Revenue,0.0,84.78,ORD-000583,Shipping charged to customer
JE-0002228,2023-05-22,4000,Product Sales,0.0,2045.91,ORD-000584,Order revenue
JE-0002229,2023-05-22,5000,Cost of Goods Sold,1199.52,0.0,ORD-000584,Order COGS
JE-0002230,2023-05-22,4100,Shipping Revenue,0.0,26.99,ORD-000584,Shipping charged to customer
JE-0002231,2023-05-22,2100,Sales Tax Payable,0.0,117.64,ORD-000584,Sales tax collected
JE-0002232,2023-05-23,4000,Product Sales,0.0,4205.38,ORD-000585,Order revenue
JE-0002233,2023-05-23,5000,Cost of Goods Sold,2271.23,0.0,ORD-000585,Order COGS
JE-0002234,2023-05-23,4100,Shipping Revenue,0.0,212.08,ORD-000585,Shipping charged to customer
JE-0002235,2023-05-23,2100,Sales Tax Payable,0.0,252.32,ORD-000585,Sales tax collected
JE-0002236,2023-05-23,4000,Product Sales,0.0,8278.9,ORD-000586,Order revenue
JE-0002237,2023-05-23,5000,Cost of Goods Sold,4367.66,0.0,ORD-000586,Order COGS
JE-0002238,2023-05-23,4100,Shipping Revenue,0.0,182.46,ORD-000586,Shipping charged to customer
JE-0002239,2023-05-23,2100,Sales Tax Payable,0.0,538.13,ORD-000586,Sales tax collected
JE-0002240,2023-05-23,4000,Product Sales,0.0,191.19,ORD-000587,Order revenue
JE-0002241,2023-05-23,5000,Cost of Goods Sold,87.75,0.0,ORD-000587,Order COGS
JE-0002242,2023-05-23,4100,Shipping Revenue,0.0,32.15,ORD-000587,Shipping charged to customer
JE-0002243,2023-05-23,2100,Sales Tax Payable,0.0,9.27,ORD-000587,Sales tax collected
JE-0002244,2023-05-23,4000,Product Sales,0.0,1819.84,ORD-000588,Order revenue
JE-0002245,2023-05-23,5000,Cost of Goods Sold,817.44,0.0,ORD-000588,Order COGS
JE-0002246,2023-05-23,4100,Shipping Revenue,0.0,54.47,ORD-000588,Shipping charged to customer
JE-0002247,2023-05-23,2100,Sales Tax Payable,0.0,86.44,ORD-000588,Sales tax collected
JE-0002248,2023-05-23,4000,Product Sales,0.0,362.64,ORD-000589,Order revenue
JE-0002249,2023-05-23,5000,Cost of Goods Sold,198.56,0.0,ORD-000589,Order COGS
JE-0002250,2023-05-23,4100,Shipping Revenue,0.0,29.23,ORD-000589,Shipping charged to customer
JE-0002251,2023-05-23,2100,Sales Tax Payable,0.0,21.76,ORD-000589,Sales tax collected
JE-0002252,2023-05-23,4000,Product Sales,0.0,572.5,ORD-000590,Order revenue
JE-0002253,2023-05-23,5000,Cost of Goods Sold,384.7,0.0,ORD-000590,Order COGS
JE-0002254,2023-05-23,4100,Shipping Revenue,0.0,12.76,ORD-000590,Shipping charged to customer
JE-0002255,2023-05-23,2100,Sales Tax Payable,0.0,22.9,ORD-000590,Sales tax collected
JE-0002256,2023-05-24,4000,Product Sales,0.0,2012.26,ORD-000591,Order revenue
JE-0002257,2023-05-24,5000,Cost of Goods Sold,988.97,0.0,ORD-000591,Order COGS
JE-0002258,2023-05-24,4100,Shipping Revenue,0.0,30.74,ORD-000591,Shipping charged to customer
JE-0002259,2023-05-24,2100,Sales Tax Payable,0.0,115.38,ORD-000591,Sales tax collected
JE-0002260,2023-05-24,4000,Product Sales,0.0,9060.32,ORD-000592,Order revenue
JE-0002261,2023-05-24,5000,Cost of Goods Sold,4486.66,0.0,ORD-000592,Order COGS
JE-0002262,2023-05-24,4100,Shipping Revenue,0.0,92.97,ORD-000592,Shipping charged to customer
JE-0002263,2023-05-24,2100,Sales Tax Payable,0.0,566.27,ORD-000592,Sales tax collected
JE-0002264,2023-05-24,4000,Product Sales,0.0,2588.32,ORD-000593,Order revenue
JE-0002265,2023-05-24,5000,Cost of Goods Sold,1342.6,0.0,ORD-000593,Order COGS
JE-0002266,2023-05-24,4100,Shipping Revenue,0.0,12.75,ORD-000593,Shipping charged to customer
JE-0002267,2023-05-24,2100,Sales Tax Payable,0.0,161.77,ORD-000593,Sales tax collected
JE-0002268,2023-05-24,4000,Product Sales,0.0,3696.58,ORD-000594,Order revenue
JE-0002269,2023-05-24,5000,Cost of Goods Sold,1429.65,0.0,ORD-000594,Order COGS
JE-0002270,2023-05-24,4100,Shipping Revenue,0.0,30.56,ORD-000594,Shipping charged to customer
JE-0002271,2023-05-24,4000,Product Sales,0.0,1229.36,ORD-000595,Order revenue
JE-0002272,2023-05-24,5000,Cost of Goods Sold,770.48,0.0,ORD-000595,Order COGS
JE-0002273,2023-05-24,4100,Shipping Revenue,0.0,47.61,ORD-000595,Shipping charged to customer
JE-0002274,2023-05-24,2100,Sales Tax Payable,0.0,76.83,ORD-000595,Sales tax collected
JE-0002275,2023-05-24,4000,Product Sales,0.0,2469.51,ORD-000596,Order revenue
JE-0002276,2023-05-24,5000,Cost of Goods Sold,1263.03,0.0,ORD-000596,Order COGS
JE-0002277,2023-05-24,4100,Shipping Revenue,0.0,123.78,ORD-000596,Shipping charged to customer
JE-0002278,2023-05-24,2100,Sales Tax Payable,0.0,104.34,ORD-000596,Sales tax collected
JE-0002279,2023-05-25,4000,Product Sales,0.0,711.42,ORD-000597,Order revenue
JE-0002280,2023-05-25,5000,Cost of Goods Sold,407.31,0.0,ORD-000597,Order COGS
JE-0002281,2023-05-25,4100,Shipping Revenue,0.0,10.98,ORD-000597,Shipping charged to customer
JE-0002282,2023-05-25,4000,Product Sales,0.0,926.3,ORD-000598,Order revenue
JE-0002283,2023-05-25,5000,Cost of Goods Sold,437.7,0.0,ORD-000598,Order COGS
JE-0002284,2023-05-25,4100,Shipping Revenue,0.0,38.67,ORD-000598,Shipping charged to customer
JE-0002285,2023-05-25,2100,Sales Tax Payable,0.0,60.21,ORD-000598,Sales tax collected
JE-0002286,2023-05-25,4000,Product Sales,0.0,3457.26,ORD-000600,Order revenue
JE-0002287,2023-05-25,5000,Cost of Goods Sold,2061.65,0.0,ORD-000600,Order COGS
JE-0002288,2023-05-25,4100,Shipping Revenue,0.0,72.56,ORD-000600,Shipping charged to customer
JE-0002289,2023-05-25,4000,Product Sales,0.0,4125.22,ORD-000601,Order revenue
JE-0002290,2023-05-25,5000,Cost of Goods Sold,1681.55,0.0,ORD-000601,Order COGS
JE-0002291,2023-05-25,4100,Shipping Revenue,0.0,22.83,ORD-000601,Shipping charged to customer
JE-0002292,2023-05-25,2100,Sales Tax Payable,0.0,237.2,ORD-000601,Sales tax collected
JE-0002293,2023-05-26,4000,Product Sales,0.0,2427.1,ORD-000602,Order revenue
JE-0002294,2023-05-26,5000,Cost of Goods Sold,954.95,0.0,ORD-000602,Order COGS
JE-0002295,2023-05-26,4100,Shipping Revenue,0.0,21.12,ORD-000602,Shipping charged to customer
JE-0002296,2023-05-26,4000,Product Sales,0.0,63.96,ORD-000603,Order revenue
JE-0002297,2023-05-26,5000,Cost of Goods Sold,36.9,0.0,ORD-000603,Order COGS
JE-0002298,2023-05-26,4100,Shipping Revenue,0.0,53.06,ORD-000603,Shipping charged to customer
JE-0002299,2023-05-26,2100,Sales Tax Payable,0.0,4.0,ORD-000603,Sales tax collected
JE-0002300,2023-05-26,4000,Product Sales,0.0,1514.68,ORD-000604,Order revenue
JE-0002301,2023-05-26,5000,Cost of Goods Sold,947.86,0.0,ORD-000604,Order COGS
JE-0002302,2023-05-26,4100,Shipping Revenue,0.0,30.33,ORD-000604,Shipping charged to customer
JE-0002303,2023-05-26,2100,Sales Tax Payable,0.0,90.88,ORD-000604,Sales tax collected
JE-0002304,2023-05-26,4000,Product Sales,0.0,2637.26,ORD-000605,Order revenue
JE-0002305,2023-05-26,5000,Cost of Goods Sold,1682.86,0.0,ORD-000605,Order COGS
JE-0002306,2023-05-26,4100,Shipping Revenue,0.0,57.51,ORD-000605,Shipping charged to customer
JE-0002307,2023-05-26,2100,Sales Tax Payable,0.0,105.49,ORD-000605,Sales tax collected
JE-0002308,2023-05-27,4000,Product Sales,0.0,94.32,ORD-000606,Order revenue
JE-0002309,2023-05-27,5000,Cost of Goods Sold,52.56,0.0,ORD-000606,Order COGS
JE-0002310,2023-05-27,4100,Shipping Revenue,0.0,26.87,ORD-000606,Shipping charged to customer
JE-0002311,2023-05-27,4000,Product Sales,0.0,877.86,ORD-000607,Order revenue
JE-0002312,2023-05-27,5000,Cost of Goods Sold,426.57,0.0,ORD-000607,Order COGS
JE-0002313,2023-05-27,4100,Shipping Revenue,0.0,37.42,ORD-000607,Shipping charged to customer
JE-0002314,2023-05-27,4000,Product Sales,0.0,3556.97,ORD-000608,Order revenue
JE-0002315,2023-05-27,5000,Cost of Goods Sold,1594.71,0.0,ORD-000608,Order COGS
JE-0002316,2023-05-27,4100,Shipping Revenue,0.0,75.22,ORD-000608,Shipping charged to customer
JE-0002317,2023-05-27,4000,Product Sales,0.0,1458.25,ORD-000609,Order revenue
JE-0002318,2023-05-27,5000,Cost of Goods Sold,965.6,0.0,ORD-000609,Order COGS
JE-0002319,2023-05-27,4100,Shipping Revenue,0.0,10.16,ORD-000609,Shipping charged to customer
JE-0002320,2023-05-27,2100,Sales Tax Payable,0.0,99.89,ORD-000609,Sales tax collected
JE-0002321,2023-05-27,4000,Product Sales,0.0,989.37,ORD-000610,Order revenue
JE-0002322,2023-05-27,5000,Cost of Goods Sold,482.34,0.0,ORD-000610,Order COGS
JE-0002323,2023-05-27,4100,Shipping Revenue,0.0,20.47,ORD-000610,Shipping charged to customer
JE-0002324,2023-05-27,2100,Sales Tax Payable,0.0,64.31,ORD-000610,Sales tax collected
JE-0002325,2023-05-27,4000,Product Sales,0.0,1541.25,ORD-000611,Order revenue
JE-0002326,2023-05-27,5000,Cost of Goods Sold,931.06,0.0,ORD-000611,Order COGS
JE-0002327,2023-05-27,4100,Shipping Revenue,0.0,89.69,ORD-000611,Shipping charged to customer
JE-0002328,2023-05-27,2100,Sales Tax Payable,0.0,61.65,ORD-000611,Sales tax collected
JE-0002329,2023-05-27,4000,Product Sales,0.0,953.05,ORD-000612,Order revenue
JE-0002330,2023-05-27,5000,Cost of Goods Sold,334.39,0.0,ORD-000612,Order COGS
JE-0002331,2023-05-27,4100,Shipping Revenue,0.0,48.79,ORD-000612,Shipping charged to customer
JE-0002332,2023-05-27,2100,Sales Tax Payable,0.0,38.12,ORD-000612,Sales tax collected
JE-0002333,2023-05-27,4000,Product Sales,0.0,3157.14,ORD-000613,Order revenue
JE-0002334,2023-05-27,5000,Cost of Goods Sold,1638.09,0.0,ORD-000613,Order COGS
JE-0002335,2023-05-27,4100,Shipping Revenue,0.0,52.83,ORD-000613,Shipping charged to customer
JE-0002336,2023-05-27,2100,Sales Tax Payable,0.0,133.39,ORD-000613,Sales tax collected
JE-0002337,2023-05-27,4000,Product Sales,0.0,3297.9,ORD-000614,Order revenue
JE-0002338,2023-05-27,5000,Cost of Goods Sold,1607.8,0.0,ORD-000614,Order COGS
JE-0002339,2023-05-27,4100,Shipping Revenue,0.0,31.81,ORD-000614,Shipping charged to customer
JE-0002340,2023-05-27,2100,Sales Tax Payable,0.0,197.87,ORD-000614,Sales tax collected
JE-0002341,2023-05-28,4000,Product Sales,0.0,1202.46,ORD-000615,Order revenue
JE-0002342,2023-05-28,5000,Cost of Goods Sold,587.21,0.0,ORD-000615,Order COGS
JE-0002343,2023-05-28,4100,Shipping Revenue,0.0,51.79,ORD-000615,Shipping charged to customer
JE-0002344,2023-05-28,2100,Sales Tax Payable,0.0,48.1,ORD-000615,Sales tax collected
JE-0002345,2023-05-28,4000,Product Sales,0.0,1848.8,ORD-000616,Order revenue
JE-0002346,2023-05-28,5000,Cost of Goods Sold,959.0,0.0,ORD-000616,Order COGS
JE-0002347,2023-05-28,4100,Shipping Revenue,0.0,12.81,ORD-000616,Shipping charged to customer
JE-0002348,2023-05-28,4000,Product Sales,0.0,1820.07,ORD-000617,Order revenue
JE-0002349,2023-05-28,5000,Cost of Goods Sold,1150.2,0.0,ORD-000617,Order COGS
JE-0002350,2023-05-28,4100,Shipping Revenue,0.0,95.43,ORD-000617,Shipping charged to customer
JE-0002351,2023-05-28,2100,Sales Tax Payable,0.0,100.1,ORD-000617,Sales tax collected
JE-0002352,2023-05-28,4000,Product Sales,0.0,645.17,ORD-000618,Order revenue
JE-0002353,2023-05-28,5000,Cost of Goods Sold,389.21,0.0,ORD-000618,Order COGS
JE-0002354,2023-05-28,4100,Shipping Revenue,0.0,16.14,ORD-000618,Shipping charged to customer
JE-0002355,2023-05-28,2100,Sales Tax Payable,0.0,32.26,ORD-000618,Sales tax collected
JE-0002356,2023-05-28,4000,Product Sales,0.0,1352.89,ORD-000619,Order revenue
JE-0002357,2023-05-28,5000,Cost of Goods Sold,838.04,0.0,ORD-000619,Order COGS
JE-0002358,2023-05-28,4100,Shipping Revenue,0.0,30.58,ORD-000619,Shipping charged to customer
JE-0002359,2023-05-28,2100,Sales Tax Payable,0.0,81.17,ORD-000619,Sales tax collected
JE-0002360,2023-05-29,4000,Product Sales,0.0,2364.07,ORD-000620,Order revenue
JE-0002361,2023-05-29,5000,Cost of Goods Sold,1340.75,0.0,ORD-000620,Order COGS
JE-0002362,2023-05-29,4100,Shipping Revenue,0.0,26.47,ORD-000620,Shipping charged to customer
JE-0002363,2023-05-29,4000,Product Sales,0.0,3718.54,ORD-000621,Order revenue
JE-0002364,2023-05-29,5000,Cost of Goods Sold,1998.5,0.0,ORD-000621,Order COGS
JE-0002365,2023-05-29,4100,Shipping Revenue,0.0,64.26,ORD-000621,Shipping charged to customer
JE-0002366,2023-05-29,2100,Sales Tax Payable,0.0,40.14,ORD-000621,Sales tax collected
JE-0002367,2023-05-29,4000,Product Sales,0.0,3963.49,ORD-000622,Order revenue
JE-0002368,2023-05-29,5000,Cost of Goods Sold,1819.92,0.0,ORD-000622,Order COGS
JE-0002369,2023-05-29,4100,Shipping Revenue,0.0,54.06,ORD-000622,Shipping charged to customer
JE-0002370,2023-05-29,2100,Sales Tax Payable,0.0,115.63,ORD-000622,Sales tax collected
JE-0002371,2023-05-30,4000,Product Sales,0.0,997.02,ORD-000623,Order revenue
JE-0002372,2023-05-30,5000,Cost of Goods Sold,557.36,0.0,ORD-000623,Order COGS
JE-0002373,2023-05-30,4100,Shipping Revenue,0.0,45.78,ORD-000623,Shipping charged to customer
JE-0002374,2023-05-30,2100,Sales Tax Payable,0.0,64.81,ORD-000623,Sales tax collected
JE-0002375,2023-05-30,4000,Product Sales,0.0,92.63,ORD-000624,Order revenue
JE-0002376,2023-05-30,5000,Cost of Goods Sold,43.77,0.0,ORD-000624,Order COGS
JE-0002377,2023-05-30,4100,Shipping Revenue,0.0,16.62,ORD-000624,Shipping charged to customer
JE-0002378,2023-05-30,2100,Sales Tax Payable,0.0,6.35,ORD-000624,Sales tax collected
JE-0002379,2023-05-30,4000,Product Sales,0.0,5825.01,ORD-000625,Order revenue
JE-0002380,2023-05-30,5000,Cost of Goods Sold,2725.93,0.0,ORD-000625,Order COGS
JE-0002381,2023-05-30,4100,Shipping Revenue,0.0,101.31,ORD-000625,Shipping charged to customer
JE-0002382,2023-05-30,2100,Sales Tax Payable,0.0,254.02,ORD-000625,Sales tax collected
JE-0002383,2023-05-30,4000,Product Sales,0.0,1701.4,ORD-000626,Order revenue
JE-0002384,2023-05-30,5000,Cost of Goods Sold,703.6,0.0,ORD-000626,Order COGS
JE-0002385,2023-05-30,4100,Shipping Revenue,0.0,93.1,ORD-000626,Shipping charged to customer
JE-0002386,2023-05-30,2100,Sales Tax Payable,0.0,106.34,ORD-000626,Sales tax collected
JE-0002387,2023-05-30,4000,Product Sales,0.0,5412.45,ORD-000627,Order revenue
JE-0002388,2023-05-30,5000,Cost of Goods Sold,2631.73,0.0,ORD-000627,Order COGS
JE-0002389,2023-05-30,4100,Shipping Revenue,0.0,162.21,ORD-000627,Shipping charged to customer
JE-0002390,2023-05-30,2100,Sales Tax Payable,0.0,324.75,ORD-000627,Sales tax collected
JE-0002391,2023-05-30,4000,Product Sales,0.0,95.94,ORD-000628,Order revenue
JE-0002392,2023-05-30,5000,Cost of Goods Sold,55.35,0.0,ORD-000628,Order COGS
JE-0002393,2023-05-30,4100,Shipping Revenue,0.0,56.12,ORD-000628,Shipping charged to customer
JE-0002394,2023-05-30,2100,Sales Tax Payable,0.0,3.84,ORD-000628,Sales tax collected
JE-0002395,2023-05-30,4000,Product Sales,0.0,2916.74,ORD-000629,Order revenue
JE-0002396,2023-05-30,5000,Cost of Goods Sold,1778.68,0.0,ORD-000629,Order COGS
JE-0002397,2023-05-30,4100,Shipping Revenue,0.0,68.04,ORD-000629,Shipping charged to customer
JE-0002398,2023-05-30,4000,Product Sales,0.0,3419.01,ORD-000630,Order revenue
JE-0002399,2023-05-30,5000,Cost of Goods Sold,1568.69,0.0,ORD-000630,Order COGS
JE-0002400,2023-05-30,4100,Shipping Revenue,0.0,168.52,ORD-000630,Shipping charged to customer
JE-0002401,2023-05-30,2100,Sales Tax Payable,0.0,213.69,ORD-000630,Sales tax collected
JE-0002402,2023-05-31,4000,Product Sales,0.0,2585.38,ORD-000631,Order revenue
JE-0002403,2023-05-31,5000,Cost of Goods Sold,1127.54,0.0,ORD-000631,Order COGS
