shipment_id,order_id,carrier,allocated_cost,allocation_pct
SHIP-000391,ORD-000405,USPS,42.22,1.0
SHIP-000392,ORD-000406,FedEx,81.35,1.0
SHIP-000393,ORD-000407,UPS,50.38,1.0
SHIP-000394,ORD-000408,UPS,34.09,1.0
SHIP-000395,ORD-000409,Amazon Logistics,13.19,1.0
SHIP-000396,ORD-000410,USPS,17.8,1.0
SHIP-000397,ORD-000411,USPS,28.58,1.0
SHIP-000398,ORD-000412,FedEx,98.28,1.0
SHIP-000399,ORD-000413,DHL,29.37,1.0
SHIP-000400,ORD-000414,UPS,41.97,1.0
SHIP-000401,ORD-000415,UPS,78.44,1.0
SHIP-000402,ORD-000416,FedEx,38.24,1.0
SHIP-000403,ORD-000417,FedEx,115.3,1.0
SHIP-000404,ORD-000418,FedEx,24.82,1.0
SHIP-000405,ORD-000419,FedEx,99.78,1.0
SHIP-000406,ORD-000421,UPS,131.44,1.0
SHIP-000407,ORD-000422,USPS,76.94,1.0
SHIP-000408,ORD-000423,DHL,67.38,1.0
SHIP-000409,ORD-000424,FedEx,100.75,1.0
SHIP-000410,ORD-000425,FedEx,152.08,1.0
SHIP-000411,ORD-000426,FedEx,70.71,1.0
SHIP-000412,ORD-000427,DHL,119.11,1.0
SHIP-000413,ORD-000428,DHL,90.23,1.0
SHIP-000414,ORD-000429,Amazon Logistics,61.22,1.0
SHIP-000415,ORD-000430,USPS,100.72,1.0
SHIP-000416,ORD-000431,UPS,15.32,1.0
SHIP-000417,ORD-000432,USPS,25.09,1.0
SHIP-000418,ORD-000433,UPS,80.28,1.0
SHIP-000419,ORD-000434,DHL,73.37,1.0
SHIP-000420,ORD-000436,DHL,208.73,1.0
SHIP-000421,ORD-000437,UPS,33.8,1.0
SHIP-000422,ORD-000438,UPS,42.72,1.0
SHIP-000423,ORD-000439,USPS,72.29,1.0
SHIP-000424,ORD-000440,DHL,116.4,1.0
SHIP-000425,ORD-000441,USPS,41.95,1.0
SHIP-000426,ORD-000442,Amazon Logistics,39.1,1.0
SHIP-000427,ORD-000443,FedEx,67.35,1.0
SHIP-000428,ORD-000444,DHL,37.88,1.0
SHIP-000429,ORD-000445,Amazon Logistics,8.93,1.0
SHIP-000430,ORD-000446,UPS,21.7,1.0
SHIP-000431,ORD-000447,Amazon Logistics,8.64,1.0
SHIP-000432,ORD-000448,FedEx,92.75,1.0
SHIP-000433,ORD-000449,FedEx,182.39,1.0
SHIP-000434,ORD-000450,FedEx,200.88,1.0
SHIP-000435,ORD-000451,UPS,16.32,1.0
SHIP-000436,ORD-000452,FedEx,25.04,1.0
SHIP-000437,ORD-000453,USPS,29.7,1.0
SHIP-000438,ORD-000454,DHL,52.12,1.0
SHIP-000439,ORD-000455,Amazon Logistics,26.96,1.0
SHIP-000440,ORD-000456,USPS,8.7,1.0
SHIP-000441,ORD-000457,DHL,31.06,1.0
SHIP-000442,ORD-000458,DHL,116.68,1.0
SHIP-000443,ORD-000459,UPS,27.38,1.0
SHIP-000444,ORD-000460,DHL,205.27,1.0
SHIP-000445,ORD-000461,USPS,84.09,1.0
SHIP-000446,ORD-000462,UPS,19.12,1.0
SHIP-000447,ORD-000463,USPS,17.19,1.0
SHIP-000448,ORD-000464,FedEx,121.2,1.0
SHIP-000449,ORD-000465,FedEx,51.56,1.0
SHIP-000450,ORD-000466,UPS,16.98,1.0
SHIP-000451,ORD-000467,USPS,90.47,1.0
SHIP-000452,ORD-000468,FedEx,102.29,1.0
SHIP-000453,ORD-000469,USPS,102.8,1.0
SHIP-000454,ORD-000470,UPS,15.34,1.0
SHIP-000455,ORD-000471,FedEx,15.02,1.0
SHIP-000456,ORD-000472,DHL,34.71,1.0
SHIP-000457,ORD-000473,DHL,144.84,1.0
SHIP-000458,ORD-000474,FedEx,25.87,1.0
SHIP-000459,ORD-000475,Amazon Logistics,20.99,1.0
SHIP-000460,ORD-000476,Amazon Logistics,75.88,1.0
SHIP-000461,ORD-000477,USPS,100.6,1.0
SHIP-000462,ORD-000478,DHL,42.07,1.0
SHIP-000463,ORD-000479,UPS,117.4,1.0
SHIP-000464,ORD-000480,DHL,81.66,1.0
SHIP-000465,ORD-000481,DHL,78.36,1.0
SHIP-000466,ORD-000482,FedEx,98.44,1.0
SHIP-000467,ORD-000483,Amazon Logistics,6.78,1.0
SHIP-000468,ORD-000484,FedEx,39.93,1.0
SHIP-000469,ORD-000485,UPS,22.44,1.0
SHIP-000470,ORD-000486,DHL,58.5,1.0
SHIP-000471,ORD-000487,DHL,203.67,1.0
SHIP-000472,ORD-000488,UPS,44.56,1.0
SHIP-000473,ORD-000489,UPS,51.1,1.0
SHIP-000474,ORD-000490,FedEx,36.12,1.0
SHIP-000475,ORD-000491,Amazon Logistics,45.68,1.0
SHIP-000476,ORD-000492,UPS,148.18,1.0
SHIP-000477,ORD-000493,Amazon Logistics,83.0,1.0
SHIP-000478,ORD-000494,UPS,63.58,1.0
SHIP-000479,ORD-000495,FedEx,69.74,1.0
SHIP-000480,ORD-000496,Amazon Logistics,100.28,1.0
SHIP-000481,ORD-000497,Amazon Logistics,13.61,1.0
SHIP-000482,ORD-000498,UPS,83.96,1.0
SHIP-000483,ORD-000499,Amazon Logistics,69.68,1.0
SHIP-000484,ORD-000500,Amazon Logistics,59.2,1.0
SHIP-000485,ORD-000501,Amazon Logistics,22.41,1.0
SHIP-000486,ORD-000502,UPS,78.37,1.0
SHIP-000487,ORD-000503,DHL,93.33,1.0
SHIP-000488,ORD-000504,USPS,18.52,1.0
SHIP-000489,ORD-000505,DHL,89.53,1.0
SHIP-000490,ORD-000506,FedEx,28.05,1.0
SHIP-000491,ORD-000507,UPS,33.48,1.0
SHIP-000492,ORD-000508,USPS,111.87,1.0
SHIP-000493,ORD-000509,UPS,111.34,1.0
SHIP-000494,ORD-000510,UPS,43.62,1.0
SHIP-000495,ORD-000511,USPS,64.74,1.0
SHIP-000496,ORD-000512,FedEx,15.24,1.0
SHIP-000497,ORD-000513,USPS,60.38,1.0
SHIP-000498,ORD-000514,UPS,80.92,1.0
SHIP-000499,ORD-000515,UPS,46.21,1.0
SHIP-000500,ORD-000516,Amazon Logistics,20.41,1.0
SHIP-000501,ORD-000517,FedEx,29.29,1.0
SHIP-000502,ORD-000518,DHL,241.64,1.0
SHIP-000503,ORD-000519,USPS,23.26,1.0
SHIP-000504,ORD-000520,Amazon Logistics,67.85,1.0
SHIP-000505,ORD-000521,FedEx,33.27,1.0
SHIP-000506,ORD-000522,UPS,116.88,1.0
SHIP-000507,ORD-000523,FedEx,12.64,1.0
SHIP-000508,ORD-000524,FedEx,114.37,1.0
SHIP-000509,ORD-000525,FedEx,58.27,1.0
SHIP-000510,ORD-000526,DHL,74.03,1.0
SHIP-000511,ORD-000527,DHL,89.01,1.0
SHIP-000512,ORD-000528,USPS,12.52,1.0
SHIP-000513,ORD-000529,USPS,27.36,1.0
SHIP-000514,ORD-000530,DHL,87.67,1.0
SHIP-000515,ORD-000531,DHL,44.18,1.0
SHIP-000516,ORD-000532,USPS,25.42,1.0
SHIP-000517,ORD-000533,Amazon Logistics,18.23,1.0
SHIP-000518,ORD-000534,UPS,117.2,1.0
SHIP-000519,ORD-000535,FedEx,148.06,1.0
SHIP-000520,ORD-000536,Amazon Logistics,11.15,1.0
SHIP-000521,ORD-000537,DHL,112.42,1.0
SHIP-000522,ORD-000538,USPS,55.26,1.0
SHIP-000523,ORD-000539,USPS,27.25,1.0
SHIP-000524,ORD-000540,FedEx,46.9,1.0
SHIP-000525,ORD-000541,FedEx,50.8,1.0
SHIP-000526,ORD-000542,USPS,37.58,1.0
SHIP-000527,ORD-000543,UPS,104.29,1.0
SHIP-000528,ORD-000544,UPS,15.32,1.0
SHIP-000529,ORD-000545,UPS,24.44,1.0
SHIP-000530,ORD-000546,USPS,72.34,1.0
SHIP-000531,ORD-000547,Amazon Logistics,73.69,1.0
SHIP-000532,ORD-000548,DHL,41.15,1.0
SHIP-000533,ORD-000549,FedEx,93.96,1.0
SHIP-000534,ORD-000550,FedEx,107.24,1.0
SHIP-000535,ORD-000551,UPS,83.72,1.0
SHIP-000536,ORD-000552,UPS,67.7,1.0
SHIP-000537,ORD-000553,FedEx,69.92,1.0
SHIP-000538,ORD-000554,USPS,70.05,1.0
SHIP-000539,ORD-000555,USPS,19.74,1.0
SHIP-000540,ORD-000556,Amazon Logistics,33.42,1.0
SHIP-000541,ORD-000557,DHL,34.51,1.0
SHIP-000542,ORD-000558,USPS,57.76,1.0
SHIP-000543,ORD-000559,USPS,27.06,1.0
SHIP-000544,ORD-000560,Amazon Logistics,7.9,1.0
SHIP-000545,ORD-000561,UPS,124.11,1.0
SHIP-000546,ORD-000562,DHL,144.27,1.0
SHIP-000547,ORD-000563,USPS,79.24,1.0
SHIP-000548,ORD-000564,UPS,149.07,1.0
SHIP-000549,ORD-000565,USPS,38.03,1.0
SHIP-000550,ORD-000566,USPS,43.21,1.0
SHIP-000551,ORD-000567,UPS,108.61,1.0
SHIP-000552,ORD-000568,DHL,78.04,1.0
SHIP-000553,ORD-000569,FedEx,64.53,1.0
SHIP-000554,ORD-000570,DHL,91.96,1.0
SHIP-000555,ORD-000571,DHL,22.63,1.0
SHIP-000556,ORD-000572,FedEx,94.77,1.0
SHIP-000557,ORD-000573,DHL,51.44,1.0
SHIP-000558,ORD-000574,Amazon Logistics,47.5,1.0
SHIP-000559,ORD-000575,FedEx,58.86,1.0
SHIP-000560,ORD-000576,FedEx,16.15,1.0
SHIP-000561,ORD-000577,Amazon Logistics,151.63,1.0
SHIP-000562,ORD-000578,Amazon Logistics,48.61,1.0
SHIP-000563,ORD-000579,UPS,17.59,1.0
SHIP-000564,ORD-000580,FedEx,42.11,1.0
SHIP-000565,ORD-000581,FedEx,220.69,1.0
SHIP-000566,ORD-000582,USPS,10.76,1.0
SHIP-000567,ORD-000583,Amazon Logistics,84.78,1.0
SHIP-000568,ORD-000584,Amazon Logistics,26.99,1.0
SHIP-000569,ORD-000585,DHL,212.08,1.0
SHIP-000570,ORD-000586,FedEx,182.46,1.0
SHIP-000571,ORD-000587,FedEx,32.15,1.0
SHIP-000572,ORD-000588,FedEx,54.47,1.0
SHIP-000573,ORD-000589,DHL,29.23,1.0
SHIP-000574,ORD-000590,FedEx,12.76,1.0
SHIP-000575,ORD-000591,UPS,30.74,1.0
SHIP-000576,ORD-000592,USPS,92.97,1.0
SHIP-000577,ORD-000593,FedEx,12.75,1.0
SHIP-000578,ORD-000594,UPS,30.56,1.0
SHIP-000579,ORD-000595,FedEx,47.61,1.0
SHIP-000580,ORD-000596,FedEx,123.78,1.0
SHIP-000581,ORD-000597,FedEx,10.98,1.0
SHIP-000582,ORD-000598,Amazon Logistics,38.67,1.0
SHIP-000583,ORD-000600,FedEx,72.56,1.0
SHIP-000584,ORD-000601,USPS,22.83,1.0
SHIP-000585,ORD-000602,UPS,21.12,1.0
SHIP-000586,ORD-000603,UPS,53.06,1.0
SHIP-000587,ORD-000604,USPS,30.33,1.0
SHIP-000588,ORD-000605,FedEx,57.51,1.0
SHIP-000589,ORD-000606,FedEx,26.87,1.0
SHIP-000590,ORD-000607,UPS,37.42,1.0
SHIP-000591,ORD-000608,Amazon Logistics,75.22,1.0
SHIP-000592,ORD-000609,FedEx,10.16,1.0
SHIP-000593,ORD-000610,FedEx,20.47,1.0
SHIP-000594,ORD-000611,FedEx,89.69,1.0
SHIP-000595,ORD-000612,FedEx,48.79,1.0
SHIP-000596,ORD-000613,Amazon Logistics,52.83,1.0
SHIP-000597,ORD-000614,USPS,31.81,1.0
SHIP-000598,ORD-000615,USPS,51.79,1.0
SHIP-000599,ORD-000616,DHL,12.81,1.0
SHIP-000600,ORD-000617,DHL,95.43,1.0
SHIP-000601,ORD-000618,FedEx,16.14,1.0
SHIP-000602,ORD-000619,DHL,30.58,1.0
SHIP-000603,ORD-000620,FedEx,26.47,1.0
SHIP-000604,ORD-000621,Amazon Logistics,64.26,1.0
SHIP-000605,ORD-000622,Amazon Logistics,54.06,1.0
SHIP-000606,ORD-000623,UPS,45.78,1.0
SHIP-000607,ORD-000624,DHL,16.62,1.0
SHIP-000608,ORD-000625,USPS,101.31,1.0
SHIP-000609,ORD-000626,FedEx,93.1,1.0
SHIP-000610,ORD-000627,UPS,162.21,1.0
SHIP-000611,ORD-000628,USPS,56.12,1.0
SHIP-000612,ORD-000629,USPS,68.04,1.0
SHIP-000613,ORD-000630,UPS,168.52,1.0
SHIP-000614,ORD-000631,UPS,69.62,1.0
SHIP-000615,ORD-000632,DHL,30.27,1.0
SHIP-000616,ORD-000633,DHL,56.69,1.0
SHIP-000617,ORD-000634,Amazon Logistics,6.87,1.0
SHIP-000618,ORD-000635,DHL,32.21,1.0
SHIP-000619,ORD-000636,FedEx,29.34,1.0
SHIP-000620,ORD-000637,Amazon Logistics,69.64,1.0
SHIP-000621,ORD-000638,UPS,63.85,1.0
SHIP-000622,ORD-000639,Amazon Logistics,53.92,1.0
SHIP-000623,ORD-000640,Amazon Logistics,104.52,1.0
SHIP-000624,ORD-000641,UPS,107.4,1.0
SHIP-000625,ORD-000642,FedEx,76.42,1.0
SHIP-000626,ORD-000643,FedEx,14.75,1.0
SHIP-000627,ORD-000644,UPS,120.07,1.0
SHIP-000628,ORD-000645,UPS,118.76,1.0
SHIP-000629,ORD-000646,Amazon Logistics,30.13,1.0
SHIP-000630,ORD-000647,FedEx,66.01,1.0
SHIP-000631,ORD-000648,UPS,138.51,1.0
SHIP-000632,ORD-000649,UPS,28.71,1.0
SHIP-000633,ORD-000650,USPS,78.88,1.0
SHIP-000634,ORD-000651,Amazon Logistics,77.9,1.0
SHIP-000635,ORD-000652,FedEx,64.37,1.0
SHIP-000636,ORD-000653,Amazon Logistics,81.84,1.0
SHIP-000637,ORD-000654,DHL,40.42,1.0
SHIP-000638,ORD-000655,UPS,65.22,1.0
SHIP-000639,ORD-000656,UPS,75.1,1.0
SHIP-000640,ORD-000657,FedEx,13.76,1.0
SHIP-000641,ORD-000658,Amazon Logistics,54.81,1.0
SHIP-000642,ORD-000659,UPS,81.0,1.0
SHIP-000643,ORD-000660,FedEx,39.55,1.0
SHIP-000644,ORD-000661,Amazon Logistics,17.98,1.0
SHIP-000645,ORD-000662,Amazon Logistics,105.4,1.0
SHIP-000646,ORD-000663,FedEx,64.09,1.0
SHIP-000647,ORD-000664,FedEx,135.52,1.0
SHIP-000648,ORD-000665,DHL,119.94,1.0
SHIP-000649,ORD-000666,USPS,95.07,1.0
SHIP-000650,ORD-000667,DHL,281.01,1.0
SHIP-000651,ORD-000668,USPS,130.23,1.0
SHIP-000652,ORD-000669,Amazon Logistics,40.55,1.0
SHIP-000653,ORD-000670,FedEx,45.84,1.0
SHIP-000654,ORD-000671,FedEx,63.69,1.0
SHIP-000655,ORD-000673,DHL,52.89,1.0
SHIP-000656,ORD-000674,UPS,102.21,1.0
SHIP-000657,ORD-000675,FedEx,25.04,1.0
SHIP-000658,ORD-000676,DHL,220.6,1.0
SHIP-000659,ORD-000677,FedEx,32.51,1.0
SHIP-000660,ORD-000679,USPS,79.62,1.0
SHIP-000661,ORD-000680,DHL,31.35,1.0
SHIP-000662,ORD-000681,USPS,29.7,1.0
SHIP-000663,ORD-000682,FedEx,32.58,1.0
SHIP-000664,ORD-000683,USPS,9.88,1.0
SHIP-000665,ORD-000684,DHL,60.51,1.0
SHIP-000666,ORD-000685,USPS,72.67,1.0
SHIP-000667,ORD-000686,DHL,163.05,1.0
SHIP-000668,ORD-000687,Amazon Logistics,91.02,1.0
SHIP-000669,ORD-000688,DHL,79.06,1.0
SHIP-000670,ORD-000689,DHL,39.78,1.0
SHIP-000671,ORD-000690,Amazon Logistics,16.63,1.0
SHIP-000672,ORD-000691,Amazon Logistics,72.81,1.0
SHIP-000673,ORD-000692,Amazon Logistics,44.62,1.0
SHIP-000674,ORD-000693,DHL,36.59,1.0
SHIP-000675,ORD-000694,Amazon Logistics,9.89,1.0
SHIP-000676,ORD-000695,FedEx,83.85,1.0
SHIP-000677,ORD-000696,UPS,14.86,1.0
SHIP-000678,ORD-000697,FedEx,19.7,1.0
SHIP-000679,ORD-000698,Amazon Logistics,54.19,1.0
SHIP-000680,ORD-000699,UPS,74.7,1.0
SHIP-000681,ORD-000700,USPS,63.48,1.0
SHIP-000682,ORD-000701,FedEx,127.43,1.0
SHIP-000683,ORD-000702,USPS,16.68,1.0
SHIP-000684,ORD-000704,Amazon Logistics,24.54,1.0
SHIP-000685,ORD-000705,USPS,79.59,1.0
SHIP-000686,ORD-000706,DHL,12.91,1.0
SHIP-000687,ORD-000707,DHL,33.35,1.0
SHIP-000688,ORD-000708,UPS,29.51,1.0
SHIP-000689,ORD-000709,USPS,51.61,1.0
SHIP-000690,ORD-000710,UPS,29.14,1.0
SHIP-000691,ORD-000711,FedEx,93.37,1.0
SHIP-000692,ORD-000712,UPS,23.65,1.0
SHIP-000693,ORD-000713,UPS,16.13,1.0
SHIP-000694,ORD-000714,USPS,119.21,1.0
SHIP-000695,ORD-000715,DHL,58.77,1.0
SHIP-000696,ORD-000716,FedEx,24.16,1.0
SHIP-000697,ORD-000717,FedEx,186.3,1.0
SHIP-000698,ORD-000719,FedEx,68.66,1.0
SHIP-000699,ORD-000720,Amazon Logistics,92.27,1.0
SHIP-000700,ORD-000721,FedEx,40.93,1.0
SHIP-000701,ORD-000722,DHL,151.28,1.0
SHIP-000702,ORD-000723,FedEx,86.01,1.0
SHIP-000703,ORD-000724,UPS,48.74,1.0
SHIP-000704,ORD-000725,DHL,197.93,1.0
SHIP-000705,ORD-000726,UPS,87.8,1.0
SHIP-000706,ORD-000727,USPS,38.45,1.0
SHIP-000707,ORD-000728,DHL,99.78,1.0
SHIP-000708,ORD-000729,UPS,23.75,1.0
SHIP-000709,ORD-000730,UPS,119.37,1.0
SHIP-000710,ORD-000731,DHL,86.86,1.0
SHIP-000711,ORD-000732,DHL,44.27,1.0
SHIP-000712,ORD-000733,UPS,49.85,1.0
SHIP-000713,ORD-000734,DHL,94.38,1.0
SHIP-000714,ORD-000735,Amazon Logistics,102.16,1.0
SHIP-000715,ORD-000736,USPS,24.34,1.0
SHIP-000716,ORD-000737,UPS,26.16,1.0
SHIP-000717,ORD-000738,UPS,35.14,1.0
SHIP-000718,ORD-000739,FedEx,61.28,1.0
SHIP-000719,ORD-000740,DHL,29.21,1.0
SHIP-000720,ORD-000742,USPS,53.82,1.0
SHIP-000721,ORD-000743,USPS,59.93,1.0
SHIP-000722,ORD-000744,Amazon Logistics,36.45,1.0
SHIP-000723,ORD-000745,Amazon Logistics,74.18,1.0
SHIP-000724,ORD-000746,USPS,101.5,1.0
SHIP-000725,ORD-000748,FedEx,115.09,1.0
SHIP-000726,ORD-000749,DHL,63.88,1.0
SHIP-000727,ORD-000750,FedEx,284.62,1.0
SHIP-000728,ORD-000751,UPS,104.49,1.0
SHIP-000729,ORD-000752,UPS,26.5,1.0
SHIP-000730,ORD-000754,DHL,103.42,1.0
SHIP-000731,ORD-000756,Amazon Logistics,8.69,1.0
SHIP-000732,ORD-000757,FedEx,18.69,1.0
SHIP-000733,ORD-000758,FedEx,27.5,1.0
SHIP-000734,ORD-000759,DHL,414.09,1.0
SHIP-000735,ORD-000760,FedEx,25.82,1.0
SHIP-000736,ORD-000761,USPS,10.84,1.0
SHIP-000737,ORD-000762,Amazon Logistics,5.24,1.0
SHIP-000738,ORD-000763,FedEx,126.55,1.0
SHIP-000739,ORD-000764,UPS,54.52,1.0
SHIP-000740,ORD-000765,FedEx,19.7,1.0
SHIP-000741,ORD-000766,DHL,12.89,1.0
SHIP-000742,ORD-000767,USPS,47.37,1.0
SHIP-000743,ORD-000768,USPS,65.68,1.0
SHIP-000744,ORD-000769,DHL,11.65,1.0
SHIP-000745,ORD-000770,DHL,15.14,1.0
SHIP-000746,ORD-000771,FedEx,97.24,1.0
SHIP-000747,ORD-000772,USPS,53.54,1.0
SHIP-000748,ORD-000773,DHL,90.66,1.0
SHIP-000749,ORD-000774,DHL,39.1,1.0
SHIP-000750,ORD-000775,DHL,178.37,1.0
SHIP-000751,ORD-000776,DHL,203.21,1.0
SHIP-000752,ORD-000777,Amazon Logistics,103.0,1.0
SHIP-000753,ORD-000778,DHL,17.09,1.0
SHIP-000754,ORD-000779,Amazon Logistics,15.27,1.0
SHIP-000755,ORD-000780,DHL,49.53,1.0
SHIP-000756,ORD-000781,UPS,169.46,1.0
SHIP-000757,ORD-000782,Amazon Logistics,19.86,1.0
SHIP-000758,ORD-000783,FedEx,38.47,1.0
SHIP-000759,ORD-000784,UPS,151.3,1.0
SHIP-000760,ORD-000785,USPS,56.92,1.0
SHIP-000761,ORD-000786,DHL,24.66,1.0
SHIP-000762,ORD-000787,USPS,16.17,1.0
SHIP-000763,ORD-000788,Amazon Logistics,55.01,1.0
SHIP-000764,ORD-000789,Amazon Logistics,42.86,1.0
SHIP-000765,ORD-000790,UPS,70.36,1.0
SHIP-000766,ORD-000791,Amazon Logistics,22.52,1.0
SHIP-000767,ORD-000792,USPS,63.39,1.0
SHIP-000768,ORD-000793,USPS,5.67,1.0
SHIP-000769,ORD-000794,DHL,72.79,1.0
SHIP-000770,ORD-000795,UPS,11.78,1.0
SHIP-000771,ORD-000796,Amazon Logistics,43.45,1.0
SHIP-000772,ORD-000797,DHL,17.88,1.0
SHIP-000773,ORD-000798,UPS,154.54,1.0
SHIP-000774,ORD-000799,USPS,51.95,1.0
SHIP-000775,ORD-000800,DHL,178.96,1.0
SHIP-000776,ORD-000801,UPS,131.18,1.0
SHIP-000777,ORD-000802,FedEx,94.81,1.0
SHIP-000778,ORD-000803,FedEx,78.13,1.0
SHIP-000779,ORD-000804,DHL,27.24,1.0
SHIP-000780,ORD-000805,USPS,7.2,1.0
SHIP-000781,ORD-000806,UPS,99.97,1.0
SHIP-000782,ORD-000807,UPS,81.84,1.0
SHIP-000783,ORD-000808,FedEx,101.06,1.0
SHIP-000784,ORD-000809,USPS,22.6,1.0
SHIP-000785,ORD-000810,UPS,66.02,1.0
SHIP-000786,ORD-000811,Amazon Logistics,77.04,1.0
SHIP-000787,ORD-000812,DHL,98.98,1.0
SHIP-000788,ORD-000814,Amazon Logistics,47.64,1.0
SHIP-000789,ORD-000815,UPS,41.9,1.0
SHIP-000790,ORD-000816,UPS,109.18,1.0
SHIP-000791,ORD-000817,UPS,123.51,1.0
SHIP-000792,ORD-000818,Amazon Logistics,76.54,1.0
SHIP-000793,ORD-000820,USPS,21.44,1.0
SHIP-000794,ORD-000821,DHL,96.81,1.0
SHIP-000795,ORD-000822,Amazon Logistics,31.56,1.0
SHIP-000796,ORD-000823,USPS,58.26,1.0
SHIP-000797,ORD-000824,USPS,29.73,1.0
SHIP-000798,ORD-000825,UPS,74.94,1.0
SHIP-000799,ORD-000826,USPS,9.04,1.0
SHIP-000800,ORD-000827,DHL,17.13,1.0
SHIP-000801,ORD-000828,Amazon Logistics,5.42,1.0
SHIP-000802,ORD-000829,DHL,124.09,1.0
SHIP-000803,ORD-000830,USPS,55.67,1.0
SHIP-000804,ORD-000831,UPS,65.92,1.0
SHIP-000805,ORD-000832,UPS,53.3,1.0
SHIP-000806,ORD-000833,UPS,68.81,1.0
SHIP-000807,ORD-000834,DHL,24.71,1.0
SHIP-000808,ORD-000835,FedEx,179.92,1.0
SHIP-000809,ORD-000836,Amazon Logistics,14.15,1.0
SHIP-000810,ORD-000837,DHL,201.92,1.0
SHIP-000811,ORD-000838,USPS,51.59,1.0
SHIP-000812,ORD-000839,FedEx,139.18,1.0
SHIP-000813,ORD-000840,Amazon Logistics,18.64,1.0
SHIP-000814,ORD-000841,UPS,39.22,1.0
SHIP-000815,ORD-000842,Amazon Logistics,25.84,1.0
SHIP-000816,ORD-000843,USPS,28.2,1.0
SHIP-000817,ORD-000844,USPS,112.99,1.0
SHIP-000818,ORD-000845,FedEx,14.62,1.0
SHIP-000819,ORD-000846,DHL,79.99,1.0
SHIP-000820,ORD-000847,DHL,178.72,1.0
SHIP-000821,ORD-000848,DHL,69.48,1.0
SHIP-000822,ORD-000849,Amazon Logistics,12.28,1.0
SHIP-000823,ORD-000850,USPS,22.35,1.0
SHIP-000824,ORD-000851,FedEx,94.1,1.0
SHIP-000825,ORD-000852,FedEx,12.83,1.0
SHIP-000826,ORD-000854,DHL,18.21,1.0
SHIP-000827,ORD-000855,UPS,77.64,1.0
SHIP-000828,ORD-000856,UPS,101.04,1.0
SHIP-000829,ORD-000857,DHL,29.14,1.0
SHIP-000830,ORD-000858,FedEx,220.41,1.0
SHIP-000831,ORD-000859,UPS,76.9,1.0
SHIP-000832,ORD-000860,DHL,109.71,1.0
SHIP-000833,ORD-000861,USPS,121.16,1.0
SHIP-000834,ORD-000862,Amazon Logistics,61.45,1.0
SHIP-000835,ORD-000863,DHL,63.97,1.0
SHIP-000836,ORD-000864,DHL,131.27,1.0
SHIP-000837,ORD-000865,Amazon Logistics,38.8,1.0
SHIP-000838,ORD-000866,Amazon Logistics,34.7,1.0
SHIP-000839,ORD-000867,Amazon Logistics,14.12,1.0
SHIP-000840,ORD-000868,Amazon Logistics,9.07,1.0
SHIP-000841,ORD-000869,FedEx,163.2,1.0
SHIP-000842,ORD-000870,FedEx,57.49,1.0
SHIP-000843,ORD-000871,USPS,32.53,1.0
SHIP-000844,ORD-000872,Amazon Logistics,42.71,1.0
SHIP-000845,ORD-000873,FedEx,53.27,1.0
SHIP-000846,ORD-000874,DHL,118.98,1.0
SHIP-000847,ORD-000875,DHL,112.5,1.0
SHIP-000848,ORD-000876,UPS,34.86,1.0
SHIP-000849,ORD-000878,UPS,12.68,1.0
SHIP-000850,ORD-000879,USPS,43.16,1.0
SHIP-000851,ORD-000880,UPS,41.34,1.0
SHIP-000852,ORD-000881,USPS,89.05,1.0
SHIP-000853,ORD-000882,USPS,23.35,1.0
SHIP-000854,ORD-000883,FedEx,92.5,1.0
SHIP-000855,ORD-000884,DHL,112.64,1.0
SHIP-000856,ORD-000885,UPS,53.9,1.0
SHIP-000857,ORD-000886,DHL,82.7,1.0
SHIP-000858,ORD-000887,UPS,73.6,1.0
SHIP-000859,ORD-000888,DHL,76.07,1.0
SHIP-000860,ORD-000889,UPS,17.76,1.0
SHIP-000861,ORD-000891,DHL,84.69,1.0
SHIP-000862,ORD-000892,FedEx,16.83,1.0
SHIP-000863,ORD-000893,Amazon Logistics,9.84,1.0
SHIP-000864,ORD-000894,UPS,24.71,1.0
SHIP-000865,ORD-000895,DHL,68.3,1.0
SHIP-000866,ORD-000896,USPS,53.35,1.0
SHIP-000867,ORD-000897,FedEx,83.64,1.0
SHIP-000868,ORD-000898,DHL,85.0,1.0
SHIP-000869,ORD-000899,USPS,35.27,1.0
SHIP-000870,ORD-000900,UPS,37.91,1.0
SHIP-000871,ORD-000901,DHL,67.79,1.0
SHIP-000872,ORD-000902,UPS,37.73,1.0
SHIP-000873,ORD-000903,UPS,63.56,1.0
SHIP-000874,ORD-000904,UPS,42.43,1.0
SHIP-000875,ORD-000905,USPS,49.72,1.0
SHIP-000876,ORD-000906,FedEx,145.39,1.0
SHIP-000877,ORD-000907,Amazon Logistics,15.07,1.0
SHIP-000878,ORD-000908,USPS,64.74,1.0
SHIP-000879,ORD-000909,USPS,39.81,1.0
SHIP-000880,ORD-000911,FedEx,35.79,1.0
SHIP-000881,ORD-000912,UPS,19.78,1.0
SHIP-000882,ORD-000913,FedEx,172.39,1.0
SHIP-000883,ORD-000915,DHL,57.31,1.0
SHIP-000884,ORD-000916,USPS,18.85,1.0
SHIP-000885,ORD-000917,USPS,48.58,1.0
SHIP-000886,ORD-000918,USPS,122.44,1.0
SHIP-000887,ORD-000919,UPS,17.04,1.0
SHIP-000888,ORD-000920,USPS,7.51,1.0
